ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,E_total
352,3.53e-05,158.315,372873,3.72873e+07,-4.87888e-18,-1.76285e-18,2.87261e-14,4.55497e-10,1.47231e-08,1.51786e-08
353,3.54e-05,158.683,372955,3.72955e+07,-4.82142e-18,-1.76261e-18,2.87335e-14,4.55621e-10,1.47231e-08,1.51787e-08
354,3.55e-05,159.024,372912,3.72912e+07,-4.99471e-18,-1.93297e-18,2.87294e-14,4.55549e-10,1.47231e-08,1.51786e-08
355,3.56e-05,159.46,372926,3.72926e+07,-4.50363e-18,-1.37305e-18,2.87308e-14,4.55573e-10,1.47231e-08,1.51787e-08
356,3.57e-05,159.918,372891,3.72891e+07,-3.96034e-18,-1.15107e-18,2.87275e-14,4.55518e-10,1.47231e-08,1.51786e-08
357,3.58e-05,160.387,372950,3.7295e+07,-4.31151e-18,-6.19679e-19,2.87329e-14,4.5561e-10,1.47231e-08,1.51787e-08
358,3.59e-05,160.777,373022,3.73022e+07,-4.29051e-18,-3.96721e-19,2.87395e-14,4.55725e-10,1.47231e-08,1.51788e-08
359,3.6e-05,161.008,373079,3.73079e+07,-4.06544e-18,-7.9758e-20,2.87448e-14,4.55819e-10,1.47231e-08,1.51789e-08
360,3.61e-05,161.404,373066,3.73066e+07,-3.67431e-18,7.27076e-19,2.87436e-14,4.55797e-10,1.47231e-08,1.51789e-08
361,3.62e-05,161.896,373087,3.73087e+07,-3.87778e-18,9.91531e-19,2.87457e-14,4.55836e-10,1.47231e-08,1.51789e-08
362,3.63e-05,162.29,373027,3.73027e+07,-3.82197e-18,1.80696e-18,2.87405e-14,4.55751e-10,1.47231e-08,1.51788e-08
363,3.64e-05,162.658,372931,3.72931e+07,-3.99051e-18,1.82012e-18,2.87318e-14,4.556e-10,1.47231e-08,1.51787e-08
364,3.65e-05,162.997,372969,3.72969e+07,-4.17818e-18,2.10229e-18,2.87354e-14,4.55664e-10,1.47231e-08,1.51787e-08
365,3.66e-05,163.397,372974,3.72974e+07,-4.51758e-18,2.29514e-18,2.87357e-14,4.55669e-10,1.47231e-08,1.51788e-08
366,3.67e-05,163.76,372955,3.72955e+07,-5.0401e-18,2.47403e-18,2.87341e-14,4.55641e-10,1.47231e-08,1.51787e-08
367,3.68e-05,163.982,372886,3.72886e+07,-4.8883e-18,1.81913e-18,2.8728e-14,4.55541e-10,1.47231e-08,1.51786e-08
368,3.69e-05,164.264,372901,3.72901e+07,-4.27426e-18,2.35599e-18,2.87294e-14,4.55565e-10,1.47231e-08,1.51787e-08
369,3.7e-05,164.647,372923,3.72923e+07,-4.22166e-18,1.52905e-18,2.87317e-14,4.55607e-10,1.47231e-08,1.51787e-08
370,3.71e-05,165.091,372949,3.72949e+07,-3.57541e-18,1.7093e-18,2.87342e-14,4.55655e-10,1.47231e-08,1.51787e-08
371,3.72e-05,165.443,372862,3.72862e+07,-2.86354e-18,2.03282e-18,2.87265e-14,4.55527e-10,1.47231e-08,1.51786e-08
372,3.73e-05,165.798,372867,3.72867e+07,-3.23589e-18,2.70976e-18,2.87269e-14,4.55535e-10,1.47231e-08,1.51786e-08
373,3.74e-05,165.878,372762,3.72762e+07,-3.66161e-18,2.93002e-18,2.87175e-14,4.55375e-10,1.47231e-08,1.51785e-08
374,3.75e-05,166.17,372845,3.72845e+07,-4.03068e-18,3.18213e-18,2.87253e-14,4.55511e-10,1.47231e-08,1.51786e-08
375,3.76e-05,166.396,372819,3.72819e+07,-3.96434e-18,2.61709e-18,2.87229e-14,4.55473e-10,1.47231e-08,1.51786e-08
376,3.77e-05,166.777,372823,3.72823e+07,-3.90917e-18,2.75403e-18,2.87233e-14,4.55479e-10,1.47231e-08,1.51786e-08
377,3.78e-05,167.152,372814,3.72814e+07,-3.09623e-18,2.90549e-18,2.87224e-14,4.55464e-10,1.47231e-08,1.51786e-08
378,3.79e-05,167.381,372923,3.72923e+07,-3.21963e-18,3.46398e-18,2.87324e-14,4.55636e-10,1.47231e-08,1.51787e-08
379,3.8e-05,167.704,372957,3.72957e+07,-2.73039e-18,3.69194e-18,2.87355e-14,4.55689e-10,1.47231e-08,1.51788e-08
380,3.81e-05,168.026,372882,3.72882e+07,-2.37213e-18,4.59733e-18,2.87286e-14,4.5557e-10,1.47231e-08,1.51787e-08
381,3.82e-05,168.261,372851,3.72851e+07,-2.75392e-18,4.78149e-18,2.87258e-14,4.5552e-10,1.47231e-08,1.51786e-08
382,3.83e-05,168.645,372795,3.72795e+07,-2.65524e-18,5.41209e-18,2.87208e-14,4.55432e-10,1.47231e-08,1.51785e-08
383,3.84e-05,168.978,372783,3.72783e+07,-2.71819e-18,5.33781e-18,2.87195e-14,4.55407e-10,1.47231e-08,1.51785e-08
384,3.85e-05,169.378,372732,3.72732e+07,-2.38681e-18,5.4248e-18,2.87147e-14,4.55322e-10,1.47231e-08,1.51784e-08
385,3.86e-05,169.555,372764,3.72764e+07,-2.65561e-18,5.92019e-18,2.87177e-14,4.55373e-10,1.47231e-08,1.51785e-08
386,3.87e-05,169.818,372719,3.72719e+07,-2.23866e-18,6.50771e-18,2.87134e-14,4.55294e-10,1.47231e-08,1.51784e-08
387,3.88e-05,170.024,372729,3.72729e+07,-1.91352e-18,6.81541e-18,2.87142e-14,4.55306e-10,1.47231e-08,1.51784e-08
388,3.89e-05,170.424,372727,3.72727e+07,-1.32096e-18,7.76552e-18,2.8714e-14,4.55302e-10,1.47231e-08,1.51784e-08
389,3.9e-05,170.721,372730,3.7273e+07,-1.0682e-18,7.68635e-18,2.87141e-14,4.553e-10,1.47231e-08,1.51784e-08
390,3.91e-05,171.087,372673,3.72673e+07,-1.09916e-18,7.22321e-18,2.87088e-14,4.55205e-10,1.47231e-08,1.51783e-08
391,3.92e-05,171.505,372706,3.72706e+07,-5.78303e-19,7.00048e-18,2.8712e-14,4.55263e-10,1.47231e-08,1.51784e-08
392,3.93e-05,171.9,372728,3.72728e+07,-4.75966e-19,7.29903e-18,2.8714e-14,4.55297e-10,1.47231e-08,1.51784e-08
393,3.94e-05,172.152,372782,3.72782e+07,-8.52512e-20,7.51514e-18,2.87187e-14,4.55378e-10,1.47231e-08,1.51785e-08
394,3.95e-05,172.504,372794,3.72794e+07,-1.09974e-19,7.81279e-18,2.872e-14,4.554e-10,1.47231e-08,1.51785e-08
395,3.96e-05,172.925,372758,3.72758e+07,4.27349e-19,6.98455e-18,2.87169e-14,4.55349e-10,1.47231e-08,1.51784e-08
396,3.97e-05,173.355,372740,3.7274e+07,2.64544e-19,6.87286e-18,2.87154e-14,4.55325e-10,1.47231e-08,1.51784e-08
397,3.98e-05,173.664,372704,3.72704e+07,4.6107e-19,6.71443e-18,2.87122e-14,4.5527e-10,1.47231e-08,1.51784e-08
398,3.99e-05,173.897,372644,3.72644e+07,8.05452e-19,7.00791e-18,2.87067e-14,4.55172e-10,1.47231e-08,1.51783e-08
399,4e-05,174.245,372697,3.72697e+07,8.47246e-19,6.69597e-18,2.87115e-14,4.55258e-10,1.47231e-08,1.51784e-08
400,4.01e-05,174.618,372677,3.72677e+07,1.09901e-18,6.31339e-18,2.87095e-14,4.55222e-10,1.47231e-08,1.51783e-08
