x,phi,rho,ef,ndi,nde
0,0,0,0,9.51997e+14,2.31235e+14
0.0025,0,0,-0,1.02217e+15,2.39529e+14
0.005,0,0,-0,9.9837e+14,2.501e+14
0.0075,0,0,-0,1.00094e+15,2.59057e+14
0.01,0,0,-0,9.90557e+14,2.53426e+14
0.0125,0,0,-0,9.96115e+14,2.56302e+14
0.015,0,0,-0,1.02013e+15,2.37354e+14
0.0175,0,0,-0,1.02521e+15,2.56438e+14
0.02,0,0,-0,9.97321e+14,2.53204e+14
0.0225,0,0,-0,9.90609e+14,2.52927e+14
0.025,0,0,-0,9.90204e+14,2.63961e+14
0.0275,0,0,-0,1.01238e+15,2.62551e+14
0.03,0,0,-0,9.88803e+14,2.41398e+14
0.0325,0,0,-0,9.72177e+14,2.44828e+14
0.035,0,0,-0,9.70828e+14,2.49052e+14
0.0375,0,0,-0,9.877e+14,2.63802e+14
0.04,0,0,-0,1.00768e+15,2.61421e+14
0.0425,0,0,-0,1.01818e+15,2.49521e+14
0.045,0,0,-0,9.96425e+14,2.45785e+14
0.0475,0,0,-0,1.01439e+15,2.52589e+14
0.05,0,0,-0,1.02487e+15,2.54077e+14
0.0525,0,0,-0,9.88282e+14,2.60637e+14
0.055,0,0,-0,1.00649e+15,2.73983e+14
0.0575,0,0,-0,9.99275e+14,2.53128e+14
0.06,0,0,-0,9.86966e+14,2.66914e+14
0.0625,0,0,-0,9.82e+14,2.83731e+14
0.065,0,0,-0,9.98504e+14,2.54727e+14
0.0675,0,0,-0,9.7952e+14,2.60633e+14
0.07,0,0,-0,9.83134e+14,2.58566e+14
0.0725,0,0,-0,1.01276e+15,2.43421e+14
0.075,0,0,-0,9.90876e+14,2.44451e+14
0.0775,0,0,-0,1.0338e+15,2.62211e+14
0.08,0,0,-0,1.01166e+15,2.65961e+14
0.0825,0,0,-0,1.00869e+15,2.39592e+14
0.085,0,0,-0,9.71937e+14,2.50939e+14
0.0875,0,0,-0,9.93478e+14,2.42719e+14
0.09,0,0,-0,1.00512e+15,2.31818e+14
0.0925,0,0,-0,9.84907e+14,2.49955e+14
0.095,0,0,-0,1.00642e+15,2.50128e+14
0.0975,0,0,-0,1.02132e+15,2.40679e+14
0.1,0,0,0,9.78813e+14,2.40138e+14
