x,phi,rho,ef,ndi,nde
0,0,0,0,8.93087e+14,1.11388e+14
0.0025,0,0,-0,1.01707e+15,1.04907e+14
0.005,0,0,-0,1.00106e+15,1.01087e+14
0.0075,0,0,-0,1.00099e+15,1.06524e+14
0.01,0,0,-0,9.87877e+14,1.05365e+14
0.0125,0,0,-0,9.95472e+14,1.08478e+14
0.015,0,0,-0,1.02057e+15,1.12356e+14
0.0175,0,0,-0,1.02852e+15,1.00817e+14
0.02,0,0,-0,9.92764e+14,1.0067e+14
0.0225,0,0,-0,9.91585e+14,1.06355e+14
0.025,0,0,-0,9.94101e+14,1.05039e+14
0.0275,0,0,-0,1.00966e+15,1.01599e+14
0.03,0,0,-0,9.89275e+14,1.06362e+14
0.0325,0,0,-0,9.73825e+14,1.08466e+14
0.035,0,0,-0,9.71275e+14,1.0434e+14
0.0375,0,0,-0,9.86285e+14,1.13521e+14
0.04,0,0,-0,1.00792e+15,1.07373e+14
0.0425,0,0,-0,1.01777e+15,1.04856e+14
0.045,0,0,-0,9.96794e+14,1.02277e+14
0.0475,0,0,-0,1.01355e+15,1.08823e+14
0.05,0,0,-0,1.02543e+15,1.10853e+14
0.0525,0,0,-0,9.91378e+14,1.07144e+14
0.055,0,0,-0,1.00595e+15,9.33539e+13
0.0575,0,0,-0,9.96213e+14,1.0999e+14
0.06,0,0,-0,9.8776e+14,1.15346e+14
0.0625,0,0,-0,9.81214e+14,1.09367e+14
0.065,0,0,-0,1.00079e+15,1.14078e+14
0.0675,0,0,-0,9.76601e+14,1.10099e+14
0.07,0,0,-0,9.82218e+14,1.06013e+14
0.0725,0,0,-0,1.01469e+15,1.12852e+14
0.075,0,0,-0,9.90349e+14,1.01885e+14
0.0775,0,0,-0,1.03575e+15,1.0075e+14
0.08,0,0,-0,1.00986e+15,1.0099e+14
0.0825,0,0,-0,1.00953e+15,1.03376e+14
0.085,0,0,-0,9.70687e+14,1.00737e+14
0.0875,0,0,-0,9.94607e+14,1.08418e+14
0.09,0,0,-0,1.0066e+15,1.09596e+14
0.0925,0,0,-0,9.8513e+14,1.09575e+14
0.095,0,0,-0,1.00522e+15,1.096e+14
0.0975,0,0,-0,1.01645e+15,1.14072e+14
0.1,0,0,0,9.18153e+14,1.00393e+14
