x,phi,rho,ef,ndi,nde
0,0,0,0,8.80755e+14,9.2633e+13
0.0025,0,0,-0,1.0157e+15,9.52703e+13
0.005,0,0,-0,1.00165e+15,9.71724e+13
0.0075,0,0,-0,1.00095e+15,9.89137e+13
0.01,0,0,-0,9.87334e+14,9.81942e+13
0.0125,0,0,-0,9.9537e+14,8.97885e+13
0.015,0,0,-0,1.02064e+15,8.89799e+13
0.0175,0,0,-0,1.0291e+15,9.45001e+13
0.02,0,0,-0,9.91868e+14,8.75996e+13
0.0225,0,0,-0,9.91962e+14,9.41147e+13
0.025,0,0,-0,9.94669e+14,1.00421e+14
0.0275,0,0,-0,1.00912e+15,9.83583e+13
0.03,0,0,-0,9.8949e+14,9.58006e+13
0.0325,0,0,-0,9.74098e+14,9.28507e+13
0.035,0,0,-0,9.71524e+14,9.95165e+13
0.0375,0,0,-0,9.85873e+14,9.03016e+13
0.04,0,0,-0,1.00779e+15,9.63449e+13
0.0425,0,0,-0,1.01787e+15,1.00976e+14
0.045,0,0,-0,9.97077e+14,9.38893e+13
0.0475,0,0,-0,1.01302e+15,9.61227e+13
0.05,0,0,-0,1.02554e+15,9.04305e+13
0.0525,0,0,-0,9.92227e+14,9.99589e+13
0.055,0,0,-0,1.00556e+15,9.87076e+13
0.0575,0,0,-0,9.95902e+14,8.84426e+13
0.06,0,0,-0,9.87799e+14,9.5196e+13
0.0625,0,0,-0,9.81151e+14,1.05384e+14
0.065,0,0,-0,1.001e+15,9.81181e+13
0.0675,0,0,-0,9.76224e+14,9.57849e+13
0.07,0,0,-0,9.81994e+14,9.99775e+13
0.0725,0,0,-0,1.01501e+15,9.89355e+13
0.075,0,0,-0,9.90389e+14,9.50255e+13
0.0775,0,0,-0,1.036e+15,9.45666e+13
0.08,0,0,-0,1.00955e+15,9.73099e+13
0.0825,0,0,-0,1.00965e+15,9.47247e+13
0.085,0,0,-0,9.70409e+14,8.83132e+13
0.0875,0,0,-0,9.95106e+14,9.3538e+13
0.09,0,0,-0,1.00663e+15,9.43706e+13
0.0925,0,0,-0,9.85283e+14,9.33629e+13
0.095,0,0,-0,1.00489e+15,9.28249e+13
0.0975,0,0,-0,1.01505e+15,1.03434e+14
0.1,0,0,0,9.1671e+14,9.95238e+13
