x,phi,rho,ef,ndi,nde
0,0,0,0,8.77101e+14,9.40536e+13
0.0025,0,0,-0,1.01495e+15,9.5476e+13
0.005,0,0,-0,1.00193e+15,8.92215e+13
0.0075,0,0,-0,1.00092e+15,9.48762e+13
0.01,0,0,-0,9.87121e+14,8.89323e+13
0.0125,0,0,-0,9.9531e+14,8.55077e+13
0.015,0,0,-0,1.02064e+15,7.93079e+13
0.0175,0,0,-0,1.02943e+15,8.92322e+13
0.02,0,0,-0,9.91364e+14,9.02403e+13
0.0225,0,0,-0,9.92197e+14,9.09131e+13
0.025,0,0,-0,9.94962e+14,9.83393e+13
0.0275,0,0,-0,1.00884e+15,9.13801e+13
0.03,0,0,-0,9.89582e+14,8.72027e+13
0.0325,0,0,-0,9.74208e+14,9.04478e+13
0.035,0,0,-0,9.71708e+14,9.5844e+13
0.0375,0,0,-0,9.85625e+14,8.4771e+13
0.04,0,0,-0,1.00775e+15,9.1973e+13
0.0425,0,0,-0,1.01792e+15,9.57289e+13
0.045,0,0,-0,9.97207e+14,8.85099e+13
0.0475,0,0,-0,1.01274e+15,8.84039e+13
0.05,0,0,-0,1.02563e+15,9.44839e+13
0.0525,0,0,-0,9.92665e+14,9.01321e+13
0.055,0,0,-0,1.00529e+15,9.35013e+13
0.0575,0,0,-0,9.95791e+14,8.81379e+13
0.06,0,0,-0,9.87834e+14,8.60431e+13
0.0625,0,0,-0,9.81089e+14,1.04145e+14
0.065,0,0,-0,1.00112e+15,8.86837e+13
0.0675,0,0,-0,9.75993e+14,9.30434e+13
0.07,0,0,-0,9.81985e+14,9.04515e+13
0.0725,0,0,-0,1.01505e+15,9.59028e+13
0.075,0,0,-0,9.90467e+14,9.56126e+13
0.0775,0,0,-0,1.03611e+15,8.68966e+13
0.08,0,0,-0,1.00942e+15,8.99303e+13
0.0825,0,0,-0,1.0097e+15,9.50266e+13
0.085,0,0,-0,9.70283e+14,8.67949e+13
0.0875,0,0,-0,9.95338e+14,8.89406e+13
0.09,0,0,-0,1.00665e+15,9.12413e+13
0.0925,0,0,-0,9.85344e+14,8.72524e+13
0.095,0,0,-0,1.00472e+15,8.69587e+13
0.0975,0,0,-0,1.01434e+15,9.05501e+13
0.1,0,0,0,9.09248e+14,1.01074e+14
