x,phi,rho,ef,ndi,nde
0,0,0,0,8.88085e+14,9.67328e+13
0.0025,0,0,-0,1.01668e+15,1.00728e+14
0.005,0,0,-0,1.00124e+15,9.99582e+13
0.0075,0,0,-0,1.00098e+15,1.02467e+14
0.01,0,0,-0,9.87703e+14,1.05276e+14
0.0125,0,0,-0,9.95437e+14,1.07213e+14
0.015,0,0,-0,1.02059e+15,1.01365e+14
0.0175,0,0,-0,1.02869e+15,9.34686e+13
0.02,0,0,-0,9.92499e+14,1.03935e+14
0.0225,0,0,-0,9.91682e+14,9.81799e+13
0.025,0,0,-0,9.943e+14,9.95549e+13
0.0275,0,0,-0,1.00948e+15,1.02751e+14
0.03,0,0,-0,9.89342e+14,1.05966e+14
0.0325,0,0,-0,9.7392e+14,1.034e+14
0.035,0,0,-0,9.71343e+14,1.01117e+14
0.0375,0,0,-0,9.86164e+14,1.04664e+14
0.04,0,0,-0,1.00787e+15,1.05035e+14
0.0425,0,0,-0,1.0178e+15,1.02539e+14
0.045,0,0,-0,9.96893e+14,1.02117e+14
0.0475,0,0,-0,1.01339e+15,1.00211e+14
0.05,0,0,-0,1.02546e+15,1.06997e+14
0.0525,0,0,-0,9.91612e+14,1.04792e+14
0.055,0,0,-0,1.00588e+15,9.33606e+13
0.0575,0,0,-0,9.96078e+14,1.04441e+14
0.06,0,0,-0,9.87784e+14,1.06959e+14
0.0625,0,0,-0,9.81202e+14,1.06534e+14
0.065,0,0,-0,1.00085e+15,1.11742e+14
0.0675,0,0,-0,9.76485e+14,1.06919e+14
0.07,0,0,-0,9.82132e+14,1.00068e+14
0.0725,0,0,-0,1.01482e+15,1.07818e+14
0.075,0,0,-0,9.90343e+14,1.05393e+14
0.0775,0,0,-0,1.03584e+15,9.75363e+13
0.08,0,0,-0,1.00975e+15,9.88983e+13
0.0825,0,0,-0,1.00958e+15,9.52562e+13
0.085,0,0,-0,9.70599e+14,1.02843e+14
0.0875,0,0,-0,9.94753e+14,9.73516e+13
0.09,0,0,-0,1.0066e+15,1.02908e+14
0.0925,0,0,-0,9.85191e+14,1.0949e+14
0.095,0,0,-0,1.00511e+15,1.03426e+14
0.0975,0,0,-0,1.01603e+15,1.08361e+14
0.1,0,0,0,9.18114e+14,1.09982e+14
