x,phi,rho,ef,ndi,nde
0,0,0,0,9.32704e+14,1.56584e+14
0.0025,0,0,-0,1.02082e+15,1.62049e+14
0.005,0,0,-0,9.99198e+14,1.65127e+14
0.0075,0,0,-0,1.00114e+15,1.74431e+14
0.01,0,0,-0,9.89548e+14,1.811e+14
0.0125,0,0,-0,9.95752e+14,1.68657e+14
0.015,0,0,-0,1.02053e+15,1.66845e+14
0.0175,0,0,-0,1.02631e+15,1.66549e+14
0.02,0,0,-0,9.95523e+14,1.66327e+14
0.0225,0,0,-0,9.91185e+14,1.64735e+14
0.025,0,0,-0,9.9134e+14,1.64807e+14
0.0275,0,0,-0,1.01174e+15,1.73757e+14
0.03,0,0,-0,9.88774e+14,1.60271e+14
0.0325,0,0,-0,9.72692e+14,1.6394e+14
0.035,0,0,-0,9.71033e+14,1.73439e+14
0.0375,0,0,-0,9.87101e+14,1.70581e+14
0.04,0,0,-0,1.008e+15,1.75156e+14
0.0425,0,0,-0,1.018e+15,1.76318e+14
0.045,0,0,-0,9.96213e+14,1.79733e+14
0.0475,0,0,-0,1.01439e+15,1.8259e+14
0.05,0,0,-0,1.02533e+15,1.79477e+14
0.0525,0,0,-0,9.88832e+14,1.69897e+14
0.055,0,0,-0,1.00663e+15,1.81546e+14
0.0575,0,0,-0,9.97954e+14,1.8108e+14
0.06,0,0,-0,9.87531e+14,1.77006e+14
0.0625,0,0,-0,9.81476e+14,1.8294e+14
0.065,0,0,-0,9.99423e+14,1.67468e+14
0.0675,0,0,-0,9.78449e+14,1.68335e+14
0.07,0,0,-0,9.82916e+14,1.76007e+14
0.0725,0,0,-0,1.01341e+15,1.70364e+14
0.075,0,0,-0,9.90499e+14,1.62926e+14
0.0775,0,0,-0,1.03484e+15,1.63682e+14
0.08,0,0,-0,1.01071e+15,1.79515e+14
0.0825,0,0,-0,1.00919e+15,1.854e+14
0.085,0,0,-0,9.71478e+14,1.68528e+14
0.0875,0,0,-0,9.93597e+14,1.72017e+14
0.09,0,0,-0,1.006e+15,1.74254e+14
0.0925,0,0,-0,9.84737e+14,1.70086e+14
0.095,0,0,-0,1.00608e+15,1.71429e+14
0.0975,0,0,-0,1.02007e+15,1.60291e+14
0.1,0,0,0,9.57589e+14,1.55692e+14
