x,phi,rho,ef,ndi,nde
0,0,0,0,9.53506e+14,2.45728e+14
0.0025,0,0,-0,1.02225e+15,2.54948e+14
0.005,0,0,-0,9.98305e+14,2.55126e+14
0.0075,0,0,-0,1.00094e+15,2.53125e+14
0.01,0,0,-0,9.90658e+14,2.75675e+14
0.0125,0,0,-0,9.96143e+14,2.70511e+14
0.015,0,0,-0,1.02009e+15,2.52002e+14
0.0175,0,0,-0,1.0251e+15,2.71462e+14
0.02,0,0,-0,9.975e+14,2.61319e+14
0.0225,0,0,-0,9.90568e+14,2.72133e+14
0.025,0,0,-0,9.90055e+14,2.66695e+14
0.0275,0,0,-0,1.01248e+15,2.77885e+14
0.03,0,0,-0,9.88774e+14,2.80727e+14
0.0325,0,0,-0,9.72139e+14,2.45198e+14
0.035,0,0,-0,9.70817e+14,2.58564e+14
0.0375,0,0,-0,9.87754e+14,2.74355e+14
0.04,0,0,-0,1.00764e+15,2.75464e+14
0.0425,0,0,-0,1.01821e+15,2.673e+14
0.045,0,0,-0,9.96453e+14,2.60351e+14
0.0475,0,0,-0,1.0144e+15,2.65242e+14
0.05,0,0,-0,1.02481e+15,2.65952e+14
0.0525,0,0,-0,9.88238e+14,2.7291e+14
0.055,0,0,-0,1.00646e+15,2.78136e+14
0.0575,0,0,-0,9.99428e+14,2.7992e+14
0.06,0,0,-0,9.86891e+14,2.75705e+14
0.0625,0,0,-0,9.82076e+14,2.89892e+14
0.065,0,0,-0,9.9841e+14,2.70411e+14
0.0675,0,0,-0,9.79629e+14,2.75631e+14
0.07,0,0,-0,9.8314e+14,2.71567e+14
0.0725,0,0,-0,1.01268e+15,2.59481e+14
0.075,0,0,-0,9.90957e+14,2.67568e+14
0.0775,0,0,-0,1.03366e+15,2.73825e+14
0.08,0,0,-0,1.01178e+15,2.63992e+14
0.0825,0,0,-0,1.00863e+15,2.58596e+14
0.085,0,0,-0,9.71993e+14,2.56993e+14
0.0875,0,0,-0,9.93467e+14,2.43086e+14
0.09,0,0,-0,1.00502e+15,2.59961e+14
0.0925,0,0,-0,9.84941e+14,2.59374e+14
0.095,0,0,-0,1.00644e+15,2.62954e+14
0.0975,0,0,-0,1.02144e+15,2.70252e+14
0.1,0,0,0,9.82639e+14,2.56093e+14
