x,phi,rho,ef,ndi,nde
0,0,0,0,8.88327e+14,1.03407e+14
0.0025,0,0,-0,1.01652e+15,9.78829e+13
0.005,0,0,-0,1.0013e+15,1.00695e+14
0.0075,0,0,-0,1.00097e+15,1.0035e+14
0.01,0,0,-0,9.87632e+14,1.06654e+14
0.0125,0,0,-0,9.95422e+14,1.03159e+14
0.015,0,0,-0,1.02061e+15,9.81832e+13
0.0175,0,0,-0,1.02877e+15,9.40125e+13
0.02,0,0,-0,9.92387e+14,1.0203e+14
0.0225,0,0,-0,9.91731e+14,9.41528e+13
0.025,0,0,-0,9.9437e+14,1.01405e+14
0.0275,0,0,-0,1.00941e+15,1.01058e+14
0.03,0,0,-0,9.89376e+14,1.05919e+14
0.0325,0,0,-0,9.73952e+14,1.00749e+14
0.035,0,0,-0,9.71372e+14,1.00921e+14
0.0375,0,0,-0,9.86116e+14,1.00408e+14
0.04,0,0,-0,1.00785e+15,1.04559e+14
0.0425,0,0,-0,1.0178e+15,1.01376e+14
0.045,0,0,-0,9.96932e+14,1.0252e+14
0.0475,0,0,-0,1.01333e+15,9.72756e+13
0.05,0,0,-0,1.02547e+15,1.04498e+14
0.0525,0,0,-0,9.91717e+14,1.0425e+14
0.055,0,0,-0,1.00583e+15,9.461e+13
0.0575,0,0,-0,9.96033e+14,1.00697e+14
0.06,0,0,-0,9.87794e+14,1.04349e+14
0.0625,0,0,-0,9.81185e+14,1.06497e+14
0.065,0,0,-0,1.00088e+15,1.09489e+14
0.0675,0,0,-0,9.76435e+14,1.04934e+14
0.07,0,0,-0,9.82099e+14,1.00168e+14
0.0725,0,0,-0,1.01487e+15,1.05376e+14
0.075,0,0,-0,9.90345e+14,1.03734e+14
0.0775,0,0,-0,1.03587e+15,9.86302e+13
0.08,0,0,-0,1.00972e+15,9.74412e+13
0.0825,0,0,-0,1.0096e+15,9.36979e+13
0.085,0,0,-0,9.70568e+14,1.01782e+14
0.0875,0,0,-0,9.9481e+14,9.57464e+13
0.09,0,0,-0,1.00661e+15,9.93205e+13
0.0925,0,0,-0,9.85212e+14,1.08854e+14
0.095,0,0,-0,1.00508e+15,1.01469e+14
0.0975,0,0,-0,1.01585e+15,1.05351e+14
0.1,0,0,0,9.18432e+14,1.08985e+14
