x,phi,rho,ef,ndi,nde
0,0,0,0,9.88381e+14,5.17812e+14
0.0025,0,0,-0,1.02311e+15,5.39875e+14
0.005,0,0,-0,9.97126e+14,5.73973e+14
0.0075,0,0,-0,1.00111e+15,6.27875e+14
0.01,0,0,-0,9.92032e+14,6.69182e+14
0.0125,0,0,-0,9.96729e+14,7.07903e+14
0.015,0,0,-0,1.01885e+15,7.24367e+14
0.0175,0,0,-0,1.024e+15,7.80306e+14
0.02,0,0,-0,1.00014e+15,8.19579e+14
0.0225,0,0,-0,9.89696e+14,8.17768e+14
0.025,0,0,-0,9.88003e+14,8.49853e+14
0.0275,0,0,-0,1.01355e+15,8.74877e+14
0.03,0,0,-0,9.89205e+14,8.96739e+14
0.0325,0,0,-0,9.7061e+14,9.14242e+14
0.035,0,0,-0,9.71368e+14,9.41039e+14
0.0375,0,0,-0,9.88023e+14,9.1491e+14
0.04,0,0,-0,1.00761e+15,9.54008e+14
0.0425,0,0,-0,1.01817e+15,9.85115e+14
0.045,0,0,-0,9.97172e+14,9.68591e+14
0.0475,0,0,-0,1.01401e+15,1.00681e+15
0.05,0,0,-0,1.02405e+15,9.81658e+14
0.0525,0,0,-0,9.87593e+14,9.90971e+14
0.055,0,0,-0,1.00587e+15,9.77156e+14
0.0575,0,0,-0,1.00195e+15,9.60195e+14
0.06,0,0,-0,9.8548e+14,9.58429e+14
0.0625,0,0,-0,9.83714e+14,9.21012e+14
0.065,0,0,-0,9.96575e+14,9.28394e+14
0.0675,0,0,-0,9.81334e+14,9.42894e+14
0.07,0,0,-0,9.83405e+14,9.31232e+14
0.0725,0,0,-0,1.01115e+15,8.65909e+14
0.075,0,0,-0,9.92704e+14,8.4154e+14
0.0775,0,0,-0,1.03127e+15,8.48447e+14
0.08,0,0,-0,1.01315e+15,8.13466e+14
0.0825,0,0,-0,1.00795e+15,7.64793e+14
0.085,0,0,-0,9.72762e+14,7.40821e+14
0.0875,0,0,-0,9.93415e+14,7.1775e+14
0.09,0,0,-0,1.0036e+15,6.44481e+14
0.0925,0,0,-0,9.85137e+14,6.24278e+14
0.095,0,0,-0,1.00706e+15,5.77215e+14
0.0975,0,0,-0,1.02253e+15,5.40836e+14
0.1,0,0,0,1.0132e+15,5.15611e+14
