x,phi,rho,ef,ndi,nde
0,0,0,0,9.45901e+14,2.25109e+14
0.0025,0,0,-0,1.02189e+15,2.31316e+14
0.005,0,0,-0,9.98552e+14,2.15787e+14
0.0075,0,0,-0,1.001e+15,2.10621e+14
0.01,0,0,-0,9.90271e+14,2.24553e+14
0.0125,0,0,-0,9.9602e+14,2.22146e+14
0.015,0,0,-0,1.02027e+15,2.2784e+14
0.0175,0,0,-0,1.02552e+15,2.22728e+14
0.02,0,0,-0,9.96803e+14,2.24738e+14
0.0225,0,0,-0,9.90774e+14,2.18017e+14
0.025,0,0,-0,9.90519e+14,2.1695e+14
0.0275,0,0,-0,1.01218e+15,2.25803e+14
0.03,0,0,-0,9.88851e+14,2.23084e+14
0.0325,0,0,-0,9.72271e+14,2.20487e+14
0.035,0,0,-0,9.70872e+14,2.24989e+14
0.0375,0,0,-0,9.8755e+14,2.28736e+14
0.04,0,0,-0,1.00779e+15,2.13824e+14
0.0425,0,0,-0,1.01814e+15,2.18299e+14
0.045,0,0,-0,9.96325e+14,2.23755e+14
0.0475,0,0,-0,1.01439e+15,2.26348e+14
0.05,0,0,-0,1.02504e+15,2.37472e+14
0.0525,0,0,-0,9.88403e+14,2.36069e+14
0.055,0,0,-0,1.00654e+15,2.30093e+14
0.0575,0,0,-0,9.98889e+14,2.3342e+14
0.06,0,0,-0,9.87149e+14,2.43244e+14
0.0625,0,0,-0,9.81823e+14,2.33446e+14
0.065,0,0,-0,9.9875e+14,2.27336e+14
0.0675,0,0,-0,9.79218e+14,2.26586e+14
0.07,0,0,-0,9.83139e+14,2.28239e+14
0.0725,0,0,-0,1.01293e+15,2.22402e+14
0.075,0,0,-0,9.90714e+14,2.23213e+14
0.0775,0,0,-0,1.03414e+15,2.25338e+14
0.08,0,0,-0,1.01136e+15,2.18865e+14
0.0825,0,0,-0,1.00886e+15,2.20538e+14
0.085,0,0,-0,9.71787e+14,2.24577e+14
0.0875,0,0,-0,9.93503e+14,2.23807e+14
0.09,0,0,-0,1.0054e+15,2.22759e+14
0.0925,0,0,-0,9.8483e+14,2.14537e+14
0.095,0,0,-0,1.00632e+15,2.19511e+14
0.0975,0,0,-0,1.02102e+15,2.1273e+14
0.1,0,0,0,9.72081e+14,2.18486e+14
