x,phi,rho,ef,ndi,nde
0,0,0,0,9.61235e+14,3.30917e+14
0.0025,0,0,-0,1.02257e+15,3.23665e+14
0.005,0,0,-0,9.97982e+14,3.19349e+14
0.0075,0,0,-0,1.00097e+15,3.30716e+14
0.01,0,0,-0,9.91071e+14,3.39938e+14
0.0125,0,0,-0,9.96281e+14,3.26379e+14
0.015,0,0,-0,1.0198e+15,3.35744e+14
0.0175,0,0,-0,1.02473e+15,3.42669e+14
0.02,0,0,-0,9.98233e+14,3.42612e+14
0.0225,0,0,-0,9.90409e+14,3.33281e+14
0.025,0,0,-0,9.89402e+14,3.23665e+14
0.0275,0,0,-0,1.01286e+15,3.57197e+14
0.03,0,0,-0,9.88758e+14,3.63067e+14
0.0325,0,0,-0,9.71864e+14,3.56628e+14
0.035,0,0,-0,9.70887e+14,3.5412e+14
0.0375,0,0,-0,9.87868e+14,3.40229e+14
0.04,0,0,-0,1.00752e+15,3.43453e+14
0.0425,0,0,-0,1.01833e+15,3.52023e+14
0.045,0,0,-0,9.96568e+14,3.28802e+14
0.0475,0,0,-0,1.01435e+15,3.49543e+14
0.05,0,0,-0,1.02456e+15,3.46747e+14
0.0525,0,0,-0,9.88076e+14,3.50073e+14
0.055,0,0,-0,1.00628e+15,3.63382e+14
0.0575,0,0,-0,1.00014e+15,3.49744e+14
0.06,0,0,-0,9.86544e+14,3.38445e+14
0.0625,0,0,-0,9.82416e+14,3.51144e+14
0.065,0,0,-0,9.97981e+14,3.723e+14
0.0675,0,0,-0,9.80136e+14,3.53e+14
0.07,0,0,-0,9.83156e+14,3.36598e+14
0.0725,0,0,-0,1.01227e+15,3.53005e+14
0.075,0,0,-0,9.91435e+14,3.51493e+14
0.0775,0,0,-0,1.03296e+15,3.23918e+14
0.08,0,0,-0,1.01224e+15,3.36216e+14
0.0825,0,0,-0,1.00839e+15,3.34218e+14
0.085,0,0,-0,9.72258e+14,3.48482e+14
0.0875,0,0,-0,9.93416e+14,3.36945e+14
0.09,0,0,-0,1.00458e+15,3.25299e+14
0.0925,0,0,-0,9.85087e+14,3.44734e+14
0.095,0,0,-0,1.00651e+15,3.38168e+14
0.0975,0,0,-0,1.02191e+15,3.18864e+14
0.1,0,0,0,9.90781e+14,3.24559e+14
