x,phi,rho,ef,ndi,nde
0,0,0,0,9.17191e+14,1.50412e+14
0.0025,0,0,-0,1.01983e+15,1.45591e+14
0.005,0,0,-0,9.99713e+14,1.4447e+14
0.0075,0,0,-0,1.00117e+15,1.42434e+14
0.01,0,0,-0,9.89016e+14,1.40941e+14
0.0125,0,0,-0,9.95663e+14,1.37288e+14
0.015,0,0,-0,1.02055e+15,1.38599e+14
0.0175,0,0,-0,1.027e+15,1.28892e+14
0.02,0,0,-0,9.9466e+14,1.3424e+14
0.0225,0,0,-0,9.91286e+14,1.56067e+14
0.025,0,0,-0,9.92211e+14,1.44705e+14
0.0275,0,0,-0,1.0112e+15,1.412e+14
0.03,0,0,-0,9.88724e+14,1.4618e+14
0.0325,0,0,-0,9.7324e+14,1.38185e+14
0.035,0,0,-0,9.70983e+14,1.414e+14
0.0375,0,0,-0,9.86852e+14,1.47592e+14
0.04,0,0,-0,1.00807e+15,1.46138e+14
0.0425,0,0,-0,1.01787e+15,1.46159e+14
0.045,0,0,-0,9.96308e+14,1.47161e+14
0.0475,0,0,-0,1.01431e+15,1.56768e+14
0.05,0,0,-0,1.02531e+15,1.51645e+14
0.0525,0,0,-0,9.89464e+14,1.50083e+14
0.055,0,0,-0,1.00664e+15,1.47376e+14
0.0575,0,0,-0,9.97286e+14,1.48413e+14
0.06,0,0,-0,9.87652e+14,1.3638e+14
0.0625,0,0,-0,9.8132e+14,1.40177e+14
0.065,0,0,-0,1.00001e+15,1.46979e+14
0.0675,0,0,-0,9.77717e+14,1.63386e+14
0.07,0,0,-0,9.82762e+14,1.4384e+14
0.0725,0,0,-0,1.01384e+15,1.44573e+14
0.075,0,0,-0,9.90359e+14,1.38816e+14
0.0775,0,0,-0,1.03517e+15,1.42662e+14
0.08,0,0,-0,1.01048e+15,1.48801e+14
0.0825,0,0,-0,1.00934e+15,1.38977e+14
0.085,0,0,-0,9.71146e+14,1.42569e+14
0.0875,0,0,-0,9.93815e+14,1.38674e+14
0.09,0,0,-0,1.00635e+15,1.36527e+14
0.0925,0,0,-0,9.84792e+14,1.50909e+14
0.095,0,0,-0,1.00581e+15,1.55011e+14
0.0975,0,0,-0,1.01916e+15,1.45131e+14
0.1,0,0,0,9.45502e+14,1.42108e+14
