x,phi,rho,ef,ndi,nde
0,0,0,0,8.75948e+14,9.69971e+13
0.0025,0,0,-0,1.01467e+15,9.00808e+13
0.005,0,0,-0,1.00202e+15,9.13836e+13
0.0075,0,0,-0,1.0009e+15,9.06203e+13
0.01,0,0,-0,9.87061e+14,8.74824e+13
0.0125,0,0,-0,9.95279e+14,7.98651e+13
0.015,0,0,-0,1.02063e+15,8.02809e+13
0.0175,0,0,-0,1.02956e+15,8.85666e+13
0.02,0,0,-0,9.91173e+14,8.83939e+13
0.0225,0,0,-0,9.92282e+14,9.2142e+13
0.025,0,0,-0,9.95079e+14,9.52963e+13
0.0275,0,0,-0,1.00873e+15,8.86498e+13
0.03,0,0,-0,9.89609e+14,8.62343e+13
0.0325,0,0,-0,9.74249e+14,8.70314e+13
0.035,0,0,-0,9.71775e+14,9.60951e+13
0.0375,0,0,-0,9.85537e+14,8.37633e+13
0.04,0,0,-0,1.00775e+15,9.0217e+13
0.0425,0,0,-0,1.01792e+15,9.16137e+13
0.045,0,0,-0,9.97266e+14,8.84477e+13
0.0475,0,0,-0,1.01262e+15,8.5706e+13
0.05,0,0,-0,1.02567e+15,9.63498e+13
0.0525,0,0,-0,9.92828e+14,8.66301e+13
0.055,0,0,-0,1.00519e+15,8.93669e+13
0.0575,0,0,-0,9.95758e+14,8.86193e+13
0.06,0,0,-0,9.87822e+14,8.55255e+13
0.0625,0,0,-0,9.81082e+14,1.01405e+14
0.065,0,0,-0,1.00116e+15,8.69488e+13
0.0675,0,0,-0,9.75921e+14,9.10774e+13
0.07,0,0,-0,9.81979e+14,8.91722e+13
0.0725,0,0,-0,1.01506e+15,9.13468e+13
0.075,0,0,-0,9.90488e+14,9.53694e+13
0.0775,0,0,-0,1.03616e+15,8.87845e+13
0.08,0,0,-0,1.00936e+15,8.41728e+13
0.0825,0,0,-0,1.00973e+15,9.47059e+13
0.085,0,0,-0,9.70237e+14,8.57739e+13
0.0875,0,0,-0,9.95424e+14,8.93072e+13
0.09,0,0,-0,1.00665e+15,8.97395e+13
0.0925,0,0,-0,9.85386e+14,8.50665e+13
0.095,0,0,-0,1.00464e+15,8.51397e+13
0.0975,0,0,-0,1.01408e+15,8.76502e+13
0.1,0,0,0,9.07357e+14,9.65607e+13
