x,phi,rho,ef,ndi,nde
0,0,0,0,9.56546e+14,2.84619e+14
0.0025,0,0,-0,1.02242e+15,2.91271e+14
0.005,0,0,-0,9.98165e+14,2.9082e+14
0.0075,0,0,-0,1.00093e+15,2.9557e+14
0.01,0,0,-0,9.90864e+14,2.83824e+14
0.0125,0,0,-0,9.962e+14,2.93906e+14
0.015,0,0,-0,1.01996e+15,2.83845e+14
0.0175,0,0,-0,1.02492e+15,2.82875e+14
0.02,0,0,-0,9.97845e+14,2.97162e+14
0.0225,0,0,-0,9.90486e+14,3.12973e+14
0.025,0,0,-0,9.89761e+14,3.02968e+14
0.0275,0,0,-0,1.01266e+15,3.05216e+14
0.03,0,0,-0,9.88747e+14,3.00601e+14
0.0325,0,0,-0,9.72026e+14,2.99132e+14
0.035,0,0,-0,9.70846e+14,3.06301e+14
0.0375,0,0,-0,9.87822e+14,2.97659e+14
0.04,0,0,-0,1.00757e+15,2.85878e+14
0.0425,0,0,-0,1.01827e+15,2.97975e+14
0.045,0,0,-0,9.965e+14,2.99124e+14
0.0475,0,0,-0,1.0144e+15,3.07797e+14
0.05,0,0,-0,1.02468e+15,2.88629e+14
0.0525,0,0,-0,9.8817e+14,3.07378e+14
0.055,0,0,-0,1.00636e+15,3.08822e+14
0.0575,0,0,-0,9.99754e+14,3.09056e+14
0.06,0,0,-0,9.86733e+14,3.03227e+14
0.0625,0,0,-0,9.82231e+14,2.92014e+14
0.065,0,0,-0,9.98226e+14,3.2256e+14
0.0675,0,0,-0,9.79844e+14,3.13213e+14
0.07,0,0,-0,9.83158e+14,3.07692e+14
0.0725,0,0,-0,1.01249e+15,3.05739e+14
0.075,0,0,-0,9.91162e+14,2.91099e+14
0.0775,0,0,-0,1.03334e+15,2.86382e+14
0.08,0,0,-0,1.012e+15,2.85704e+14
0.0825,0,0,-0,1.00851e+15,2.81607e+14
0.085,0,0,-0,9.72123e+14,2.83433e+14
0.0875,0,0,-0,9.93436e+14,2.95356e+14
0.09,0,0,-0,1.00481e+15,2.95651e+14
0.0925,0,0,-0,9.85019e+14,3.00727e+14
0.095,0,0,-0,1.00646e+15,2.99755e+14
0.0975,0,0,-0,1.02168e+15,2.9832e+14
0.1,0,0,0,9.87102e+14,2.88864e+14
