x,phi,rho,ef,ndi,nde
0,0,0,0,9.18631e+14,1.53629e+14
0.0025,0,0,-0,1.01994e+15,1.49747e+14
0.005,0,0,-0,9.99658e+14,1.46946e+14
0.0075,0,0,-0,1.00117e+15,1.44057e+14
0.01,0,0,-0,9.89073e+14,1.44866e+14
0.0125,0,0,-0,9.95668e+14,1.41699e+14
0.015,0,0,-0,1.02056e+15,1.41518e+14
0.0175,0,0,-0,1.02691e+15,1.3382e+14
0.02,0,0,-0,9.94756e+14,1.34605e+14
0.0225,0,0,-0,9.91283e+14,1.54335e+14
0.025,0,0,-0,9.92105e+14,1.48086e+14
0.0275,0,0,-0,1.01127e+15,1.44267e+14
0.03,0,0,-0,9.88716e+14,1.51027e+14
0.0325,0,0,-0,9.73185e+14,1.40242e+14
0.035,0,0,-0,9.70992e+14,1.40688e+14
0.0375,0,0,-0,9.86874e+14,1.54386e+14
0.04,0,0,-0,1.00807e+15,1.46668e+14
0.0425,0,0,-0,1.01788e+15,1.48328e+14
0.045,0,0,-0,9.96291e+14,1.55424e+14
0.0475,0,0,-0,1.01433e+15,1.55219e+14
0.05,0,0,-0,1.02531e+15,1.55092e+14
0.0525,0,0,-0,9.89385e+14,1.55144e+14
0.055,0,0,-0,1.00664e+15,1.49104e+14
0.0575,0,0,-0,9.97357e+14,1.51267e+14
0.06,0,0,-0,9.87641e+14,1.37367e+14
0.0625,0,0,-0,9.81334e+14,1.43011e+14
0.065,0,0,-0,9.99948e+14,1.54955e+14
0.0675,0,0,-0,9.77792e+14,1.62594e+14
0.07,0,0,-0,9.82788e+14,1.49043e+14
0.0725,0,0,-0,1.01379e+15,1.4565e+14
0.075,0,0,-0,9.90372e+14,1.39771e+14
0.0775,0,0,-0,1.03514e+15,1.4638e+14
0.08,0,0,-0,1.0105e+15,1.52192e+14
0.0825,0,0,-0,1.00933e+15,1.38995e+14
0.085,0,0,-0,9.71171e+14,1.45282e+14
0.0875,0,0,-0,9.93791e+14,1.40954e+14
0.09,0,0,-0,1.00632e+15,1.44088e+14
0.0925,0,0,-0,9.8478e+14,1.57473e+14
0.095,0,0,-0,1.00585e+15,1.54853e+14
0.0975,0,0,-0,1.01927e+15,1.4551e+14
0.1,0,0,0,9.4691e+14,1.49858e+14
