x,phi,rho,ef,ndi,nde
0,0,0,0,9.36178e+14,1.94054e+14
0.0025,0,0,-0,1.02128e+15,1.82009e+14
0.005,0,0,-0,9.98932e+14,1.78335e+14
0.0075,0,0,-0,1.00109e+15,1.81466e+14
0.01,0,0,-0,9.89835e+14,1.89832e+14
0.0125,0,0,-0,9.95831e+14,1.78756e+14
0.015,0,0,-0,1.02047e+15,1.96133e+14
0.0175,0,0,-0,1.02598e+15,1.93306e+14
0.02,0,0,-0,9.96008e+14,1.75254e+14
0.0225,0,0,-0,9.91042e+14,1.89801e+14
0.025,0,0,-0,9.91005e+14,1.82151e+14
0.0275,0,0,-0,1.01191e+15,1.87237e+14
0.03,0,0,-0,9.88836e+14,1.78956e+14
0.0325,0,0,-0,9.725e+14,1.76762e+14
0.035,0,0,-0,9.70961e+14,1.87504e+14
0.0375,0,0,-0,9.87278e+14,1.90326e+14
0.04,0,0,-0,1.00794e+15,1.88452e+14
0.0425,0,0,-0,1.01806e+15,1.94225e+14
0.045,0,0,-0,9.96217e+14,1.93615e+14
0.0475,0,0,-0,1.01441e+15,1.82854e+14
0.05,0,0,-0,1.02526e+15,2.06533e+14
0.0525,0,0,-0,9.88638e+14,1.93936e+14
0.055,0,0,-0,1.00659e+15,2.03943e+14
0.0575,0,0,-0,9.98297e+14,2.06794e+14
0.06,0,0,-0,9.87424e+14,1.90873e+14
0.0625,0,0,-0,9.81573e+14,1.89755e+14
0.065,0,0,-0,9.9917e+14,1.91916e+14
0.0675,0,0,-0,9.78763e+14,1.85172e+14
0.07,0,0,-0,9.82983e+14,1.74567e+14
0.0725,0,0,-0,1.01322e+15,1.9788e+14
0.075,0,0,-0,9.90575e+14,1.86392e+14
0.0775,0,0,-0,1.03463e+15,1.91055e+14
0.08,0,0,-0,1.01091e+15,2.00662e+14
0.0825,0,0,-0,1.00909e+15,1.92578e+14
0.085,0,0,-0,9.71584e+14,1.86945e+14
0.0875,0,0,-0,9.93569e+14,1.81094e+14
0.09,0,0,-0,1.00577e+15,1.7838e+14
0.0925,0,0,-0,9.84771e+14,1.88968e+14
0.095,0,0,-0,1.00616e+15,1.82668e+14
0.0975,0,0,-0,1.02046e+15,1.8986e+14
0.1,0,0,0,9.6257e+14,1.88054e+14
