x,phi,rho,ef,ndi,nde
0,0,0,0,8.81044e+14,9.45155e+13
0.0025,0,0,-0,1.0155e+15,9.73361e+13
0.005,0,0,-0,1.00173e+15,9.3983e+13
0.0075,0,0,-0,1.00094e+15,9.86328e+13
0.01,0,0,-0,9.87278e+14,9.49524e+13
0.0125,0,0,-0,9.95355e+14,8.98085e+13
0.015,0,0,-0,1.02065e+15,8.64745e+13
0.0175,0,0,-0,1.02918e+15,9.20416e+13
0.02,0,0,-0,9.91751e+14,8.72579e+13
0.0225,0,0,-0,9.92017e+14,9.53169e+13
0.025,0,0,-0,9.94736e+14,9.86232e+13
0.0275,0,0,-0,1.00905e+15,9.75937e+13
0.03,0,0,-0,9.89514e+14,9.37764e+13
0.0325,0,0,-0,9.74122e+14,9.15313e+13
0.035,0,0,-0,9.71573e+14,9.80271e+13
0.0375,0,0,-0,9.85807e+14,8.97945e+13
0.04,0,0,-0,1.00778e+15,9.44446e+13
0.0425,0,0,-0,1.01789e+15,1.00318e+14
0.045,0,0,-0,9.97104e+14,9.1899e+13
0.0475,0,0,-0,1.01295e+15,9.52603e+13
0.05,0,0,-0,1.02556e+15,9.00951e+13
0.0525,0,0,-0,9.92342e+14,9.74947e+13
0.055,0,0,-0,1.00548e+15,9.86904e+13
0.0575,0,0,-0,9.95876e+14,8.72607e+13
0.06,0,0,-0,9.87806e+14,9.29774e+13
0.0625,0,0,-0,9.81139e+14,1.05417e+14
0.065,0,0,-0,1.00103e+15,9.51177e+13
0.0675,0,0,-0,9.76167e+14,9.46621e+13
0.07,0,0,-0,9.81985e+14,9.75272e+13
0.0725,0,0,-0,1.01503e+15,1.00139e+14
0.075,0,0,-0,9.90405e+14,9.34659e+13
0.0775,0,0,-0,1.03603e+15,9.27421e+13
0.08,0,0,-0,1.00952e+15,9.58768e+13
0.0825,0,0,-0,1.00967e+15,9.55322e+13
0.085,0,0,-0,9.70374e+14,8.74429e+13
0.0875,0,0,-0,9.95168e+14,9.07444e+13
0.09,0,0,-0,1.00663e+15,9.49903e+13
0.0925,0,0,-0,9.85292e+14,9.18129e+13
0.095,0,0,-0,1.00486e+15,8.96934e+13
0.0975,0,0,-0,1.01487e+15,1.01417e+14
0.1,0,0,0,9.15444e+14,1.01942e+14
