x,phi,rho,ef,ndi,nde
0,0,0,0,8.88205e+14,9.96084e+13
0.0025,0,0,-0,1.0166e+15,9.96979e+13
0.005,0,0,-0,1.00127e+15,9.9972e+13
0.0075,0,0,-0,1.00097e+15,1.01843e+14
0.01,0,0,-0,9.87668e+14,1.05677e+14
0.0125,0,0,-0,9.95429e+14,1.0544e+14
0.015,0,0,-0,1.0206e+15,9.97729e+13
0.0175,0,0,-0,1.02873e+15,9.35432e+13
0.02,0,0,-0,9.92443e+14,1.02959e+14
0.0225,0,0,-0,9.91706e+14,9.62295e+13
0.025,0,0,-0,9.94335e+14,1.00469e+14
0.0275,0,0,-0,1.00944e+15,1.01685e+14
0.03,0,0,-0,9.89359e+14,1.06409e+14
0.0325,0,0,-0,9.73936e+14,1.01946e+14
0.035,0,0,-0,9.71358e+14,1.0089e+14
0.0375,0,0,-0,9.86141e+14,1.02415e+14
0.04,0,0,-0,1.00786e+15,1.04901e+14
0.0425,0,0,-0,1.0178e+15,1.0191e+14
0.045,0,0,-0,9.96913e+14,1.02559e+14
0.0475,0,0,-0,1.01336e+15,9.83961e+13
0.05,0,0,-0,1.02547e+15,1.05919e+14
0.0525,0,0,-0,9.91663e+14,1.0439e+14
0.055,0,0,-0,1.00586e+15,9.4217e+13
0.0575,0,0,-0,9.96054e+14,1.02449e+14
0.06,0,0,-0,9.87789e+14,1.0547e+14
0.0625,0,0,-0,9.81193e+14,1.067e+14
0.065,0,0,-0,1.00087e+15,1.10584e+14
0.0675,0,0,-0,9.7646e+14,1.05956e+14
0.07,0,0,-0,9.82115e+14,1.00004e+14
0.0725,0,0,-0,1.01484e+15,1.0651e+14
0.075,0,0,-0,9.90343e+14,1.04908e+14
0.0775,0,0,-0,1.03585e+15,9.79801e+13
0.08,0,0,-0,1.00973e+15,9.79784e+13
0.0825,0,0,-0,1.00959e+15,9.44018e+13
0.085,0,0,-0,9.70583e+14,1.02853e+14
0.0875,0,0,-0,9.94782e+14,9.58388e+13
0.09,0,0,-0,1.00661e+15,1.01486e+14
0.0925,0,0,-0,9.85202e+14,1.09048e+14
0.095,0,0,-0,1.0051e+15,1.02796e+14
0.0975,0,0,-0,1.01594e+15,1.0634e+14
0.1,0,0,0,9.18273e+14,1.11305e+14
