x,phi,rho,ef,ndi,nde
0,0,0,0,9.34831e+14,1.89226e+14
0.0025,0,0,-0,1.02105e+15,1.59686e+14
0.005,0,0,-0,9.99071e+14,1.72761e+14
0.0075,0,0,-0,1.00111e+15,1.77445e+14
0.01,0,0,-0,9.8969e+14,1.76806e+14
0.0125,0,0,-0,9.95787e+14,1.85429e+14
0.015,0,0,-0,1.02051e+15,1.8459e+14
0.0175,0,0,-0,1.02615e+15,1.7079e+14
0.02,0,0,-0,9.95764e+14,1.75242e+14
0.0225,0,0,-0,9.91113e+14,1.72261e+14
0.025,0,0,-0,9.91171e+14,1.76439e+14
0.0275,0,0,-0,1.01183e+15,1.78737e+14
0.03,0,0,-0,9.88811e+14,1.69193e+14
0.0325,0,0,-0,9.72587e+14,1.69303e+14
0.035,0,0,-0,9.70998e+14,1.77372e+14
0.0375,0,0,-0,9.87192e+14,1.82268e+14
0.04,0,0,-0,1.00797e+15,1.83228e+14
0.0425,0,0,-0,1.01803e+15,1.85002e+14
0.045,0,0,-0,9.96205e+14,1.84687e+14
0.0475,0,0,-0,1.01441e+15,1.85336e+14
0.05,0,0,-0,1.0253e+15,1.89972e+14
0.0525,0,0,-0,9.88733e+14,1.79598e+14
0.055,0,0,-0,1.00661e+15,1.9392e+14
0.0575,0,0,-0,9.98123e+14,1.94981e+14
0.06,0,0,-0,9.87485e+14,1.88217e+14
0.0625,0,0,-0,9.8152e+14,1.77732e+14
0.065,0,0,-0,9.99296e+14,1.82565e+14
0.0675,0,0,-0,9.7861e+14,1.77408e+14
0.07,0,0,-0,9.82946e+14,1.74839e+14
0.0725,0,0,-0,1.01332e+15,1.77926e+14
0.075,0,0,-0,9.90537e+14,1.74078e+14
0.0775,0,0,-0,1.03474e+15,1.85038e+14
0.08,0,0,-0,1.01081e+15,1.85392e+14
0.0825,0,0,-0,1.00913e+15,1.89681e+14
0.085,0,0,-0,9.71545e+14,1.76921e+14
0.0875,0,0,-0,9.93574e+14,1.79829e+14
0.09,0,0,-0,1.00588e+15,1.76978e+14
0.0925,0,0,-0,9.84755e+14,1.74002e+14
0.095,0,0,-0,1.00611e+15,1.74578e+14
0.0975,0,0,-0,1.02028e+15,1.73978e+14
0.1,0,0,0,9.59667e+14,1.75957e+14
