x,phi,rho,ef,ndi,nde
0,0,0,0,9.77922e+14,4.42307e+14
0.0025,0,0,-0,1.02292e+15,4.47488e+14
0.005,0,0,-0,9.97484e+14,4.59998e+14
0.0075,0,0,-0,1.00105e+15,4.82205e+14
0.01,0,0,-0,9.91578e+14,4.87199e+14
0.0125,0,0,-0,9.96562e+14,5.07252e+14
0.015,0,0,-0,1.01929e+15,5.2344e+14
0.0175,0,0,-0,1.0243e+15,5.291e+14
0.02,0,0,-0,9.99271e+14,5.41155e+14
0.0225,0,0,-0,9.90082e+14,5.24699e+14
0.025,0,0,-0,9.88575e+14,5.51448e+14
0.0275,0,0,-0,1.01327e+15,5.65502e+14
0.03,0,0,-0,9.88955e+14,5.57489e+14
0.0325,0,0,-0,9.71245e+14,5.78154e+14
0.035,0,0,-0,9.7112e+14,5.58055e+14
0.0375,0,0,-0,9.87983e+14,5.66176e+14
0.04,0,0,-0,1.00745e+15,5.62038e+14
0.0425,0,0,-0,1.01837e+15,5.81307e+14
0.045,0,0,-0,9.96852e+14,5.49325e+14
0.0475,0,0,-0,1.01418e+15,5.74315e+14
0.05,0,0,-0,1.02425e+15,5.87669e+14
0.0525,0,0,-0,9.8787e+14,5.82551e+14
0.055,0,0,-0,1.00598e+15,5.71751e+14
0.0575,0,0,-0,1.00119e+15,5.64277e+14
0.06,0,0,-0,9.85962e+14,5.88358e+14
0.0625,0,0,-0,9.83053e+14,5.91617e+14
0.065,0,0,-0,9.97239e+14,5.67554e+14
0.0675,0,0,-0,9.80877e+14,5.57094e+14
0.07,0,0,-0,9.83218e+14,5.67577e+14
0.0725,0,0,-0,1.01164e+15,5.67377e+14
0.075,0,0,-0,9.92167e+14,5.60476e+14
0.0775,0,0,-0,1.03203e+15,5.22552e+14
0.08,0,0,-0,1.01267e+15,5.23432e+14
0.0825,0,0,-0,1.0082e+15,5.28639e+14
0.085,0,0,-0,9.72544e+14,5.00743e+14
0.0875,0,0,-0,9.93404e+14,4.72143e+14
0.09,0,0,-0,1.00401e+15,4.90728e+14
0.0925,0,0,-0,9.85182e+14,4.89826e+14
0.095,0,0,-0,1.00676e+15,4.83029e+14
0.0975,0,0,-0,1.02236e+15,4.59671e+14
0.1,0,0,0,9.99772e+14,4.47677e+14
