x,phi,rho,ef,ndi,nde
0,0,0,0,9.45147e+14,2.38173e+14
0.0025,0,0,-0,1.02185e+15,2.25302e+14
0.005,0,0,-0,9.98574e+14,2.06966e+14
0.0075,0,0,-0,1.00101e+15,2.12979e+14
0.01,0,0,-0,9.90234e+14,2.22866e+14
0.0125,0,0,-0,9.96007e+14,2.17998e+14
0.015,0,0,-0,1.02028e+15,2.24515e+14
0.0175,0,0,-0,1.02555e+15,2.17715e+14
0.02,0,0,-0,9.96741e+14,2.21496e+14
0.0225,0,0,-0,9.90795e+14,2.14058e+14
0.025,0,0,-0,9.90554e+14,2.12779e+14
0.0275,0,0,-0,1.01216e+15,2.27845e+14
0.03,0,0,-0,9.88853e+14,2.16516e+14
0.0325,0,0,-0,9.72285e+14,2.16142e+14
0.035,0,0,-0,9.70879e+14,2.21599e+14
0.0375,0,0,-0,9.87529e+14,2.25465e+14
0.04,0,0,-0,1.0078e+15,2.11331e+14
0.0425,0,0,-0,1.01814e+15,2.14353e+14
0.045,0,0,-0,9.96313e+14,2.19166e+14
0.0475,0,0,-0,1.0144e+15,2.26354e+14
0.05,0,0,-0,1.02506e+15,2.34546e+14
0.0525,0,0,-0,9.8842e+14,2.31859e+14
0.055,0,0,-0,1.00655e+15,2.28455e+14
0.0575,0,0,-0,9.98845e+14,2.31202e+14
0.06,0,0,-0,9.87171e+14,2.38062e+14
0.0625,0,0,-0,9.81802e+14,2.27843e+14
0.065,0,0,-0,9.9878e+14,2.2456e+14
0.0675,0,0,-0,9.79185e+14,2.2453e+14
0.07,0,0,-0,9.8313e+14,2.22025e+14
0.0725,0,0,-0,1.01295e+15,2.1995e+14
0.075,0,0,-0,9.907e+14,2.21743e+14
0.0775,0,0,-0,1.03418e+15,2.25526e+14
0.08,0,0,-0,1.01133e+15,2.14201e+14
0.0825,0,0,-0,1.00888e+15,2.14083e+14
0.085,0,0,-0,9.71766e+14,2.23096e+14
0.0875,0,0,-0,9.9351e+14,2.16802e+14
0.09,0,0,-0,1.00543e+15,2.22903e+14
0.0925,0,0,-0,9.8482e+14,2.16024e+14
0.095,0,0,-0,1.00631e+15,2.14235e+14
0.0975,0,0,-0,1.02098e+15,2.1095e+14
0.1,0,0,0,9.71346e+14,2.08945e+14
