x,phi,rho,ef,ndi,nde
0,0,0,0,9.31974e+14,1.66664e+14
0.0025,0,0,-0,1.02077e+15,1.60399e+14
0.005,0,0,-0,9.9923e+14,1.6287e+14
0.0075,0,0,-0,1.00115e+15,1.77717e+14
0.01,0,0,-0,9.89513e+14,1.75317e+14
0.0125,0,0,-0,9.95746e+14,1.66183e+14
0.015,0,0,-0,1.02053e+15,1.64176e+14
0.0175,0,0,-0,1.02635e+15,1.65215e+14
0.02,0,0,-0,9.95467e+14,1.64768e+14
0.0225,0,0,-0,9.91201e+14,1.60991e+14
0.025,0,0,-0,9.91382e+14,1.64879e+14
0.0275,0,0,-0,1.01172e+15,1.70144e+14
0.03,0,0,-0,9.88762e+14,1.59856e+14
0.0325,0,0,-0,9.72723e+14,1.6393e+14
0.035,0,0,-0,9.71039e+14,1.68687e+14
0.0375,0,0,-0,9.87079e+14,1.71269e+14
0.04,0,0,-0,1.00801e+15,1.71303e+14
0.0425,0,0,-0,1.018e+15,1.75732e+14
0.045,0,0,-0,9.96213e+14,1.76987e+14
0.0475,0,0,-0,1.01439e+15,1.82749e+14
0.05,0,0,-0,1.02534e+15,1.76341e+14
0.0525,0,0,-0,9.88861e+14,1.67238e+14
0.055,0,0,-0,1.00663e+15,1.81171e+14
0.0575,0,0,-0,9.97913e+14,1.75762e+14
0.06,0,0,-0,9.8754e+14,1.74797e+14
0.0625,0,0,-0,9.81466e+14,1.82156e+14
0.065,0,0,-0,9.99457e+14,1.66162e+14
0.0675,0,0,-0,9.78406e+14,1.68588e+14
0.07,0,0,-0,9.82911e+14,1.71455e+14
0.0725,0,0,-0,1.01343e+15,1.69637e+14
0.075,0,0,-0,9.90489e+14,1.62342e+14
0.0775,0,0,-0,1.03487e+15,1.60317e+14
0.08,0,0,-0,1.01069e+15,1.74209e+14
0.0825,0,0,-0,1.0092e+15,1.84293e+14
0.085,0,0,-0,9.71456e+14,1.69122e+14
0.0875,0,0,-0,9.93607e+14,1.6741e+14
0.09,0,0,-0,1.00603e+15,1.76082e+14
0.0925,0,0,-0,9.84733e+14,1.65743e+14
0.095,0,0,-0,1.00607e+15,1.71991e+14
0.0975,0,0,-0,1.02001e+15,1.6021e+14
0.1,0,0,0,9.56871e+14,1.53739e+14
