x,phi,rho,ef,ndi,nde
0,0,0,0,9.39151e+14,2.12269e+14
0.0025,0,0,-0,1.02148e+15,2.05669e+14
0.005,0,0,-0,9.98799e+14,1.92045e+14
0.0075,0,0,-0,1.00107e+15,1.87553e+14
0.01,0,0,-0,9.89966e+14,1.99585e+14
0.0125,0,0,-0,9.95881e+14,1.95493e+14
0.015,0,0,-0,1.02043e+15,1.87506e+14
0.0175,0,0,-0,1.02583e+15,2.10277e+14
0.02,0,0,-0,9.96257e+14,1.84584e+14
0.0225,0,0,-0,9.90957e+14,2.05066e+14
0.025,0,0,-0,9.90845e+14,1.92576e+14
0.0275,0,0,-0,1.012e+15,1.95926e+14
0.03,0,0,-0,9.8885e+14,1.9144e+14
0.0325,0,0,-0,9.72414e+14,1.82953e+14
0.035,0,0,-0,9.70944e+14,2.02126e+14
0.0375,0,0,-0,9.87352e+14,1.99489e+14
0.04,0,0,-0,1.00791e+15,1.9354e+14
0.0425,0,0,-0,1.01808e+15,1.99381e+14
0.045,0,0,-0,9.96237e+14,2.02976e+14
0.0475,0,0,-0,1.01442e+15,1.95757e+14
0.05,0,0,-0,1.0252e+15,2.07862e+14
0.0525,0,0,-0,9.88558e+14,2.19036e+14
0.055,0,0,-0,1.00658e+15,2.09613e+14
0.0575,0,0,-0,9.98482e+14,2.09321e+14
0.06,0,0,-0,9.87347e+14,2.08747e+14
0.0625,0,0,-0,9.81637e+14,1.98255e+14
0.065,0,0,-0,9.99043e+14,2.01313e+14
0.0675,0,0,-0,9.78908e+14,1.88835e+14
0.07,0,0,-0,9.83028e+14,1.99996e+14
0.0725,0,0,-0,1.01314e+15,1.99544e+14
0.075,0,0,-0,9.90601e+14,1.97698e+14
0.0775,0,0,-0,1.0345e+15,2.09022e+14
0.08,0,0,-0,1.01103e+15,2.04986e+14
0.0825,0,0,-0,1.00903e+15,1.99066e+14
0.085,0,0,-0,9.71628e+14,1.87131e+14
0.0875,0,0,-0,9.93562e+14,1.89372e+14
0.09,0,0,-0,1.00566e+15,1.93864e+14
0.0925,0,0,-0,9.8478e+14,1.99466e+14
0.095,0,0,-0,1.00622e+15,1.94741e+14
0.0975,0,0,-0,1.02063e+15,2.04267e+14
0.1,0,0,0,9.65487e+14,2.02778e+14
