x,phi,rho,ef,ndi,nde
0,0,0,0,8.76957e+14,9.3879e+13
0.0025,0,0,-0,1.01504e+15,9.60531e+13
0.005,0,0,-0,1.0019e+15,8.96924e+13
0.0075,0,0,-0,1.00092e+15,9.61142e+13
0.01,0,0,-0,9.87144e+14,8.89697e+13
0.0125,0,0,-0,9.95317e+14,8.71227e+13
0.015,0,0,-0,1.02064e+15,8.03123e+13
0.0175,0,0,-0,1.02939e+15,8.91412e+13
0.02,0,0,-0,9.91429e+14,9.01021e+13
0.0225,0,0,-0,9.92168e+14,9.12373e+13
0.025,0,0,-0,9.94924e+14,9.85248e+13
0.0275,0,0,-0,1.00887e+15,9.26523e+13
0.03,0,0,-0,9.89573e+14,8.81479e+13
0.0325,0,0,-0,9.74193e+14,9.09805e+13
0.035,0,0,-0,9.71687e+14,9.56169e+13
0.0375,0,0,-0,9.85656e+14,8.5509e+13
0.04,0,0,-0,1.00775e+15,9.28986e+13
0.0425,0,0,-0,1.01792e+15,9.64607e+13
0.045,0,0,-0,9.97187e+14,8.86056e+13
0.0475,0,0,-0,1.01278e+15,8.98112e+13
0.05,0,0,-0,1.02562e+15,9.36647e+13
0.0525,0,0,-0,9.92612e+14,9.10968e+13
0.055,0,0,-0,1.00532e+15,9.50284e+13
0.0575,0,0,-0,9.95804e+14,8.76769e+13
0.06,0,0,-0,9.87832e+14,8.6957e+13
0.0625,0,0,-0,9.81095e+14,1.04247e+14
0.065,0,0,-0,1.00111e+15,8.98326e+13
0.0675,0,0,-0,9.76018e+14,9.34312e+13
0.07,0,0,-0,9.81987e+14,9.13128e+13
0.0725,0,0,-0,1.01505e+15,9.73897e+13
0.075,0,0,-0,9.90458e+14,9.4763e+13
0.0775,0,0,-0,1.0361e+15,8.75495e+13
0.08,0,0,-0,1.00944e+15,9.09989e+13
0.0825,0,0,-0,1.00969e+15,9.53328e+13
0.085,0,0,-0,9.70296e+14,8.71434e+13
0.0875,0,0,-0,9.95312e+14,8.8797e+13
0.09,0,0,-0,1.00665e+15,9.18082e+13
0.0925,0,0,-0,9.85332e+14,8.82366e+13
0.095,0,0,-0,1.00474e+15,8.74192e+13
0.0975,0,0,-0,1.01443e+15,9.1459e+13
0.1,0,0,0,9.12279e+14,1.05127e+14
