x,phi,rho,ef,ndi,nde
0,0,0,0,9.76324e+14,4.0676e+14
0.0025,0,0,-0,1.02289e+15,4.28146e+14
0.005,0,0,-0,9.97535e+14,4.53746e+14
0.0075,0,0,-0,1.00105e+15,4.71114e+14
0.01,0,0,-0,9.91516e+14,4.76911e+14
0.0125,0,0,-0,9.96535e+14,4.71879e+14
0.015,0,0,-0,1.01935e+15,4.91622e+14
0.0175,0,0,-0,1.02434e+15,5.04012e+14
0.02,0,0,-0,9.99153e+14,5.1967e+14
0.0225,0,0,-0,9.90131e+14,5.04502e+14
0.025,0,0,-0,9.88656e+14,5.1971e+14
0.0275,0,0,-0,1.01323e+15,5.26182e+14
0.03,0,0,-0,9.88934e+14,5.42209e+14
0.0325,0,0,-0,9.71317e+14,5.18988e+14
0.035,0,0,-0,9.71091e+14,5.13712e+14
0.0375,0,0,-0,9.87969e+14,5.30439e+14
0.04,0,0,-0,1.00745e+15,5.44109e+14
0.0425,0,0,-0,1.01838e+15,5.33599e+14
0.045,0,0,-0,9.96818e+14,5.29586e+14
0.0475,0,0,-0,1.0142e+15,5.27873e+14
0.05,0,0,-0,1.02428e+15,5.22264e+14
0.0525,0,0,-0,9.8789e+14,5.54578e+14
0.055,0,0,-0,1.00601e+15,5.49581e+14
0.0575,0,0,-0,1.00108e+15,5.38613e+14
0.06,0,0,-0,9.86024e+14,5.4235e+14
0.0625,0,0,-0,9.82974e+14,5.36199e+14
0.065,0,0,-0,9.97328e+14,5.49731e+14
0.0675,0,0,-0,9.80806e+14,5.26655e+14
0.07,0,0,-0,9.83195e+14,5.25586e+14
0.0725,0,0,-0,1.01172e+15,5.22186e+14
0.075,0,0,-0,9.92089e+14,5.22887e+14
0.0775,0,0,-0,1.03213e+15,5.23459e+14
0.08,0,0,-0,1.01262e+15,4.9777e+14
0.0825,0,0,-0,1.00823e+15,4.95014e+14
0.085,0,0,-0,9.72512e+14,4.74524e+14
0.0875,0,0,-0,9.93407e+14,4.54323e+14
0.09,0,0,-0,1.00407e+15,4.7236e+14
0.0925,0,0,-0,9.85174e+14,4.67755e+14
0.095,0,0,-0,1.00673e+15,4.53042e+14
0.0975,0,0,-0,1.02232e+15,4.4286e+14
0.1,0,0,0,9.99824e+14,4.12944e+14
