x,phi,rho,ef,ndi,nde
0,0,0,0,9.37717e+14,1.94337e+14
0.0025,0,0,-0,1.02133e+15,1.85752e+14
0.005,0,0,-0,9.98897e+14,1.80628e+14
0.0075,0,0,-0,1.00108e+15,1.82775e+14
0.01,0,0,-0,9.89869e+14,1.95054e+14
0.0125,0,0,-0,9.95843e+14,1.78034e+14
0.015,0,0,-0,1.02046e+15,1.9505e+14
0.0175,0,0,-0,1.02594e+15,2.00258e+14
0.02,0,0,-0,9.96069e+14,1.76261e+14
0.0225,0,0,-0,9.91023e+14,1.92508e+14
0.025,0,0,-0,9.90965e+14,1.86112e+14
0.0275,0,0,-0,1.01194e+15,1.88863e+14
0.03,0,0,-0,9.8884e+14,1.81369e+14
0.0325,0,0,-0,9.72479e+14,1.78025e+14
0.035,0,0,-0,9.70956e+14,1.92351e+14
0.0375,0,0,-0,9.87296e+14,1.90163e+14
0.04,0,0,-0,1.00794e+15,1.92269e+14
0.0425,0,0,-0,1.01806e+15,1.93474e+14
0.045,0,0,-0,9.96223e+14,1.97627e+14
0.0475,0,0,-0,1.01441e+15,1.84495e+14
0.05,0,0,-0,1.02525e+15,2.07784e+14
0.0525,0,0,-0,9.88616e+14,1.9955e+14
0.055,0,0,-0,1.00659e+15,2.0488e+14
0.0575,0,0,-0,9.98344e+14,2.09369e+14
0.06,0,0,-0,9.87404e+14,1.93002e+14
0.0625,0,0,-0,9.8159e+14,1.92722e+14
0.065,0,0,-0,9.99138e+14,1.95009e+14
0.0675,0,0,-0,9.78802e+14,1.85566e+14
0.07,0,0,-0,9.82992e+14,1.76771e+14
0.0725,0,0,-0,1.0132e+15,2.04382e+14
0.075,0,0,-0,9.90581e+14,1.85144e+14
0.0775,0,0,-0,1.0346e+15,1.96868e+14
0.08,0,0,-0,1.01094e+15,2.01557e+14
0.0825,0,0,-0,1.00907e+15,1.95285e+14
0.085,0,0,-0,9.71593e+14,1.85885e+14
0.0875,0,0,-0,9.93568e+14,1.83627e+14
0.09,0,0,-0,1.00574e+15,1.80597e+14
0.0925,0,0,-0,9.84775e+14,1.9265e+14
0.095,0,0,-0,1.00617e+15,1.84325e+14
0.0975,0,0,-0,1.0205e+15,1.9352e+14
0.1,0,0,0,9.62497e+14,1.84145e+14
