x,phi,rho,ef,ndi,nde
0,0,0,0,9.41444e+14,1.93939e+14
0.0025,0,0,-0,1.02158e+15,2.04497e+14
0.005,0,0,-0,9.9874e+14,2.03313e+14
0.0075,0,0,-0,1.00106e+15,1.96633e+14
0.01,0,0,-0,9.90032e+14,2.01418e+14
0.0125,0,0,-0,9.95909e+14,2.01993e+14
0.015,0,0,-0,1.0204e+15,1.97412e+14
0.0175,0,0,-0,1.02575e+15,2.06072e+14
0.02,0,0,-0,9.9638e+14,1.95154e+14
0.0225,0,0,-0,9.90916e+14,2.03658e+14
0.025,0,0,-0,9.9077e+14,2.06394e+14
0.0275,0,0,-0,1.01204e+15,1.9835e+14
0.03,0,0,-0,9.88856e+14,1.98158e+14
0.0325,0,0,-0,9.72371e+14,1.90078e+14
0.035,0,0,-0,9.70936e+14,2.05028e+14
0.0375,0,0,-0,9.87395e+14,2.09522e+14
0.04,0,0,-0,1.00788e+15,1.94012e+14
0.0425,0,0,-0,1.01809e+15,2.02388e+14
0.045,0,0,-0,9.96253e+14,2.04288e+14
0.0475,0,0,-0,1.01442e+15,2.08542e+14
0.05,0,0,-0,1.02516e+15,2.10655e+14
0.0525,0,0,-0,9.88525e+14,2.23839e+14
0.055,0,0,-0,1.00657e+15,2.15353e+14
0.0575,0,0,-0,9.98571e+14,2.10435e+14
0.06,0,0,-0,9.87309e+14,2.19761e+14
0.0625,0,0,-0,9.81673e+14,2.03425e+14
0.065,0,0,-0,9.98977e+14,2.02383e+14
0.0675,0,0,-0,9.78976e+14,2.02208e+14
0.07,0,0,-0,9.83057e+14,2.06234e+14
0.0725,0,0,-0,1.01309e+15,1.9463e+14
0.075,0,0,-0,9.90622e+14,2.14078e+14
0.0775,0,0,-0,1.03442e+15,2.10737e+14
0.08,0,0,-0,1.0111e+15,2.10034e+14
0.0825,0,0,-0,1.009e+15,1.96913e+14
0.085,0,0,-0,9.71655e+14,1.92406e+14
0.0875,0,0,-0,9.93554e+14,1.98268e+14
0.09,0,0,-0,1.0056e+15,2.03034e+14
0.0925,0,0,-0,9.84788e+14,1.97891e+14
0.095,0,0,-0,1.00624e+15,2.08948e+14
0.0975,0,0,-0,1.02072e+15,2.07203e+14
0.1,0,0,0,9.66148e+14,2.03376e+14
