x,phi,rho,ef,ndi,nde
0,0,0,0,9.00315e+14,1.06987e+14
0.0025,0,0,-0,1.01814e+15,1.15588e+14
0.005,0,0,-0,1.00057e+15,1.1009e+14
0.0075,0,0,-0,1.00106e+15,1.14303e+14
0.01,0,0,-0,9.88283e+14,1.18979e+14
0.0125,0,0,-0,9.95581e+14,1.10929e+14
0.015,0,0,-0,1.02053e+15,1.13657e+14
0.0175,0,0,-0,1.02798e+15,1.27833e+14
0.02,0,0,-0,9.93493e+14,1.15792e+14
0.0225,0,0,-0,9.91366e+14,1.21985e+14
0.025,0,0,-0,9.93524e+14,1.10713e+14
0.0275,0,0,-0,1.01015e+15,1.22974e+14
0.03,0,0,-0,9.89107e+14,1.0671e+14
0.0325,0,0,-0,9.73607e+14,1.11073e+14
0.035,0,0,-0,9.71069e+14,1.27525e+14
0.0375,0,0,-0,9.86571e+14,1.21803e+14
0.04,0,0,-0,1.00802e+15,1.19227e+14
0.0425,0,0,-0,1.01777e+15,1.15042e+14
0.045,0,0,-0,9.96544e+14,1.19389e+14
0.0475,0,0,-0,1.0139e+15,1.2333e+14
0.05,0,0,-0,1.02538e+15,1.15679e+14
0.0525,0,0,-0,9.90653e+14,1.17129e+14
0.055,0,0,-0,1.00624e+15,1.19717e+14
0.0575,0,0,-0,9.96567e+14,1.16743e+14
0.06,0,0,-0,9.87707e+14,1.20212e+14
0.0625,0,0,-0,9.81279e+14,1.27578e+14
0.065,0,0,-0,1.00054e+15,1.30119e+14
0.0675,0,0,-0,9.76969e+14,1.18091e+14
0.07,0,0,-0,9.82428e+14,1.16793e+14
0.0725,0,0,-0,1.01436e+15,1.07757e+14
0.075,0,0,-0,9.9037e+14,1.16738e+14
0.0775,0,0,-0,1.0355e+15,1.13176e+14
0.08,0,0,-0,1.01015e+15,1.1769e+14
0.0825,0,0,-0,1.00945e+15,1.18911e+14
0.085,0,0,-0,9.70872e+14,1.16287e+14
0.0875,0,0,-0,9.94207e+14,1.24749e+14
0.09,0,0,-0,1.0066e+15,1.2333e+14
0.0925,0,0,-0,9.84974e+14,1.22246e+14
0.095,0,0,-0,1.00543e+15,1.05118e+14
0.0975,0,0,-0,1.01756e+15,1.17494e+14
0.1,0,0,0,9.25833e+14,1.14415e+14
