x,phi,rho,ef,ndi,nde
0,0,0,0,8.93528e+14,1.10267e+14
0.0025,0,0,-0,1.01731e+15,1.11211e+14
0.005,0,0,-0,1.00096e+15,1.00965e+14
0.0075,0,0,-0,1.00099e+15,1.08626e+14
0.01,0,0,-0,9.87979e+14,1.07194e+14
0.0125,0,0,-0,9.95496e+14,1.06001e+14
0.015,0,0,-0,1.02055e+15,1.19498e+14
0.0175,0,0,-0,1.02841e+15,1.05481e+14
0.02,0,0,-0,9.92928e+14,1.01579e+14
0.0225,0,0,-0,9.91537e+14,1.08083e+14
0.025,0,0,-0,9.9397e+14,1.09942e+14
0.0275,0,0,-0,1.00977e+15,1.02396e+14
0.03,0,0,-0,9.89247e+14,1.05624e+14
0.0325,0,0,-0,9.73765e+14,1.11532e+14
0.035,0,0,-0,9.71236e+14,1.07295e+14
0.0375,0,0,-0,9.86348e+14,1.16305e+14
0.04,0,0,-0,1.00794e+15,1.11375e+14
0.0425,0,0,-0,1.01776e+15,1.04327e+14
0.045,0,0,-0,9.9674e+14,1.05568e+14
0.0475,0,0,-0,1.01364e+15,1.12249e+14
0.05,0,0,-0,1.02541e+15,1.12178e+14
0.0525,0,0,-0,9.91224e+14,1.08774e+14
0.055,0,0,-0,1.00601e+15,9.79207e+13
0.0575,0,0,-0,9.96294e+14,1.10271e+14
0.06,0,0,-0,9.87743e+14,1.19251e+14
0.0625,0,0,-0,9.81218e+14,1.125e+14
0.065,0,0,-0,1.00075e+15,1.14317e+14
0.0675,0,0,-0,9.76674e+14,1.14223e+14
0.07,0,0,-0,9.82268e+14,1.10348e+14
0.0725,0,0,-0,1.01461e+15,1.10442e+14
0.075,0,0,-0,9.90359e+14,1.03144e+14
0.0775,0,0,-0,1.03569e+15,1.03199e+14
0.08,0,0,-0,1.00993e+15,1.04661e+14
0.0825,0,0,-0,1.00951e+15,1.03294e+14
0.085,0,0,-0,9.70721e+14,1.06669e+14
0.0875,0,0,-0,9.94529e+14,1.12583e+14
0.09,0,0,-0,1.00659e+15,1.10692e+14
0.0925,0,0,-0,9.85096e+14,1.11218e+14
0.095,0,0,-0,1.00528e+15,1.17514e+14
0.0975,0,0,-0,1.01668e+15,1.10504e+14
0.1,0,0,0,9.20128e+14,1.10225e+14
