x,phi,rho,ef,ndi,nde
0,0,0,0,9.20633e+14,1.57962e+14
0.0025,0,0,-0,1.02024e+15,1.56158e+14
0.005,0,0,-0,9.99506e+14,1.5573e+14
0.0075,0,0,-0,1.00118e+15,1.57318e+14
0.01,0,0,-0,9.89218e+14,1.4696e+14
0.0125,0,0,-0,9.95689e+14,1.50795e+14
0.015,0,0,-0,1.02057e+15,1.52207e+14
0.0175,0,0,-0,1.02669e+15,1.43622e+14
0.02,0,0,-0,9.95005e+14,1.45169e+14
0.0225,0,0,-0,9.91268e+14,1.49777e+14
0.025,0,0,-0,9.91853e+14,1.52029e+14
0.0275,0,0,-0,1.01142e+15,1.56363e+14
0.03,0,0,-0,9.88723e+14,1.55531e+14
0.0325,0,0,-0,9.73026e+14,1.48252e+14
0.035,0,0,-0,9.71014e+14,1.49699e+14
0.0375,0,0,-0,9.86942e+14,1.56351e+14
0.04,0,0,-0,1.00805e+15,1.57266e+14
0.0425,0,0,-0,1.01792e+15,1.56619e+14
0.045,0,0,-0,9.96253e+14,1.66052e+14
0.0475,0,0,-0,1.01437e+15,1.61803e+14
0.05,0,0,-0,1.02531e+15,1.62701e+14
0.0525,0,0,-0,9.89188e+14,1.61578e+14
0.055,0,0,-0,1.00666e+15,1.60351e+14
0.0575,0,0,-0,9.97537e+14,1.51752e+14
0.06,0,0,-0,9.87615e+14,1.46897e+14
0.0625,0,0,-0,9.81376e+14,1.59412e+14
0.065,0,0,-0,9.9978e+14,1.62541e+14
0.0675,0,0,-0,9.77991e+14,1.67177e+14
0.07,0,0,-0,9.82867e+14,1.55026e+14
0.0725,0,0,-0,1.01364e+15,1.48428e+14
0.075,0,0,-0,9.90423e+14,1.4892e+14
0.0775,0,0,-0,1.03504e+15,1.60064e+14
0.08,0,0,-0,1.01055e+15,1.46719e+14
0.0825,0,0,-0,1.00932e+15,1.49097e+14
0.085,0,0,-0,9.71247e+14,1.53201e+14
0.0875,0,0,-0,9.93728e+14,1.56915e+14
0.09,0,0,-0,1.00623e+15,1.62876e+14
0.0925,0,0,-0,9.84743e+14,1.54176e+14
0.095,0,0,-0,1.00594e+15,1.58271e+14
0.0975,0,0,-0,1.01954e+15,1.56475e+14
0.1,0,0,0,9.49644e+14,1.48687e+14
