x,phi,rho,ef,ndi,nde
0,0,0,0,9.1415e+14,1.48699e+14
0.0025,0,0,-0,1.01971e+15,1.40065e+14
0.005,0,0,-0,9.9977e+14,1.43396e+14
0.0075,0,0,-0,1.00116e+15,1.39289e+14
0.01,0,0,-0,9.88956e+14,1.35412e+14
0.0125,0,0,-0,9.95656e+14,1.36383e+14
0.015,0,0,-0,1.02055e+15,1.32752e+14
0.0175,0,0,-0,1.02708e+15,1.2717e+14
0.02,0,0,-0,9.94567e+14,1.35956e+14
0.0225,0,0,-0,9.91284e+14,1.5356e+14
0.025,0,0,-0,9.92326e+14,1.4359e+14
0.0275,0,0,-0,1.01111e+15,1.36227e+14
0.03,0,0,-0,9.88741e+14,1.41994e+14
0.0325,0,0,-0,9.73296e+14,1.37983e+14
0.035,0,0,-0,9.70966e+14,1.39348e+14
0.0375,0,0,-0,9.86838e+14,1.43338e+14
0.04,0,0,-0,1.00807e+15,1.4514e+14
0.0425,0,0,-0,1.01786e+15,1.42611e+14
0.045,0,0,-0,9.96318e+14,1.4225e+14
0.0475,0,0,-0,1.01428e+15,1.54875e+14
0.05,0,0,-0,1.02532e+15,1.51354e+14
0.0525,0,0,-0,9.89547e+14,1.42451e+14
0.055,0,0,-0,1.00662e+15,1.46927e+14
0.0575,0,0,-0,9.97218e+14,1.44915e+14
0.06,0,0,-0,9.87659e+14,1.3597e+14
0.0625,0,0,-0,9.8131e+14,1.38071e+14
0.065,0,0,-0,1.00007e+15,1.41591e+14
0.0675,0,0,-0,9.77635e+14,1.60191e+14
0.07,0,0,-0,9.82743e+14,1.40309e+14
0.0725,0,0,-0,1.01388e+15,1.41411e+14
0.075,0,0,-0,9.90351e+14,1.39947e+14
0.0775,0,0,-0,1.0352e+15,1.40867e+14
0.08,0,0,-0,1.01047e+15,1.41502e+14
0.0825,0,0,-0,1.00934e+15,1.41416e+14
0.085,0,0,-0,9.71116e+14,1.38466e+14
0.0875,0,0,-0,9.93847e+14,1.39293e+14
0.09,0,0,-0,1.00638e+15,1.29366e+14
0.0925,0,0,-0,9.84796e+14,1.44386e+14
0.095,0,0,-0,1.00579e+15,1.51498e+14
0.0975,0,0,-0,1.01904e+15,1.45595e+14
0.1,0,0,0,9.43299e+14,1.44772e+14
