x,phi,rho,ef,ndi,nde
0,0,0,0,8.8631e+14,1.01645e+14
0.0025,0,0,-0,1.01627e+15,9.73155e+13
0.005,0,0,-0,1.00142e+15,9.8762e+13
0.0075,0,0,-0,1.00096e+15,1.00221e+14
0.01,0,0,-0,9.87529e+14,1.04872e+14
0.0125,0,0,-0,9.95399e+14,9.95529e+13
0.015,0,0,-0,1.02062e+15,9.10168e+13
0.0175,0,0,-0,1.02888e+15,9.74686e+13
0.02,0,0,-0,9.92218e+14,9.75716e+13
0.0225,0,0,-0,9.91805e+14,8.97003e+13
0.025,0,0,-0,9.94468e+14,1.04839e+14
0.0275,0,0,-0,1.0093e+15,9.7503e+13
0.03,0,0,-0,9.89422e+14,1.04758e+14
0.0325,0,0,-0,9.74006e+14,9.7261e+13
0.035,0,0,-0,9.71414e+14,1.01035e+14
0.0375,0,0,-0,9.8604e+14,9.55333e+13
0.04,0,0,-0,1.00783e+15,1.02766e+14
0.0425,0,0,-0,1.01782e+15,1.00379e+14
0.045,0,0,-0,9.96982e+14,1.00684e+14
0.0475,0,0,-0,1.01323e+15,9.63362e+13
0.05,0,0,-0,1.02549e+15,9.84718e+13
0.0525,0,0,-0,9.91881e+14,1.04356e+14
0.055,0,0,-0,1.00575e+15,9.58797e+13
0.0575,0,0,-0,9.95982e+14,9.62371e+13
0.06,0,0,-0,9.878e+14,1.00968e+14
0.0625,0,0,-0,9.81166e+14,1.05322e+14
0.065,0,0,-0,1.00093e+15,1.05494e+14
0.0675,0,0,-0,9.76369e+14,1.03403e+14
0.07,0,0,-0,9.82053e+14,1.00585e+14
0.0725,0,0,-0,1.01493e+15,1.00637e+14
0.075,0,0,-0,9.90352e+14,1.01453e+14
0.0775,0,0,-0,1.03591e+15,1.00136e+14
0.08,0,0,-0,1.00966e+15,9.50606e+13
0.0825,0,0,-0,1.00962e+15,9.47507e+13
0.085,0,0,-0,9.70514e+14,9.4975e+13
0.0875,0,0,-0,9.94903e+14,9.68996e+13
0.09,0,0,-0,1.00662e+15,9.73265e+13
0.0925,0,0,-0,9.85242e+14,1.00508e+14
0.095,0,0,-0,1.00501e+15,1.01452e+14
0.0975,0,0,-0,1.01559e+15,1.05606e+14
0.1,0,0,0,9.18913e+14,9.13594e+13
