x,phi,rho,ef,ndi,nde
0,0,0,0,9.52765e+14,2.44336e+14
0.0025,0,0,-0,1.0222e+15,2.44125e+14
0.005,0,0,-0,9.98349e+14,2.41355e+14
0.0075,0,0,-0,1.00094e+15,2.6679e+14
0.01,0,0,-0,9.9059e+14,2.58948e+14
0.0125,0,0,-0,9.96126e+14,2.61083e+14
0.015,0,0,-0,1.02012e+15,2.43475e+14
0.0175,0,0,-0,1.02517e+15,2.58479e+14
0.02,0,0,-0,9.97382e+14,2.57152e+14
0.0225,0,0,-0,9.90594e+14,2.57475e+14
0.025,0,0,-0,9.90155e+14,2.65729e+14
0.0275,0,0,-0,1.01241e+15,2.71628e+14
0.03,0,0,-0,9.88793e+14,2.49945e+14
0.0325,0,0,-0,9.72166e+14,2.44767e+14
0.035,0,0,-0,9.70822e+14,2.52297e+14
0.0375,0,0,-0,9.87719e+14,2.65663e+14
0.04,0,0,-0,1.00766e+15,2.69547e+14
0.0425,0,0,-0,1.01819e+15,2.54337e+14
0.045,0,0,-0,9.96434e+14,2.50739e+14
0.0475,0,0,-0,1.0144e+15,2.55357e+14
0.05,0,0,-0,1.02485e+15,2.58776e+14
0.0525,0,0,-0,9.88267e+14,2.62066e+14
0.055,0,0,-0,1.00648e+15,2.78614e+14
0.0575,0,0,-0,9.99326e+14,2.59579e+14
0.06,0,0,-0,9.86941e+14,2.70646e+14
0.0625,0,0,-0,9.82024e+14,2.86576e+14
0.065,0,0,-0,9.98472e+14,2.59059e+14
0.0675,0,0,-0,9.79559e+14,2.65237e+14
0.07,0,0,-0,9.83134e+14,2.63773e+14
0.0725,0,0,-0,1.01273e+15,2.46216e+14
0.075,0,0,-0,9.90901e+14,2.532e+14
0.0775,0,0,-0,1.03375e+15,2.67302e+14
0.08,0,0,-0,1.0117e+15,2.63856e+14
0.0825,0,0,-0,1.00867e+15,2.4582e+14
0.085,0,0,-0,9.71956e+14,2.5508e+14
0.0875,0,0,-0,9.93475e+14,2.40763e+14
0.09,0,0,-0,1.00508e+15,2.38735e+14
0.0925,0,0,-0,9.84919e+14,2.58096e+14
0.095,0,0,-0,1.00642e+15,2.48853e+14
0.0975,0,0,-0,1.02135e+15,2.50415e+14
0.1,0,0,0,9.79556e+14,2.51757e+14
