ts,x1,y1,z1,x2,y2,z2,u1,v1,w1,u2,v2,w2
27,0.139552,0.02001,0,0.860448,-1.00223e-05,0,49.6552,0.00818525,0,-49.6552,-0.00818525,0
28,0.144516,0.0200109,0,0.855484,-1.08888e-05,0,49.6379,0.00866498,0,-49.6379,-0.00866498,0
29,0.149478,0.0200118,0,0.850522,-1.18053e-05,0,49.6202,0.00916512,0,-49.6202,-0.00916512,0
30,0.154438,0.0200128,0,0.845562,-1.2774e-05,0,49.6019,0.00968683,0,-49.6019,-0.00968683,0
31,0.159396,0.0200138,0,0.840604,-1.37971e-05,0,49.5831,0.0102314,0,-49.5831,-0.0102314,0
32,0.164353,0.0200149,0,0.835647,-1.48771e-05,0,49.5638,0.0108001,0,-49.5638,-0.0108001,0
33,0.169307,0.020016,0,0.830693,-1.60166e-05,0,49.5438,0.0113944,0,-49.5438,-0.0113944,0
34,0.17426,0.0200172,0,0.82574,-1.72182e-05,0,49.5233,0.0120158,0,-49.5233,-0.0120158,0
35,0.17921,0.0200185,0,0.82079,-1.84848e-05,0,49.5022,0.0126661,0,-49.5022,-0.0126661,0
36,0.184158,0.0200198,0,0.815842,-1.98195e-05,0,49.4804,0.013347,0,-49.4804,-0.013347,0
37,0.189104,0.0200212,0,0.810896,-2.12255e-05,0,49.4579,0.0140605,0,-49.4579,-0.0140605,0
38,0.194047,0.0200227,0,0.805953,-2.27064e-05,0,49.4347,0.0148087,0,-49.4347,-0.0148087,0
39,0.198988,0.0200243,0,0.801012,-2.42658e-05,0,49.4107,0.0155938,0,-49.4107,-0.0155938,0
40,0.203927,0.0200259,0,0.796073,-2.59076e-05,0,49.386,0.0164182,0,-49.386,-0.0164182,0
41,0.208863,0.0200276,0,0.791137,-2.76361e-05,0,49.3604,0.0172847,0,-49.3604,-0.0172847,0
42,0.213796,0.0200295,0,0.786204,-2.94557e-05,0,49.3339,0.0181962,0,-49.3339,-0.0181962,0
43,0.218727,0.0200314,0,0.781273,-3.13713e-05,0,49.3065,0.0191557,0,-49.3065,-0.0191557,0
44,0.223655,0.0200334,0,0.776345,-3.33879e-05,0,49.2782,0.0201667,0,-49.2782,-0.0201667,0
45,0.228579,0.0200355,0,0.771421,-3.55112e-05,0,49.2488,0.0212328,0,-49.2488,-0.0212328,0
46,0.233501,0.0200377,0,0.766499,-3.7747e-05,0,49.2184,0.0223582,0,-49.2184,-0.0223582,0
47,0.23842,0.0200401,0,0.76158,-4.01018e-05,0,49.1868,0.0235474,0,-49.1868,-0.0235474,0
48,0.243335,0.0200426,0,0.756665,-4.25823e-05,0,49.154,0.024805,0,-49.154,-0.024805,0
49,0.248247,0.0200452,0,0.751753,-4.51959e-05,0,49.12,0.0261365,0,-49.12,-0.0261365,0
50,0.253156,0.020048,0,0.746844,-4.79507e-05,0,49.0846,0.0275477,0,-49.0846,-0.0275477,0
51,0.258061,0.0200509,0,0.741939,-5.08552e-05,0,49.0479,0.0290451,0,-49.0479,-0.0290451,0
52,0.262962,0.0200539,0,0.737038,-5.39188e-05,0,49.0096,0.0306357,0,-49.0096,-0.0306357,0
53,0.267859,0.0200572,0,0.732141,-5.71515e-05,0,48.9697,0.0323273,0,-48.9697,-0.0323273,0
54,0.272751,0.0200606,0,0.727249,-6.05644e-05,0,48.9281,0.0341286,0,-48.9281,-0.0341286,0
55,0.27764,0.0200642,0,0.72236,-6.41693e-05,0,48.8847,0.0360492,0,-48.8847,-0.0360492,0
56,0.282524,0.020068,0,0.717476,-6.79793e-05,0,48.8394,0.0380997,0,-48.8394,-0.0380997,0
57,0.287403,0.020072,0,0.712597,-7.20085e-05,0,48.7921,0.0402921,0,-48.7921,-0.0402921,0
58,0.292277,0.0200763,0,0.707723,-7.62724e-05,0,48.7425,0.0426394,0,-48.7425,-0.0426394,0
59,0.297146,0.0200808,0,0.702854,-8.07881e-05,0,48.6906,0.0451566,0,-48.6906,-0.0451566,0
60,0.30201,0.0200856,0,0.69799,-8.55741e-05,0,48.6362,0.0478601,0,-48.6362,-0.0478601,0
61,0.306868,0.0200907,0,0.693132,-9.06509e-05,0,48.5791,0.0507686,0,-48.5791,-0.0507686,0
62,0.31172,0.020096,0,0.68828,-9.60412e-05,0,48.5191,0.0539032,0,-48.5191,-0.0539032,0
63,0.316565,0.0201018,0,0.683435,-0.00010177,0,48.456,0.0572874,0,-48.456,-0.0572874,0
64,0.321404,0.0201079,0,0.678596,-0.000107865,0,48.3895,0.0609482,0,-48.3895,-0.0609482,0
65,0.326236,0.0201144,0,0.673764,-0.000114356,0,48.3194,0.0649161,0,-48.3194,-0.0649161,0
66,0.331061,0.0201213,0,0.668939,-0.000121279,0,48.2454,0.0692258,0,-48.2454,-0.0692258,0
67,0.335877,0.0201287,0,0.664123,-0.000128671,0,48.1671,0.0739172,0,-48.1671,-0.0739172,0
68,0.340686,0.0201366,0,0.659314,-0.000136574,0,48.0841,0.079036,0,-48.0841,-0.079036,0
69,0.345486,0.020145,0,0.654514,-0.000145038,0,47.9961,0.0846347,0,-47.9961,-0.0846347,0
70,0.350276,0.0201541,0,0.649724,-0.000154115,0,47.9026,0.0907743,0,-47.9026,-0.0907743,0
71,0.355056,0.0201639,0,0.644944,-0.000163868,0,47.8031,0.0975253,0,-47.8031,-0.0975253,0
72,0.359826,0.0201744,0,0.640174,-0.000174365,0,47.6969,0.10497,0,-47.6969,-0.10497,0
73,0.364584,0.0201857,0,0.635416,-0.000185685,0,47.5835,0.113205,0,-47.5835,-0.113205,0
74,0.36933,0.0201979,0,0.63067,-0.00019792,0,47.462,0.122344,0,-47.462,-0.122344,0
75,0.374063,0.0202112,0,0.625937,-0.000211172,0,47.3316,0.132522,0,-47.3316,-0.132522,0
76,0.378783,0.0202256,0,0.621217,-0.000225562,0,47.1913,0.143896,0,-47.1913,-0.143896,0
77,0.383487,0.0202412,0,0.616513,-0.000241227,0,47.04,0.15666,0,-47.04,-0.15666,0
78,0.388174,0.0202583,0,0.611826,-0.000258332,0,46.8764,0.171041,0,-46.8764,-0.171041,0
79,0.392844,0.0202771,0,0.607156,-0.000277063,0,46.6989,0.187319,0,-46.6989,-0.187319,0
80,0.397495,0.0202976,0,0.602505,-0.000297647,0,46.5059,0.205831,0,-46.5059,-0.205831,0
81,0.402124,0.0203203,0,0.597876,-0.000320346,0,46.2952,0.226992,0,-46.2952,-0.226992,0
82,0.406731,0.0203455,0,0.593269,-0.000345478,0,46.0646,0.251318,0,-46.0646,-0.251318,0
83,0.411312,0.0203734,0,0.588688,-0.000373422,0,45.811,0.279447,0,-45.811,-0.279447,0
84,0.415865,0.0204046,0,0.584135,-0.000404641,0,45.531,0.312186,0,-45.531,-0.312186,0
85,0.420387,0.0204397,0,0.579613,-0.000439697,0,45.2208,0.350557,0,-45.2208,-0.350557,0
86,0.424874,0.0204793,0,0.575126,-0.000479284,0,44.8752,0.39587,0,-44.8752,-0.39587,0
87,0.429323,0.0205243,0,0.570677,-0.000524266,0,44.4884,0.449822,0,-44.4884,-0.449822,0
88,0.433729,0.0205757,0,0.566271,-0.000575729,0,44.0532,0.514637,0,-44.0532,-0.514637,0
89,0.438085,0.0206351,0,0.561915,-0.000635055,0,43.5605,0.593259,0,-43.5605,-0.593259,0
90,0.442385,0.020704,0,0.557615,-0.000704019,0,42.9994,0.689641,0,-42.9994,-0.689641,0
91,0.44662,0.0207849,0,0.55338,-0.000784935,0,42.3561,0.809155,0,-42.3561,-0.809155,0
92,0.450782,0.0208809,0,0.549218,-0.000880855,0,41.6134,0.959199,0,-41.6134,-0.959199,0
93,0.454857,0.0209959,0,0.545143,-0.000995864,0,40.75,1.15009,0,-40.75,-1.15009,0
94,0.45883,0.0211355,0,0.54117,-0.0011355,0,39.7387,1.39641,0,-39.7387,-1.39641,0
95,0.462685,0.0213074,0,0.537315,-0.0013074,0,38.5462,1.71894,0,-38.5462,-1.71894,0
96,0.466398,0.0215222,0,0.533602,-0.00152216,0,37.1318,2.14757,0,-37.1318,-2.14757,0
97,0.469943,0.0217947,0,0.530057,-0.00179467,0,35.4473,2.72517,0,-35.4473,-2.72517,0
98,0.473287,0.0221459,0,0.526713,-0.00214592,0,33.441,3.51247,0,-33.441,-3.51247,0
99,0.476394,0.0226052,0,0.523606,-0.00260517,0,31.0656,4.59251,0,-31.0656,-4.59251,0
100,0.479223,0.0232122,0,0.520777,-0.00321221,0,28.2979,6.07038,0,-28.2979,-6.07038,0
101,0.48174,0.0240181,0,0.51826,-0.00401814,0,25.1703,8.05929,0,-25.1703,-8.05929,0
102,0.483921,0.0250823,0,0.516079,-0.00508228,0,21.807,10.6414,0,-21.807,-10.6414,0
103,0.485765,0.0264627,0,0.514235,-0.00646272,0,18.435,13.8044,0,-18.435,-13.8044,0
104,0.487298,0.028202,0,0.512702,-0.00820199,0,15.3322,17.3927,0,-15.3322,-17.3927,0
105,0.48857,0.0303153,0,0.51143,-0.0103153,0,12.7221,21.1329,0,-12.7221,-21.1329,0
106,0.48964,0.032789,0,0.51036,-0.012789,0,10.6944,24.737,0,-10.6944,-24.737,0
107,0.490561,0.0355891,0,0.509439,-0.0155891,0,9.21046,28.001,0,-9.21046,-28.001,0
108,0.491377,0.0386726,0,0.508623,-0.0186726,0,8.1651,30.8348,0,-8.1651,-30.8348,0
109,0.492121,0.0419961,0,0.507879,-0.0219961,0,7.44326,33.2351,0,-7.44326,-33.2351,0
110,0.492816,0.0455205,0,0.507184,-0.0255205,0,6.94849,35.2444,0,-6.94849,-35.2444,0
111,0.493477,0.0492126,0,0.506523,-0.0292126,0,6.60934,36.9214,0,-6.60934,-36.9214,0
112,0.494115,0.0530451,0,0.505885,-0.0330451,0,6.37601,38.3241,0,-6.37601,-38.3241,0
113,0.494736,0.0569954,0,0.505264,-0.0369954,0,6.21475,39.5035,0,-6.21475,-39.5035,0
114,0.495347,0.0610456,0,0.504653,-0.0410456,0,6.10291,40.5021,0,-6.10291,-40.5021,0
115,0.495949,0.065181,0,0.504051,-0.045181,0,6.02527,41.3537,0,-6.02527,-41.3537,0
116,0.496546,0.0693896,0,0.503454,-0.0493896,0,5.97153,42.0858,0,-5.97153,-42.0858,0
117,0.49714,0.0736615,0,0.50286,-0.0536615,0,5.93467,42.7196,0,-5.93467,-42.7196,0
118,0.497731,0.0779888,0,0.502269,-0.0579888,0,5.90984,43.2723,0,-5.90984,-43.2723,0
119,0.49832,0.0823645,0,0.50168,-0.0623645,0,5.89364,43.7576,0,-5.89364,-43.7576,0
120,0.498908,0.0867831,0,0.501092,-0.0667831,0,5.88369,44.1863,0,-5.88369,-44.1863,0
121,0.499496,0.0912399,0,0.500504,-0.0712399,0,5.87827,44.5674,0,-5.87827,-44.5674,0
122,0.500084,0.0957307,0,0.499916,-0.0757307,0,5.87616,44.9078,0,-5.87616,-44.9078,0
123,0.500672,0.100252,0,0.499328,-0.080252,0,5.87646,45.2135,0,-5.87646,-45.2135,0
124,0.501259,0.104801,0,0.498741,-0.0848009,0,5.87851,45.4893,0,-5.87851,-45.4893,0
125,0.501848,0.109375,0,0.498152,-0.0893749,0,5.88183,45.7393,0,-5.88183,-45.7393,0
126,0.502436,0.113972,0,0.497564,-0.0939715,0,5.88606,45.9667,0,-5.88606,-45.9667,0
127,0.503025,0.118589,0,0.496975,-0.098589,0,5.89093,46.1744,0,-5.89093,-46.1744,0
128,0.503615,0.123225,0,0.496385,-0.103225,0,5.89623,46.3647,0,-5.89623,-46.3647,0
129,0.504205,0.127879,0,0.495795,-0.107879,0,5.90182,46.5397,0,-5.90182,-46.5397,0
130,0.504796,0.13255,0,0.495204,-0.11255,0,5.90758,46.7011,0,-5.90758,-46.7011,0
131,0.505387,0.137235,0,0.494613,-0.117235,0,5.91342,46.8504,0,-5.91342,-46.8504,0
132,0.505979,0.141933,0,0.494021,-0.121933,0,5.91928,46.9888,0,-5.91928,-46.9888,0
133,0.506572,0.146645,0,0.493428,-0.126645,0,5.92511,47.1175,0,-5.92511,-47.1175,0
134,0.507165,0.151369,0,0.492835,-0.131369,0,5.93088,47.2374,0,-5.93088,-47.2374,0
135,0.507758,0.156104,0,0.492242,-0.136104,0,5.93655,47.3494,0,-5.93655,-47.3494,0
136,0.508353,0.160849,0,0.491647,-0.140849,0,5.94212,47.4542,0,-5.94212,-47.4542,0
137,0.508947,0.165605,0,0.491053,-0.145605,0,5.94756,47.5525,0,-5.94756,-47.5525,0
138,0.509543,0.170369,0,0.490457,-0.150369,0,5.95287,47.6449,0,-5.95287,-47.6449,0
139,0.510138,0.175142,0,0.489862,-0.155142,0,5.95804,47.7318,0,-5.95804,-47.7318,0
140,0.510735,0.179924,0,0.489265,-0.159924,0,5.96307,47.8137,0,-5.96307,-47.8137,0
141,0.511332,0.184713,0,0.488668,-0.164713,0,5.96796,47.8911,0,-5.96796,-47.8911,0
142,0.511929,0.189509,0,0.488071,-0.169509,0,5.9727,47.9642,0,-5.9727,-47.9642,0
143,0.512527,0.194312,0,0.487473,-0.174312,0,5.97731,48.0335,0,-5.97731,-48.0335,0
144,0.513125,0.199122,0,0.486875,-0.179122,0,5.98177,48.0992,0,-5.98177,-48.0992,0
145,0.513723,0.203939,0,0.486277,-0.183939,0,5.9861,48.1615,0,-5.9861,-48.1615,0
146,0.514322,0.208761,0,0.485678,-0.188761,0,5.9903,48.2208,0,-5.9903,-48.2208,0
147,0.514922,0.213588,0,0.485078,-0.193588,0,5.99436,48.2773,0,-5.99436,-48.2773,0
148,0.515522,0.218421,0,0.484478,-0.198421,0,5.9983,48.331,0,-5.9983,-48.331,0
149,0.516122,0.22326,0,0.483878,-0.20326,0,6.00212,48.3823,0,-6.00212,-48.3823,0
