x,y
-3.54474e-05,-2.5749e-05
-3.53591e-05,-2.58264e-05
-3.52705e-05,-2.59035e-05
-3.51815e-05,-2.598e-05
-3.50922e-05,-2.60562e-05
-3.50025e-05,-2.61318e-05
-3.49126e-05,-2.62071e-05
-3.48223e-05,-2.62818e-05
-3.47316e-05,-2.63562e-05
-3.46407e-05,-2.643e-05
-3.45494e-05,-2.65035e-05
-3.44578e-05,-2.65764e-05
-3.43659e-05,-2.66489e-05
-3.42737e-05,-2.6721e-05
-3.41812e-05,-2.67926e-05
-3.40884e-05,-2.68637e-05
-3.39952e-05,-2.69343e-05
-3.39018e-05,-2.70045e-05
-3.38081e-05,-2.70742e-05
-3.3714e-05,-2.71435e-05
-3.36197e-05,-2.72123e-05
-3.35251e-05,-2.72806e-05
-3.34301e-05,-2.73484e-05
-3.33349e-05,-2.74158e-05
-3.32394e-05,-2.74827e-05
-3.31437e-05,-2.75491e-05
-3.30476e-05,-2.7615e-05
-3.29512e-05,-2.76804e-05
-3.28546e-05,-2.77454e-05
-3.27577e-05,-2.78099e-05
-3.26606e-05,-2.78739e-05
-3.25631e-05,-2.79374e-05
-3.24654e-05,-2.80004e-05
-3.23674e-05,-2.80629e-05
-3.22692e-05,-2.8125e-05
-3.21707e-05,-2.81865e-05
-3.20719e-05,-2.82476e-05
-3.19729e-05,-2.83081e-05
-3.18737e-05,-2.83682e-05
-3.17741e-05,-2.84278e-05
-3.16744e-05,-2.84868e-05
-3.15744e-05,-2.85454e-05
-3.14741e-05,-2.86035e-05
-3.13736e-05,-2.8661e-05
-3.12729e-05,-2.87181e-05
-3.11719e-05,-2.87747e-05
-3.10707e-05,-2.88307e-05
-3.09693e-05,-2.88863e-05
-3.08676e-05,-2.89413e-05
-3.07658e-05,-2.89958e-05
-3.06637e-05,-2.90499e-05
-3.05613e-05,-2.91034e-05
-3.04588e-05,-2.91564e-05
-3.0356e-05,-2.92089e-05
-3.0253e-05,-2.92608e-05
-3.01499e-05,-2.93123e-05
-3.00465e-05,-2.93632e-05
-2.99429e-05,-2.94136e-05
-2.98391e-05,-2.94635e-05
-2.97351e-05,-2.95129e-05
-2.96309e-05,-2.95618e-05
-2.95265e-05,-2.96101e-05
-2.94219e-05,-2.96579e-05
-2.93171e-05,-2.97052e-05
-2.92122e-05,-2.9752e-05
-2.9107e-05,-2.97982e-05
-2.90017e-05,-2.9844e-05
-2.88962e-05,-2.98891e-05
-2.87905e-05,-2.99338e-05
-2.86847e-05,-2.99779e-05
-2.85787e-05,-3.00215e-05
-2.84725e-05,-3.00646e-05
-2.83661e-05,-3.01072e-05
-2.82596e-05,-3.01492e-05
-2.81529e-05,-3.01906e-05
-2.80461e-05,-3.02316e-05
-2.79391e-05,-3.0272e-05
-2.7832e-05,-3.03119e-05
-2.77247e-05,-3.03512e-05
-2.76172e-05,-3.039e-05
-2.75096e-05,-3.04282e-05
-2.74019e-05,-3.0466e-05
-2.72941e-05,-3.05031e-05
-2.71861e-05,-3.05398e-05
-2.70779e-05,-3.05759e-05
-2.69697e-05,-3.06114e-05
-2.68613e-05,-3.06465e-05
-2.67527e-05,-3.06809e-05
-2.66441e-05,-3.07149e-05
-2.65353e-05,-3.07483e-05
-2.64265e-05,-3.07811e-05
-2.63175e-05,-3.08134e-05
-2.62084e-05,-3.08451e-05
-2.60992e-05,-3.08764e-05
-2.59898e-05,-3.0907e-05
-2.58804e-05,-3.09371e-05
-2.57709e-05,-3.09667e-05
-2.56613e-05,-3.09957e-05
-2.55516e-05,-3.10242e-05
-2.54418e-05,-3.10521e-05
-2.53319e-05,-3.10795e-05
-2.52219e-05,-3.11063e-05
-2.51118e-05,-3.11325e-05
-2.50016e-05,-3.11583e-05
-2.48914e-05,-3.11834e-05
-2.47811e-05,-3.1208e-05
-2.46707e-05,-3.12321e-05
-2.45603e-05,-3.12556e-05
-2.44498e-05,-3.12786e-05
-2.43392e-05,-3.1301e-05
-2.42285e-05,-3.13228e-05
-2.41178e-05,-3.13441e-05
-2.40071e-05,-3.13648e-05
-2.38963e-05,-3.1385e-05
-2.37854e-05,-3.14047e-05
-2.36745e-05,-3.14237e-05
-2.35635e-05,-3.14423e-05
-2.34525e-05,-3.14602e-05
-2.33415e-05,-3.14776e-05
-2.32304e-05,-3.14945e-05
-2.31193e-05,-3.15108e-05
-2.30082e-05,-3.15265e-05
-2.2897e-05,-3.15417e-05
-2.27858e-05,-3.15563e-05
-2.26746e-05,-3.15704e-05
-2.25633e-05,-3.15839e-05
-2.24521e-05,-3.15969e-05
-2.23408e-05,-3.16093e-05
-2.22295e-05,-3.16211e-05
-2.21182e-05,-3.16324e-05
-2.20069e-05,-3.16431e-05
-2.18956e-05,-3.16533e-05
-2.17843e-05,-3.16629e-05
-2.1673e-05,-3.1672e-05
-2.15617e-05,-3.16805e-05
-2.14504e-05,-3.16884e-05
-2.13391e-05,-3.16958e-05
-2.12279e-05,-3.17026e-05
-2.11166e-05,-3.17089e-05
-2.10054e-05,-3.17146e-05
-2.08942e-05,-3.17198e-05
-2.0783e-05,-3.17244e-05
-2.06718e-05,-3.17284e-05
-2.05607e-05,-3.17319e-05
-2.04496e-05,-3.17349e-05
-2.03385e-05,-3.17372e-05
-2.02275e-05,-3.1739e-05
-2.01165e-05,-3.17403e-05
-2.00056e-05,-3.1741e-05
-1.98947e-05,-3.17412e-05
-1.97839e-05,-3.17408e-05
-1.96731e-05,-3.17398e-05
-1.95623e-05,-3.17383e-05
-1.94516e-05,-3.17362e-05
-1.9341e-05,-3.17336e-05
-1.92305e-05,-3.17304e-05
-1.912e-05,-3.17267e-05
-1.90096e-05,-3.17224e-05
-1.88992e-05,-3.17176e-05
-1.87889e-05,-3.17122e-05
-1.86787e-05,-3.17063e-05
-1.85686e-05,-3.16998e-05
-1.84586e-05,-3.16927e-05
-1.83486e-05,-3.16852e-05
-1.82388e-05,-3.1677e-05
-1.8129e-05,-3.16683e-05
-1.80193e-05,-3.16591e-05
-1.79097e-05,-3.16493e-05
-1.78002e-05,-3.16389e-05
-1.76909e-05,-3.16281e-05
-1.75816e-05,-3.16166e-05
-1.74724e-05,-3.16046e-05
-1.73634e-05,-3.15921e-05
-1.72544e-05,-3.1579e-05
-1.71456e-05,-3.15654e-05
-1.70369e-05,-3.15513e-05
-1.69283e-05,-3.15365e-05
-1.68198e-05,-3.15213e-05
-1.67115e-05,-3.15055e-05
-1.66033e-05,-3.14892e-05
-1.64952e-05,-3.14723e-05
-1.63872e-05,-3.14549e-05
-1.62794e-05,-3.14369e-05
-1.61718e-05,-3.14184e-05
-1.60642e-05,-3.13994e-05
-1.59568e-05,-3.13798e-05
-1.58496e-05,-3.13597e-05
-1.57425e-05,-3.1339e-05
-1.56356e-05,-3.13178e-05
-1.55288e-05,-3.12961e-05
-1.54222e-05,-3.12738e-05
-1.53158e-05,-3.1251e-05
-1.52095e-05,-3.12277e-05
-1.51034e-05,-3.12039e-05
-1.49974e-05,-3.11795e-05
-1.48916e-05,-3.11546e-05
-1.4786e-05,-3.11291e-05
-1.46806e-05,-3.11031e-05
-1.45753e-05,-3.10766e-05
-1.44703e-05,-3.10496e-05
-1.43654e-05,-3.1022e-05
-1.42607e-05,-3.09939e-05
-1.41562e-05,-3.09653e-05
-1.40519e-05,-3.09362e-05
-1.39478e-05,-3.09066e-05
-1.38439e-05,-3.08764e-05
-1.37402e-05,-3.08457e-05
-1.36367e-05,-3.08145e-05
-1.35334e-05,-3.07827e-05
-1.34303e-05,-3.07505e-05
-1.33274e-05,-3.07177e-05
-1.32247e-05,-3.06845e-05
-1.31223e-05,-3.06507e-05
-1.302e-05,-3.06164e-05
-1.2918e-05,-3.05815e-05
-1.28162e-05,-3.05462e-05
-1.27147e-05,-3.05104e-05
-1.26134e-05,-3.0474e-05
-1.25123e-05,-3.04372e-05
-1.24114e-05,-3.03998e-05
-1.23108e-05,-3.03619e-05
-1.22104e-05,-3.03236e-05
-1.21102e-05,-3.02847e-05
-1.20103e-05,-3.02453e-05
-1.19107e-05,-3.02055e-05
-1.18113e-05,-3.01651e-05
-1.17121e-05,-3.01242e-05
-1.16133e-05,-3.00828e-05
-1.15146e-05,-3.0041e-05
-1.14162e-05,-2.99986e-05
-1.13181e-05,-2.99558e-05
-1.12203e-05,-2.99124e-05
-1.11227e-05,-2.98686e-05
-1.10254e-05,-2.98243e-05
-1.09283e-05,-2.97795e-05
-1.08316e-05,-2.97342e-05
-1.07351e-05,-2.96884e-05
-1.06389e-05,-2.96422e-05
-1.05429e-05,-2.95954e-05
-1.04473e-05,-2.95482e-05
-1.03519e-05,-2.95005e-05
-1.02568e-05,-2.94523e-05
-1.01621e-05,-2.94037e-05
-1.00676e-05,-2.93546e-05
-9.97339e-06,-2.9305e-05
-9.8795e-06,-2.92549e-05
-9.78591e-06,-2.92043e-05
-9.69262e-06,-2.91533e-05
-9.59964e-06,-2.91019e-05
-9.50696e-06,-2.90499e-05
-9.4146e-06,-2.89975e-05
-9.32255e-06,-2.89446e-05
-9.23081e-06,-2.88913e-05
-9.13939e-06,-2.88375e-05
-9.04829e-06,-2.87833e-05
-8.95751e-06,-2.87286e-05
-8.86705e-06,-2.86734e-05
-8.77692e-06,-2.86178e-05
-8.68712e-06,-2.85618e-05
-8.59765e-06,-2.85052e-05
-8.50851e-06,-2.84483e-05
-8.41971e-06,-2.83909e-05
-8.33125e-06,-2.8333e-05
-8.24312e-06,-2.82747e-05
-8.15534e-06,-2.8216e-05
-8.0679e-06,-2.81568e-05
-7.9808e-06,-2.80972e-05
-7.89406e-06,-2.80372e-05
-7.80767e-06,-2.79767e-05
-7.72163e-06,-2.79158e-05
-7.63594e-06,-2.78544e-05
-7.55061e-06,-2.77927e-05
-7.46564e-06,-2.77305e-05
-7.38103e-06,-2.76678e-05
-7.29679e-06,-2.76048e-05
-7.21291e-06,-2.75413e-05
-7.1294e-06,-2.74774e-05
-7.04626e-06,-2.74131e-05
-6.96349e-06,-2.73484e-05
-6.88109e-06,-2.72833e-05
-6.79908e-06,-2.72177e-05
-6.71744e-06,-2.71518e-05
-6.63618e-06,-2.70854e-05
-6.5553e-06,-2.70186e-05
-6.4748e-06,-2.69514e-05
-6.3947e-06,-2.68838e-05
-6.31498e-06,-2.68158e-05
-6.23565e-06,-2.67475e-05
-6.15671e-06,-2.66787e-05
-6.07817e-06,-2.66095e-05
-6.00003e-06,-2.65399e-05
-5.92228e-06,-2.647e-05
-5.84493e-06,-2.63996e-05
-5.76799e-06,-2.63289e-05
-5.69145e-06,-2.62578e-05
-5.61532e-06,-2.61862e-05
-5.53959e-06,-2.61144e-05
-5.46427e-06,-2.60421e-05
-5.38937e-06,-2.59694e-05
-5.31488e-06,-2.58964e-05
-5.24081e-06,-2.5823e-05
-5.16715e-06,-2.57493e-05
-5.09391e-06,-2.56751e-05
-5.02109e-06,-2.56006e-05
-4.9487e-06,-2.55258e-05
-4.87673e-06,-2.54506e-05
-4.80519e-06,-2.5375e-05
-4.73408e-06,-2.5299e-05
-4.66339e-06,-2.52227e-05
-4.59314e-06,-2.51461e-05
-4.52332e-06,-2.50691e-05
-4.45394e-06,-2.49917e-05
-4.385e-06,-2.4914e-05
-4.31649e-06,-2.4836e-05
-4.24843e-06,-2.47576e-05
-4.18081e-06,-2.46788e-05
-4.11363e-06,-2.45998e-05
-4.04689e-06,-2.45204e-05
-3.98061e-06,-2.44406e-05
-3.91478e-06,-2.43605e-05
-3.84939e-06,-2.42801e-05
-3.78446e-06,-2.41994e-05
-3.71998e-06,-2.41184e-05
-3.65596e-06,-2.4037e-05
-3.5924e-06,-2.39553e-05
-3.52929e-06,-2.38733e-05
-3.46665e-06,-2.37909e-05
-3.40446e-06,-2.37083e-05
-3.34274e-06,-2.36253e-05
-3.28149e-06,-2.35421e-05
-3.22071e-06,-2.34585e-05
-3.16039e-06,-2.33746e-05
-3.10054e-06,-2.32904e-05
-3.04116e-06,-2.3206e-05
-2.98226e-06,-2.31212e-05
-2.92383e-06,-2.30361e-05
-2.86588e-06,-2.29508e-05
-2.8084e-06,-2.28651e-05
-2.75141e-06,-2.27792e-05
-2.69489e-06,-2.26929e-05
-2.63885e-06,-2.26064e-05
-2.5833e-06,-2.25196e-05
-2.52824e-06,-2.24326e-05
-2.47366e-06,-2.23452e-05
-2.41956e-06,-2.22576e-05
-2.36596e-06,-2.21697e-05
-2.31284e-06,-2.20816e-05
-2.26022e-06,-2.19932e-05
-2.20809e-06,-2.19045e-05
-2.15645e-06,-2.18155e-05
-2.10531e-06,-2.17263e-05
-2.05466e-06,-2.16369e-05
-2.00452e-06,-2.15471e-05
-1.95487e-06,-2.14572e-05
-1.90572e-06,-2.1367e-05
-1.85708e-06,-2.12765e-05
-1.80893e-06,-2.11858e-05
-1.7613e-06,-2.10949e-05
-1.71416e-06,-2.10037e-05
-1.66754e-06,-2.09123e-05
-1.62142e-06,-2.08206e-05
-1.57581e-06,-2.07287e-05
-1.53071e-06,-2.06366e-05
-1.48612e-06,-2.05443e-05
-1.44204e-06,-2.04517e-05
-1.39848e-06,-2.03589e-05
-1.35543e-06,-2.02659e-05
-1.3129e-06,-2.01727e-05
-1.27088e-06,-2.00793e-05
-1.22938e-06,-1.99857e-05
-1.1884e-06,-1.98918e-05
-1.14794e-06,-1.97978e-05
-1.10801e-06,-1.97035e-05
-1.06859e-06,-1.96091e-05
-1.02969e-06,-1.95144e-05
-9.91325e-07,-1.94196e-05
-9.5348e-07,-1.93245e-05
-9.16161e-07,-1.92293e-05
-8.79368e-07,-1.91339e-05
-8.43104e-07,-1.90383e-05
-8.07368e-07,-1.89425e-05
-7.72161e-07,-1.88465e-05
-7.37485e-07,-1.87504e-05
-7.0334e-07,-1.86541e-05
-6.69728e-07,-1.85576e-05
-6.36649e-07,-1.8461e-05
-6.04103e-07,-1.83642e-05
-5.72092e-07,-1.82672e-05
-5.40617e-07,-1.81701e-05
-5.09678e-07,-1.80728e-05
-4.79276e-07,-1.79753e-05
-4.49412e-07,-1.78777e-05
-4.20087e-07,-1.778e-05
-3.91302e-07,-1.76821e-05
-3.63056e-07,-1.7584e-05
-3.35351e-07,-1.74858e-05
-3.08188e-07,-1.73875e-05
-2.81567e-07,-1.72891e-05
-2.55489e-07,-1.71905e-05
-2.29955e-07,-1.70918e-05
-2.04965e-07,-1.69929e-05
-1.8052e-07,-1.68939e-05
-1.56621e-07,-1.67948e-05
-1.33267e-07,-1.66956e-05
-1.10461e-07,-1.65963e-05
-8.82016e-08,-1.64968e-05
-6.64903e-08,-1.63973e-05
-4.53275e-08,-1.62976e-05
-2.47137e-08,-1.61978e-05
-4.64946e-09,-1.6098e-05
1.48647e-08,-1.5998e-05
3.38283e-08,-1.58979e-05
5.22409e-08,-1.57977e-05
7.01019e-08,-1.56975e-05
8.74109e-08,-1.55971e-05
1.04167e-07,-1.54967e-05
1.20371e-07,-1.53962e-05
1.36022e-07,-1.52956e-05
1.51118e-07,-1.51949e-05
1.65661e-07,-1.50941e-05
1.79649e-07,-1.49933e-05
1.93082e-07,-1.48924e-05
2.0596e-07,-1.47914e-05
2.18283e-07,-1.46904e-05
2.3005e-07,-1.45893e-05
2.4126e-07,-1.44882e-05
2.51914e-07,-1.4387e-05
2.62012e-07,-1.42857e-05
2.71552e-07,-1.41844e-05
2.80535e-07,-1.4083e-05
2.88961e-07,-1.39816e-05
2.96829e-07,-1.38802e-05
3.04138e-07,-1.37787e-05
3.1089e-07,-1.36772e-05
3.17084e-07,-1.35756e-05
3.22719e-07,-1.3474e-05
3.27795e-07,-1.33724e-05
3.32313e-07,-1.32708e-05
3.36272e-07,-1.31691e-05
3.39671e-07,-1.30674e-05
3.42512e-07,-1.29657e-05
3.44793e-07,-1.2864e-05
3.46516e-07,-1.27623e-05
3.47678e-07,-1.26605e-05
3.48282e-07,-1.25588e-05
3.48326e-07,-1.24571e-05
3.4781e-07,-1.23553e-05
3.46736e-07,-1.22536e-05
3.45101e-07,-1.21518e-05
3.42908e-07,-1.20501e-05
3.40155e-07,-1.19484e-05
3.36843e-07,-1.18467e-05
3.32971e-07,-1.1745e-05
3.28541e-07,-1.16433e-05
3.23551e-07,-1.15417e-05
3.18003e-07,-1.14401e-05
3.11895e-07,-1.13385e-05
3.05229e-07,-1.12369e-05
2.98005e-07,-1.11354e-05
2.90222e-07,-1.10339e-05
2.81881e-07,-1.09324e-05
2.72982e-07,-1.0831e-05
2.63526e-07,-1.07297e-05
2.53511e-07,-1.06283e-05
2.4294e-07,-1.05271e-05
2.31811e-07,-1.04259e-05
2.20126e-07,-1.03247e-05
2.07884e-07,-1.02236e-05
1.95086e-07,-1.01226e-05
1.81732e-07,-1.00216e-05
1.67823e-07,-9.92067e-06
1.53358e-07,-9.81983e-06
1.38339e-07,-9.71906e-06
1.22765e-07,-9.61837e-06
1.06636e-07,-9.51775e-06
8.99541e-08,-9.41722e-06
7.27187e-08,-9.31677e-06
5.49304e-08,-9.2164e-06
3.65895e-08,-9.11613e-06
1.76965e-08,-9.01595e-06
-1.748e-09,-8.91586e-06
-2.17437e-08,-8.81587e-06
-4.229e-08,-8.71598e-06
-6.33865e-08,-8.61619e-06
-8.50326e-08,-8.5165e-06
-1.07228e-07,-8.41693e-06
-1.29971e-07,-8.31747e-06
-1.53263e-07,-8.21812e-06
-1.77102e-07,-8.11888e-06
-2.01488e-07,-8.01977e-06
-2.26421e-07,-7.92078e-06
-2.51899e-07,-7.82191e-06
-2.77922e-07,-7.72317e-06
-3.04489e-07,-7.62457e-06
-3.316e-07,-7.52609e-06
-3.59254e-07,-7.42775e-06
-3.8745e-07,-7.32955e-06
-4.16189e-07,-7.23149e-06
-4.45468e-07,-7.13357e-06
-4.75287e-07,-7.0358e-06
-5.05646e-07,-6.93818e-06
-5.36544e-07,-6.84071e-06
-5.67979e-07,-6.7434e-06
-5.99952e-07,-6.64624e-06
-6.32462e-07,-6.54925e-06
-6.65507e-07,-6.45241e-06
-6.99086e-07,-6.35574e-06
-7.332e-07,-6.25924e-06
-7.67847e-07,-6.16291e-06
-8.03027e-07,-6.06676e-06
-8.38737e-07,-5.97078e-06
-8.74979e-07,-5.87498e-06
-9.1175e-07,-5.77936e-06
-9.4905e-07,-5.68392e-06
-9.86877e-07,-5.58867e-06
-1.02523e-06,-5.49361e-06
-1.06411e-06,-5.39875e-06
-1.10352e-06,-5.30407e-06
-1.14345e-06,-5.2096e-06
-1.1839e-06,-5.11532e-06
-1.22487e-06,-5.02125e-06
-1.26637e-06,-4.92738e-06
-1.30839e-06,-4.83372e-06
-1.35092e-06,-4.74027e-06
-1.39397e-06,-4.64703e-06
-1.43754e-06,-4.55401e-06
-1.48163e-06,-4.46121e-06
-1.52623e-06,-4.36863e-06
-1.57134e-06,-4.27627e-06
-1.61696e-06,-4.18413e-06
-1.6631e-06,-4.09223e-06
-1.70975e-06,-4.00056e-06
-1.7569e-06,-3.90911e-06
-1.80457e-06,-3.81791e-06
-1.85274e-06,-3.72694e-06
-1.90142e-06,-3.63622e-06
-1.9506e-06,-3.54574e-06
-2.00028e-06,-3.4555e-06
-2.05046e-06,-3.36552e-06
-2.10115e-06,-3.27578e-06
-2.15233e-06,-3.1863e-06
-2.20402e-06,-3.09708e-06
-2.2562e-06,-3.00811e-06
-2.30887e-06,-2.91941e-06
-2.36204e-06,-2.83096e-06
-2.4157e-06,-2.74279e-06
-2.46986e-06,-2.65488e-06
-2.5245e-06,-2.56725e-06
-2.57963e-06,-2.47989e-06
-2.63525e-06,-2.3928e-06
-2.69136e-06,-2.30599e-06
-2.74795e-06,-2.21947e-06
-2.80503e-06,-2.13322e-06
-2.86258e-06,-2.04727e-06
-2.92062e-06,-1.9616e-06
-2.97913e-06,-1.87622e-06
-3.03812e-06,-1.79113e-06
-3.09759e-06,-1.70634e-06
-3.15754e-06,-1.62185e-06
-3.21795e-06,-1.53766e-06
-3.27884e-06,-1.45377e-06
-3.3402e-06,-1.37018e-06
-3.40202e-06,-1.2869e-06
-3.46432e-06,-1.20393e-06
-3.52708e-06,-1.12128e-06
-3.5903e-06,-1.03894e-06
-3.65398e-06,-9.56909e-07
-3.71813e-06,-8.75202e-07
-3.78273e-06,-7.93816e-07
-3.8478e-06,-7.12753e-07
-3.91331e-06,-6.32016e-07
-3.97929e-06,-5.51607e-07
-4.04571e-06,-4.71529e-07
-4.11259e-06,-3.91782e-07
-4.17991e-06,-3.12371e-07
-4.24768e-06,-2.33297e-07
-4.3159e-06,-1.54562e-07
-4.38457e-06,-7.61683e-08
-4.45367e-06,1.88148e-09
-4.52322e-06,7.95853e-08
-4.5932e-06,1.56941e-07
-4.66363e-06,2.33946e-07
-4.73448e-06,3.10599e-07
-4.80578e-06,3.86897e-07
-4.8775e-06,4.62838e-07
-4.94965e-06,5.3842e-07
-5.02224e-06,6.13641e-07
-5.09525e-06,6.88498e-07
-5.16868e-06,7.6299e-07
-5.24254e-06,8.37114e-07
-5.31682e-06,9.10869e-07
-5.39151e-06,9.84252e-07
-5.46663e-06,1.05726e-06
-5.54216e-06,1.12989e-06
-5.6181e-06,1.20215e-06
-5.69446e-06,1.27402e-06
-5.77123e-06,1.34551e-06
-5.8484e-06,1.41662e-06
-5.92598e-06,1.48734e-06
-6.00396e-06,1.55768e-06
-6.08235e-06,1.62762e-06
-6.16114e-06,1.69717e-06
-6.24032e-06,1.76633e-06
-6.3199e-06,1.83508e-06
-6.39988e-06,1.90345e-06
-6.48024e-06,1.97141e-06
-6.561e-06,2.03896e-06
-6.64215e-06,2.10612e-06
-6.72368e-06,2.17287e-06
-6.8056e-06,2.23921e-06
-6.8879e-06,2.30514e-06
-6.97058e-06,2.37065e-06
-7.05363e-06,2.43576e-06
-7.13707e-06,2.50044e-06
-7.22087e-06,2.56471e-06
-7.30505e-06,2.62856e-06
-7.3896e-06,2.69199e-06
-7.47452e-06,2.755e-06
-7.5598e-06,2.81758e-06
-7.64544e-06,2.87973e-06
-7.73145e-06,2.94146e-06
-7.81781e-06,3.00275e-06
-7.90453e-06,3.06362e-06
-7.99161e-06,3.12404e-06
-8.07904e-06,3.18404e-06
-8.16682e-06,3.24359e-06
-8.25495e-06,3.3027e-06
-8.34342e-06,3.36138e-06
-8.43224e-06,3.41961e-06
-8.5214e-06,3.4774e-06
-8.6109e-06,3.53473e-06
-8.70073e-06,3.59163e-06
-8.79091e-06,3.64807e-06
-8.88141e-06,3.70406e-06
-8.97224e-06,3.7596e-06
-9.0634e-06,3.81468e-06
-9.15489e-06,3.86931e-06
-9.2467e-06,3.92347e-06
-9.33884e-06,3.97718e-06
-9.43129e-06,4.03043e-06
-9.52405e-06,4.08321e-06
-9.61714e-06,4.13553e-06
-9.71053e-06,4.18739e-06
-9.80423e-06,4.23878e-06
-9.89825e-06,4.28969e-06
-9.99256e-06,4.34014e-06
-1.00872e-05,4.39011e-06
-1.01821e-05,4.43962e-06
-1.02773e-05,4.48864e-06
-1.03728e-05,4.53719e-06
-1.04686e-05,4.58526e-06
-1.05647e-05,4.63285e-06
-1.06611e-05,4.67996e-06
-1.07578e-05,4.72659e-06
-1.08547e-05,4.77274e-06
-1.0952e-05,4.81839e-06
-1.10495e-05,4.86357e-06
-1.11473e-05,4.90825e-06
-1.12453e-05,4.95244e-06
-1.13437e-05,4.99615e-06
-1.14423e-05,5.03936e-06
-1.15412e-05,5.08207e-06
-1.16403e-05,5.1243e-06
-1.17397e-05,5.16602e-06
-1.18393e-05,5.20725e-06
-1.19392e-05,5.24798e-06
-1.20394e-05,5.28821e-06
-1.21398e-05,5.32794e-06
-1.22405e-05,5.36716e-06
-1.23414e-05,5.40588e-06
-1.24426e-05,5.4441e-06
-1.2544e-05,5.48181e-06
-1.26456e-05,5.51901e-06
-1.27475e-05,5.5557e-06
-1.28496e-05,5.59188e-06
-1.29519e-05,5.62756e-06
-1.30545e-05,5.66272e-06
-1.31573e-05,5.69736e-06
-1.32603e-05,5.73149e-06
-1.33635e-05,5.76511e-06
-1.3467e-05,5.79821e-06
-1.35706e-05,5.83079e-06
-1.36745e-05,5.86285e-06
-1.37786e-05,5.89439e-06
-1.38829e-05,5.92541e-06
-1.39874e-05,5.95591e-06
-1.40921e-05,5.98589e-06
-1.41971e-05,6.01534e-06
-1.43022e-05,6.04427e-06
-1.44075e-05,6.07266e-06
-1.4513e-05,6.10054e-06
-1.46186e-05,6.12788e-06
-1.47245e-05,6.1547e-06
-1.48306e-05,6.18098e-06
-1.49368e-05,6.20674e-06
-1.50432e-05,6.23196e-06
-1.51498e-05,6.25665e-06
-1.52566e-05,6.28081e-06
-1.53635e-05,6.30443e-06
-1.54706e-05,6.32751e-06
-1.55779e-05,6.35006e-06
-1.56853e-05,6.37208e-06
-1.57929e-05,6.39355e-06
-1.59007e-05,6.41449e-06
-1.60086e-05,6.43489e-06
-1.61166e-05,6.45474e-06
-1.62249e-05,6.47406e-06
-1.63332e-05,6.49283e-06
-1.64417e-05,6.51107e-06
-1.65504e-05,6.52875e-06
-1.66591e-05,6.5459e-06
-1.6768e-05,6.5625e-06
-1.68771e-05,6.57855e-06
-1.69863e-05,6.59406e-06
-1.70956e-05,6.60903e-06
-1.7205e-05,6.62344e-06
-1.73146e-05,6.63731e-06
-1.74242e-05,6.65063e-06
-1.7534e-05,6.6634e-06
-1.76439e-05,6.67562e-06
-1.7754e-05,6.68729e-06
-1.78641e-05,6.69841e-06
-1.79743e-05,6.70898e-06
-1.80846e-05,6.71899e-06
-1.81951e-05,6.72846e-06
-1.83056e-05,6.73737e-06
-1.84162e-05,6.74572e-06
-1.85269e-05,6.75353e-06
-1.86377e-05,6.76078e-06
-1.87486e-05,6.76747e-06
-1.88596e-05,6.77361e-06
-1.89707e-05,6.7792e-06
-1.90818e-05,6.78422e-06
-1.9193e-05,6.7887e-06
-1.93043e-05,6.79261e-06
-1.94157e-05,6.79597e-06
-1.95271e-05,6.79877e-06
-1.96386e-05,6.80101e-06
-1.97501e-05,6.8027e-06
-1.98617e-05,6.80382e-06
-1.99734e-05,6.80439e-06
-2.00851e-05,6.8044e-06
-2.01968e-05,6.80385e-06
-2.03086e-05,6.80274e-06
-2.04205e-05,6.80107e-06
-2.05324e-05,6.79884e-06
-2.06443e-05,6.79605e-06
-2.07563e-05,6.79269e-06
-2.08683e-05,6.78878e-06
-2.09803e-05,6.78431e-06
-2.10924e-05,6.77928e-06
-2.12045e-05,6.77369e-06
-2.13166e-05,6.76753e-06
-2.14287e-05,6.76081e-06
-2.15409e-05,6.75354e-06
-2.1653e-05,6.7457e-06
-2.17652e-05,6.7373e-06
-2.18774e-05,6.72834e-06
-2.19895e-05,6.71881e-06
-2.21017e-05,6.70873e-06
-2.22139e-05,6.69808e-06
-2.23261e-05,6.68687e-06
-2.24383e-05,6.6751e-06
-2.25504e-05,6.66277e-06
-2.26626e-05,6.64988e-06
-2.27747e-05,6.63642e-06
-2.28868e-05,6.62241e-06
-2.29989e-05,6.60783e-06
-2.3111e-05,6.59269e-06
-2.32231e-05,6.57699e-06
-2.33351e-05,6.56073e-06
-2.34471e-05,6.54391e-06
-2.35591e-05,6.52653e-06
-2.3671e-05,6.50858e-06
-2.37829e-05,6.49008e-06
-2.38947e-05,6.47102e-06
-2.40065e-05,6.4514e-06
-2.41182e-05,6.43121e-06
-2.42299e-05,6.41047e-06
-2.43416e-05,6.38917e-06
-2.44532e-05,6.36731e-06
-2.45647e-05,6.34489e-06
-2.46762e-05,6.32191e-06
-2.47876e-05,6.29838e-06
-2.48989e-05,6.27429e-06
-2.50101e-05,6.24964e-06
-2.51213e-05,6.22443e-06
-2.52324e-05,6.19867e-06
-2.53435e-05,6.17235e-06
-2.54544e-05,6.14547e-06
-2.55653e-05,6.11804e-06
-2.56761e-05,6.09005e-06
-2.57868e-05,6.06151e-06
-2.58974e-05,6.03242e-06
