x,v
0.0996007,887.809
0.0780007,-209.86
0.0174359,418.059
0.026339,317.01
0.0689217,511.729
0.0183697,-113.725
0.0700938,45.2807
0.0394169,498.961
0.0528154,308.719
0.00367851,-364.471
0.0867035,88.5304
0.0143928,132.042
0.0626622,-7.43153
0.026647,226.139
0.0187118,-36.1223
0.0984376,-45.0004
0.0198881,1.76275
0.0343917,-396.012
0.0520937,-10.5639
0.00759709,-392.081
0.00629255,-109.906
0.0611141,624.935
0.0943014,318.945
0.00675388,-19.0502
0.0222803,238.537
0.0658866,207.742
0.0443491,73.8956
0.034364,154.241
0.0162568,-80.1666
0.00689259,-340.08
0.026846,-89.5355
0.0255469,-327.46
0.0621219,-165.769
0.0390381,-94.7537
0.00511114,-384.606
0.0341673,179.539
0.0874045,2.97506
0.0678943,-179.121
0.0362441,-355.063
0.0968447,-415.948
0.0029467,62.3742
0.0566749,-349.675
0.0927395,453.577
0.0370179,320.884
0.0876248,-245.061
0.0564063,-184.664
0.0848716,-153.153
0.0823798,-175.054
0.0119292,-64.6795
0.0762637,-98.7136
0.0927719,90.4587
0.0689598,153.786
0.00288032,-1.31834
0.0364726,-541.783
0.0131068,459.51
0.0988236,770.103
0.0853662,177.305
0.0239002,282.946
0.088959,103.558
0.0825745,431.693
0.0782079,-117.73
0.0317328,270.011
0.0360585,-339.872
0.0497792,-175.847
0.00886961,-505.797
0.06319,-203.448
0.0521426,50.8768
0.00724072,-135.655
0.0243593,-209.725
0.0999787,778.526
0.00448334,0.028784
0.00735228,91.8785
0.0641929,426.646
0.00115381,-450.046
0.0337968,-37.5741
0.0946452,-33.0378
0.0218374,-111.738
0.0959502,167.329
0.00546072,279.703
0.00380042,-314.815
0.0501134,351.881
0.0109822,314.257
0.0664552,-86.9267
0.0215352,39.1331
0.0237226,-189.1
0.0201109,-465.72
0.0512019,-118.096
0.000996931,-537.44
0.0831875,-118.856
0.00462771,509.476
0.0557847,-4.25255
0.0581655,220.456
0.0191697,-174.549
0.0832556,-107.329
0.00700921,-30.5367
0.0195177,-230.654
0.0914488,-278.905
0.0928717,118.427
0.0952859,-5.32718
0.0173436,341.566
0.0224578,-258.051
0.0149551,-72.7091
0.0193658,184.984
0.0827183,79.1589
0.0761941,322.763
0.023047,154.318
0.0267159,106.353
0.019445,382.78
0.0207299,-100.921
0.05703,-30.298
0.0518695,-391.966
0.0828802,49.9128
0.012694,-228.486
0.0876295,150.887
0.0995525,665.074
0.086126,-54.7338
0.0359605,408.543
0.032294,32.6137
0.0198076,216.725
0.042049,207.701
0.0208522,55.5236
0.0853283,328.006
0.0578511,-284.077
0.0995427,625.499
0.0517042,-129.894
0.040259,149.304
0.0792069,-246.546
0.0407165,-43.3199
0.0451308,-383.475
0.0747918,176.75
0.0987315,235.586
0.0579206,-218.586
0.0228494,223.398
0.0327424,-50.4029
0.0290017,-272.415
0.0145504,-4.58244
0.0542327,183.808
0.00672668,-90.7095
0.0224976,380.283
0.0821439,622.131
0.087869,336.819
0.081821,51.4954
0.0687776,-282.378
0.0735223,17.8922
0.0977046,-76.3559
0.0132263,-501.457
0.0832449,151.108
0.0753034,193.975
0.0300206,-35.6209
0.074538,76.2435
0.0974329,-185.393
0.0575882,-259.005
0.00222341,-334.483
0.0260041,55.7649
0.0453135,35.5591
0.0100638,-53.7755
0.0508834,136.798
0.0860501,181.188
0.0648274,-194.847
0.0502836,50.9445
0.0141816,253.534
0.0435356,-293.631
0.0856362,133.206
0.0577582,544.025
0.0163429,217.559
0.0832674,-34.9381
0.0102426,-217.517
0.0771967,195.428
0.0555715,184.873
0.0778558,107.853
0.0666077,122.56
0.0395943,50.2716
0.0634962,-388.143
0.0446986,6.92004
0.0618394,593.846
0.00222589,119.49
0.0389349,248.071
0.0495153,-223.455
0.0286357,-85.5536
0.0846804,-210.36
0.0821245,-291.262
0.000770429,-42.9001
0.0963797,-44.9132
0.0959574,-420.751
0.0190141,264.284
0.0712756,177.383
0.0560017,-441.77
0.00392208,100.116
0.0160779,379.317
0.00966206,326.628
0.0343225,-140.867
0.031012,-219.281
0.0756142,-328.863
0.058091,505.956
0.0579709,76.7405
0.0262715,-118.332
0.0507096,-75.5209
0.0962096,-79.7469
0.0956928,-219.704
0.0809712,-146.789
0.0376165,-476.058
0.053596,-416.468
0.00746655,173.288
0.0964039,180.939
0.022532,220.591
0.0154109,-5.58596
0.071343,20.2286
0.036152,-219.166
0.0586627,-187.457
0.0910524,47.4117
0.0107762,25.695
0.0412267,201.172
0.0156303,-80.8368
0.0572339,-203.104
0.0722612,211.904
0.0535318,-597.858
0.0450359,46.4764
0.0654063,-226.481
0.0646051,435.238
0.0486762,28.6492
0.00631269,-111.349
0.0850551,-19.3457
0.0587214,130.227
0.0641234,162.617
0.0566641,-376.576
0.0550106,-412.153
0.00396612,-202.431
0.0741566,278.416
0.0974623,-469.664
0.0401605,303.038
0.0706663,-57.5223
0.0061411,67.7774
0.0649345,434.74
0.05943,193.358
0.0488252,70.3561
0.0501933,542.189
0.0703221,471.513
0.0622873,61.8481
0.0528192,89.0792
0.0964211,-196.341
0.0429075,164.107
0.0747156,-12.031
0.0451948,150.282
0.0145309,153.09
0.0460958,65.6543
0.018764,-161.357
0.0262282,-371.274
0.0530752,-117.42
0.0578567,243.885
0.0668516,-167.294
0.0811951,12.328
0.057047,-181.422
0.00852136,36.0788
0.0993255,138.403
0.0650272,-119.036
0.0921819,23.845
0.0502741,218.954
0.0638843,-199.909
0.098459,354.014
0.0292448,134.735
0.0347819,-77.5306
0.0063516,110.376
0.0521451,-67.0333
0.0265316,158.548
