x,v
0.0998811,578.919
4.7817e-05,-297.952
0.0999086,1047.3
0.0998751,-359.032
0.099992,712.041
0.0998943,-171.986
0.0999776,1220.46
8.19737e-05,-76.8795
2.31035e-05,-579.624
0.000143313,434.374
0.0999899,1206.96
6.40823e-05,-257.356
7.13941e-05,-216.101
0.0997866,-130.821
0.0999742,745.282
0.0999902,712.769
0.0999138,967.116
0.0998386,431.765
3.42671e-05,-588.438
0.0998891,600.641
0.099907,105.351
2.01179e-05,-757.893
3.66032e-05,-626.538
1.93714e-05,-776.62
1.86049e-05,-822.391
0.099945,495.535
0.0999375,481.672
7.49234e-06,-959.924
0.0999382,1103.77
0.000128061,15.7655
0.0999059,819.439
9.35354e-05,-295.258
0.0998837,416.348
1.508e-05,-980.42
6.28616e-05,-586.064
0.0999554,1216.42
1.24144e-05,-1036.07
0.0999461,571.259
0.0998039,166.549
0.099896,552.135
9.74041e-05,-343.117
2.37844e-05,-972.851
0.0001221,-144.286
0.0999531,793.673
0.0999199,839.2
1.55994e-05,-1085.59
0.000196135,418.676
1.6117e-05,-1130.82
5.46396e-05,-806.617
0.000198947,374.266
9.66891e-05,-495.954
0.000226481,592.998
0.0998877,572.451
6.778e-05,-761.477
7.06704e-05,-768.007
6.57455e-05,-817.987
0.0999768,705.077
0.0998462,8.43993
0.000139006,-251.25
8.34451e-05,-730.099
0.000101702,-585.808
6.83143e-05,-870.655
4.57082e-05,-1074.52
0.0999473,620.277
8.92713e-05,-730.369
5.45196e-05,-1030.9
0.000116151,-517.182
0.000107573,-596.032
4.73165e-06,-1473.26
7.48847e-05,-910.103
1.05354e-05,-1463.39
7.34266e-05,-945.193
5.15414e-05,-1140.89
8.57729e-05,-869.568
0.000114471,-665.781
3.03132e-05,-1380.64
0.000141202,-447.655
0.000128383,-572.764
7.06288e-05,-1086.73
0.099875,591.08
0.0999452,481.097
0.000206472,32.805
0.000159069,-403.828
5.84618e-05,-1260.07
0.000235943,199.719
4.3765e-05,-1469.3
0.000188735,-245.593
0.0001382,-683.944
0.0999947,1642.41
0.00019704,-222.8
2.32227e-05,-1721.85
0.000118688,-915.357
0.0999343,962.761
0.0999541,1304.57
0.00023525,-23.2233
0.000135674,-878.999
0.000106222,-1157.38
0.099992,1476.48
5.43673e-05,-1615.18
7.96628e-05,-1421.61
0.000113742,-1163.98
0.000137778,-991.414
0.000179152,-659.599
3.65573e-05,-1873.53
0.000158237,-849.144
0.000153146,-896.403
0.0997655,-225.001
9.15245e-05,-1463.79
0.00021125,-453.896
1.53747e-05,-2119.09
0.000238277,-243.597
0.000186257,-694.519
0.000236092,-278.643
0.000188993,-706.494
0.000252027,-267.716
0.000154947,-1092.01
0.000152862,-1130.35
0.000107682,-1515.07
0.000158038,-1111.31
0.000123255,-1410.05
0.000169775,-1024.31
0.000209521,-689.743
0.000306809,125.98
0.000100585,-1624.8
9.68389e-05,-1677.2
7.20127e-05,-1899.87
0.00018407,-969.391
0.000321732,177.949
0.000332298,265.372
0.000122633,-1586.9
0.000225153,-733.073
0.000296864,-136.044
0.000121292,-1633.41
0.000299465,-165.694
0.000171892,-1254.46
0.000154334,-1421.78
0.000184897,-1167.05
0.000137767,-1570.37
0.000264975,-517.764
0.000108018,-1861.61
0.000315948,-127.39
0.000217435,-972.093
0.000334963,-18.0236
0.000271538,-571.749
7.40935e-05,-2248.17
0.000236971,-870.724
0.000199864,-1203.61
2.39166e-05,-2704.16
0.00024815,-819.451
0.000353421,61.8191
0.00022255,-1077.62
0.000276107,-630.216
0.099992,1459.79
0.000297758,-612.224
0.000306747,-558.83
0.000145793,-1926.19
0.000202999,-1447.87
0.000122153,-2153.29
0.000427477,414.089
0.000330438,-411.933
0.000222973,-1336.59
0.000218004,-1391.08
0.000417677,291.808
0.000306028,-657.953
0.000283641,-874.439
0.000397566,36.7147
0.000334041,-505.451
0.000513942,981.027
7.46905e-05,-2751.67
0.000282852,-1038.24
0.000153557,-2158.13
0.000131698,-2390.81
0.00037688,-330.754
0.000216422,-1739.38
0.000304758,-1003.61
0.000347849,-640.721
0.000234561,-1606.43
0.000197749,-1926.48
0.000147603,-2363.61
0.000413492,-146.769
0.000197867,-1979.23
0.000228155,-1741.31
0.000206078,-1973.78
0.000324852,-992.612
0.000354985,-768.411
0.000352089,-836.346
0.000153528,-2530.49
0.000226108,-1917.84
0.000299337,-1303.81
0.000319214,-1154.07
0.000420465,-302.715
0.000489382,272.718
0.000482114,186.357
0.00017239,-2438.96
0.000437003,-199.85
0.000288101,-1500.28
0.000269403,-1699.99
0.000171475,-2560.41
0.000427989,-425.042
0.000384575,-796.885
0.000340643,-1187.57
0.000284961,-1661.25
0.000464539,-144.421
0.000447145,-295.878
0.000491256,61.1865
0.000392433,-788.21
0.000391729,-802.443
0.000533403,395.419
0.000367385,-1018.96
0.000436369,-473.975
0.00030722,-1602.97
0.00024501,-2134
0.000365765,-1152.59
0.000198018,-2658.11
0.000404333,-916.895
0.000339751,-1494.9
0.000664069,1235.42
0.000444154,-641.645
0.000410224,-970.369
0.000408696,-985.379
0.000393712,-1114.36
0.000326776,-1708.16
0.000506521,-208.517
0.000159611,-3163.26
0.000308126,-1911.59
0.00031674,-1840.71
0.000319739,-1817.37
0.000461884,-617.59
0.000348681,-1586.72
0.000252222,-2459.5
0.000441699,-860.904
0.000400207,-1214.39
0.000636401,773.68
0.000343236,-1711.39
0.000466969,-665.485
0.000416161,-1108.21
0.000481506,-606.443
0.000389409,-1396.81
0.000527057,-274.396
0.00038607,-1495.38
0.000400217,-1383.83
0.000485066,-669.322
0.000353768,-1785.51
0.000378375,-1581.23
0.000560048,-61.1256
0.000602718,287.869
0.000561935,-65.8173
0.000458084,-959.875
0.000541615,-256.533
0.000502748,-598.123
0.000536978,-316.481
0.000522418,-450.131
0.000370064,-1748.79
0.000597861,157.835
0.000449368,-1126.73
0.000313439,-2298.67
0.000420346,-1399.4
0.000593688,21.1881
0.000315101,-2348.68
0.000333618,-2206.31
0.000568498,-221.105
0.000424806,-1440.19
0.000482677,-960.38
0.000624587,239.481
0.000406532,-1625.98
0.000479514,-1020.25
0.000546937,-453.335
0.000403771,-1667.97
0.00044071,-1359.24
0.000545807,-471.175
0.000457399,-1288.18
0.000502731,-910.432
0.000349,-2233.15
0.000346273,-2270.72
0.000431186,-1566.01
0.000537851,-681.204
0.000536875,-720.477
0.000475555,-1260.51
0.000470543,-1348.44
0.000496863,-1129.65
0.000388399,-2054.51
0.000541019,-766.004
0.00058983,-358.797
0.000454135,-1512.22
0.000432358,-1698.73
0.000733454,847.309
0.0004805,-1313.73
0.000378765,-2179.52
0.000426351,-1788.89
0.000580171,-494.359
0.000642618,-10.9366
0.000414094,-2018.8
0.000626416,-234.986
0.000681994,215.068
0.000572482,-720.735
0.00049546,-1377.21
0.000355982,-2575.08
0.000685604,212.56
0.000444871,-1859.44
0.000524092,-1190.53
0.000529997,-1159.12
0.000518107,-1266.03
0.000621997,-396.451
0.000556183,-955.944
0.000512421,-1328.66
0.000599441,-604.038
0.000589668,-707.478
0.000636945,-329.803
0.000542808,-1131.24
0.000660182,-139.2
0.000587522,-783.539
0.000673762,-61.3941
0.000533519,-1257.47
0.000377388,-2594.31
0.000761313,644.991
0.0005236,-1374.56
0.000564901,-1064.03
0.000623075,-594.061
0.000428096,-2253.73
0.000459862,-1988.81
0.00066163,-284.052
0.000621673,-628.672
0.000506958,-1608.54
0.000511099,-1594.13
0.000531158,-1430.45
0.000652961,-427.758
0.000633813,-608.542
0.000649776,-481.612
0.000730742,191.733
0.000604685,-892.462
0.000636468,-635.671
0.000700135,-108.84
0.000519239,-1645.1
0.00058981,-1049.46
0.000532941,-1541.45
0.000660647,-463.966
0.000645487,-608.9
0.000729294,88.5124
0.00077866,498.355
0.000759348,297.574
0.000700494,-211.235
0.000546193,-1532.58
0.00057302,-1330.17
0.000647305,-703.075
0.00069523,-301.303
0.000638231,-786.131
0.000610964,-1029.47
