x,v
1.26513e-05,842.695
1.20779e-05,436.171
3.95011e-06,-799.162
3.14673e-06,-1004.09
2.90336e-05,1554.59
1.52106e-05,100.137
1.47064e-05,-149.786
1.70756e-05,-162.818
2.12707e-05,205.972
1.04463e-05,-1173.75
2.13187e-05,-113.591
2.55741e-05,236.27
2.01515e-05,-1003.52
3.75885e-05,512.222
4.53091e-05,1033.27
2.80205e-05,-991.603
2.10378e-05,-1713.45
3.27193e-05,-697.282
4.67543e-05,603.672
3.60957e-05,-659.7
6.38083e-05,1607.14
5.14864e-05,227.669
3.74539e-05,-1247.69
4.70992e-05,-334.945
5.9908e-05,544.234
7.05091e-05,1502.47
5.22449e-05,-395.225
5.70688e-05,11.3769
5.78814e-05,-7.32651
6.56336e-05,641.627
6.56002e-05,363.847
5.16767e-05,-1075.67
5.21902e-05,-1348.77
6.41314e-05,-331.639
7.6414e-05,844.322
7.23851e-05,67.9795
6.75883e-05,-460.663
8.6519e-05,1279
7.11248e-05,-407.106
7.40213e-05,-267.717
9.24723e-05,1473.97
6.51123e-05,-1481.22
8.43507e-05,364.002
7.78047e-05,-638.611
8.31749e-05,-277.289
9.29377e-05,572.333
9.55521e-05,708.518
8.60736e-05,-362.234
9.17311e-05,-196.779
8.23581e-05,-1456.59
0.000109292,1131.76
0.000104506,354.648
0.000106647,518.463
0.000111692,423.163
0.000110456,175.066
0.000118872,790.491
0.000126611,1463.03
0.000111704,-224.287
0.000103184,-1174.42
0.000119367,415.765
0.000123274,456.401
0.000116966,-223.081
0.000119274,-17.6668
0.000116159,-403.437
0.000117391,-430.217
0.00011684,-734.696
0.00013673,1025.94
0.000120865,-607.367
0.000120753,-768.286
0.000121245,-993.606
0.00013175,-144.786
0.000132952,-149.553
0.000146802,733.717
0.000131709,-847.434
0.000133929,-725.686
0.000147201,349.406
0.000133336,-1059.33
0.000146041,158.841
0.000157474,1100.26
0.000138332,-910.03
0.000152608,340.14
0.000159539,932.109
0.000155628,292.301
0.000149402,-453.87
0.000162094,613.246
0.00016018,-176.551
0.000167876,566.607
0.000173377,591.679
0.000169751,204.818
0.000167424,-52.3379
0.00015894,-924.047
0.000185158,1542.9
0.000174054,309.966
0.000168341,-409.936
0.000169573,-311.952
0.000174311,-238.218
0.000177435,-126.02
0.000188874,341.991
0.000177519,-941.011
0.000194043,658.225
0.000180767,-841.436
0.000201055,1008.83
0.000181185,-999.287
0.000178507,-1341.44
0.000196797,84.7987
0.000186244,-1143
0.00018954,-1138.46
0.000185154,-1626.1
0.000213552,1158.26
0.000209392,693.214
0.000202497,-269.432
0.000202598,-334.214
0.000208344,-60.1311
0.000205394,-404.429
0.000215744,553.728
0.000212851,190.115
0.000196757,-1441.13
0.00020206,-1011.61
0.000212034,-41.1236
0.000224516,980.124
0.000225358,914.398
0.000217592,114.347
0.000214246,-543.853
0.000217064,-287.639
0.000220519,-42.6123
0.000224074,162.53
0.000227141,393.758
0.000232494,453.962
0.000218531,-1189.03
0.000237575,611.841
0.000230415,-252.472
0.000245366,591.02
0.00023912,-256.921
0.000232958,-1021.68
0.000250538,483.4
0.000240597,-708.278
0.000250939,49.4437
0.000245278,-590.385
0.000264501,1303.13
0.00025873,477.702
0.000249785,-440.015
0.00024871,-721.99
0.000251898,-528.551
0.000264811,735.28
0.000269628,1166.15
0.000251932,-774.658
0.000273395,1217.81
0.000252787,-1038.61
0.000256697,-798.024
0.000277711,575.712
0.00027658,263.259
0.00027655,160.47
0.000282802,335.309
0.000288064,635.986
0.000282146,-528.528
0.000296006,480.526
0.00029784,364.093
0.000291121,-331.389
0.000289953,-522.841
0.000274535,-2111.53
0.000300994,229.799
0.000299212,-97.7155
0.000302633,19.1433
0.000313423,921.406
0.000312546,734.048
0.000305652,-53.7762
0.000309564,162.036
0.000306784,-364.913
0.000303673,-1024.71
0.000314606,-33.3256
0.00032446,675.671
0.000298028,-2162
0.000341162,1619.05
0.000329028,158.553
0.000336124,567.33
0.000356526,1929.88
0.000326545,-1087.31
0.000330294,-912.723
0.000350245,878.88
0.000347553,560.368
0.000335745,-643.119
0.000329998,-1316.47
0.000340182,-574.53
0.000343229,-370.181
0.000336463,-1170.21
0.000340398,-852.4
0.000359995,754.248
