x,v
0.0578851,698263
0.0764606,901917
0.0574782,687394
0.0826622,940361
0.0422798,-704088
0.0366674,-753014
0.0796213,905816
0.0408071,-722174
0.0136254,-989216
0.0349925,-766063
0.0580715,702521
0.0362102,-745313
0.0396509,-726671
0.0766695,901438
0.0682465,816406
0.0631916,774865
0.0573339,683422
0.0570411,682331
0.042721,-702382
0.0639223,785652
0.0697386,820705
0.0358021,-758586
0.0573069,689300
0.0435442,-683634
0.0171511,-963060
0.061366,743529
0.0479829,-597701
0.0354348,-759344
0.0751637,895408
0.0609476,736185
0.0640792,787413
0.0402942,-726871
0.0490385,-581046
0.0328795,-792543
0.0594214,711691
0.0630718,772164
0.072185,853451
0.044258,-676444
0.0742852,886051
0.0498645,-573667
0.0637353,782122
0.0566561,678688
0.0438505,-680879
0.0467303,-625138
0.0352005,-761226
0.0430092,-697186
0.0565735,677649
0.0558629,664667
0.0441662,-672359
0.036127,-753667
0.0437253,-667865
0.0567429,671735
0.0567595,671930
0.0600729,720754
0.0738247,879303
0.055577,659913
0.0559859,662348
0.0642545,788573
0.0571504,689244
0.055716,664135
0.0434424,-690392
0.0223302,-899721
0.0614365,743247
0.0584608,695988
0.0553046,655364
0.0455348,-646909
0.0425737,-687446
0.056627,680595
0.0720191,849290
0.0591631,706117
0.0515472,-528665
0.0782507,-159656
0.0552146,652586
0.0549653,650105
0.0669788,811274
0.0564127,677596
0.0733673,871659
0.055965,670292
0.0292132,-841111
0.0547841,647621
0.0548964,653211
0.0900755,1.03205e+06
0.0861105,980853
0.0495145,-578851
0.0493361,-575752
0.0584784,695182
0.0544389,643753
0.057161,675487
0.0494682,-580478
0.0717697,844286
0.0679314,812127
0.0311325,-818196
0.0541172,639863
0.0439718,-682000
0.0585144,695348
0.0442245,-677211
0.0729067,863514
0.0858935,977794
0.0260182,-859160
0.0552773,650724
0.0567989,669666
0.0837765,951787
0.0603041,722462
0.0281121,-847875
0.0467586,-623185
0.0223328,-894473
0.0441576,-675294
0.056402,679340
0.0781344,893944
0.0498108,-563172
0.0535891,633250
0.0434763,-691175
0.0619732,750622
0.0585117,694490
0.0468106,-619918
0.0420678,-703471
0.0417587,-701968
0.0672473,810009
0.05397,633886
0.0530786,-512299
0.0420232,-695974
0.0599535,716286
0.0919752,1.04663e+06
0.0473471,-610745
0.0604759,724702
0.0541314,644103
0.0591989,704508
0.072268,851611
0.0598087,713848
0.0547368,-475610
0.0560667,658670
0.0569864,671111
0.0563515,662297
0.0550374,646260
0.060058,717626
0.0432345,-691858
0.0103351,-1.01393e+06
0.0830778,942422
0.0499865,-565767
0.0526294,614236
0.0442744,-675332
0.0397568,-728161
0.0545785,640342
0.0579437,685047
0.0535647,635398
0.0574782,677877
0.0497979,-569827
0.054978,658858
0.0766034,894684
0.0396198,-727337
0.0468044,-617223
0.0562826,-453149
0.0391534,-734637
0.0528297,615324
0.0649534,793240
0.0428531,-690851
0.044219,-675829
0.0670224,807699
0.0527013,612910
0.0516993,599791
0.0574931,677408
0.0524091,614981
0.070429,821503
0.0518701,599977
0.0461066,-634361
0.0683247,808762
0.0455663,-646713
0.0690542,810124
0.0148753,-969647
0.0471208,-620669
0.0522001,611542
0.0520485,608719
0.0434591,-691237
0.0392822,-725063
0.0705818,822893
0.0512382,589435
0.0635805,774510
0.0635942,774609
0.0532411,631964
0.0585448,692623
0.0480149,-606408
0.0568683,-439423
0.0292306,-848800
0.0542099,633393
0.0770748,891765
0.0511541,587044
0.0508977,587420
0.0407345,-718151
0.0699354,815009
0.0504967,577719
0.050439,577705
0.0506414,579167
0.0658327,799685
0.0727397,857427
0.0479358,-597312
0.0716053,837764
0.0632541,-380979
0.0438926,-663972
0.0459179,-644440
0.0649713,-348126
0.0537424,-507101
0.0473347,-611375
0.0501399,-559112
0.0523191,603885
0.0434839,-680611
0.0567637,665079
0.0687916,807578
0.0514334,599385
0.0523158,603607
0.0678835,806235
0.0539449,645456
0.0684364,806595
0.0496671,563567
0.0390311,-730287
0.04961,562568
0.091912,1.04422e+06
0.0318689,-804089
0.0539256,645310
0.073143,863309
0.0551746,644232
0.0517334,605712
0.0807828,910955
0.0645322,785547
0.0500009,566876
0.0529545,-509677
0.0647643,788185
0.068315,805850
0.0512414,585747
0.0505501,575007
0.0531797,616744
0.0491935,554186
0.0289799,-846809
0.0465245,-630317
0.0369451,-741553
0.0688526,806547
0.0469382,-622496
0.0582519,-417426
0.0430118,-686402
0.0515643,603276
0.0488561,550779
0.0487243,547334
0.0621198,749198
0.0514598,601383
0.0302107,-836539
0.0489962,549967
0.0608295,-404460
0.0546399,637083
0.0523692,-514226
0.0532223,616915
0.0521657,599754
0.0484074,541872
0.0640917,779211
0.071783,839122
0.0552797,-470528
