x,v
0.0975587,-753997
0.00587699,876147
0.0855393,684247
0.00928356,-756172
0.0940223,796048
0.084722,669912
0.0843551,662069
0.0967682,796744
0.0887622,-878708
0.0892794,758340
0.0990796,-127168
0.0843523,661066
0.0159216,-649399
0.083884,654409
0.00323145,-773568
0.0836411,649593
0.0925232,772016
0.0156124,-650029
0.0147381,-665857
0.00470327,889132
0.0842488,661794
0.0867388,710385
0.0103042,-742226
0.0845784,668194
0.0168382,-644610
0.0246155,-568046
0.00429722,-812440
0.00930461,-755457
0.0177455,-637053
0.091191,-888192
0.0151251,-664917
0.015684,-653687
0.0412971,-420841
0.00335384,-781892
0.0137358,-683614
0.0905354,766405
0.0923288,770648
0.0021387,-658421
0.0852971,683186
0.0822449,629759
0.0822266,631379
0.0922756,-891509
0.0893066,757741
0.0692382,-1.05542e+06
0.0851552,674607
0.0829512,637268
0.0296696,-550764
0.0933095,779930
0.0182727,958163
0.0199066,-620023
0.00503207,-804173
0.0939369,-892679
0.0846592,670908
0.0963548,817017
0.0790723,-971520
0.0159992,-652030
0.0869029,-891843
0.0807558,622349
0.09722,758378
0.0162249,-649656
0.0119278,-715564
0.0806625,622480
0.0806848,620559
0.087646,729751
0.00364009,-794520
0.0952691,829290
0.0832201,645960
0.00119542,-361845
0.0302091,-534960
0.0801833,619811
0.0719669,-167989
0.018036,954523
0.0170917,-643216
0.0199858,-618268
0.0796771,618192
0.0819669,624995
0.0265783,-565047
0.0264819,-565971
0.0198141,972791
0.0956193,-894007
0.0207704,-602354
0.0943219,801682
0.0791216,619141
0.0835678,644961
0.0835586,644796
0.0194825,-618912
0.0787248,617208
0.0901966,-877699
0.0746916,-1.00648e+06
0.0973832,-773113
0.0824271,628930
0.00402181,876536
0.024379,-576444
0.088054,737255
0.0953205,829093
0.0900709,762770
0.0784115,616264
0.0983573,553896
0.00489542,882277
0.0164579,-648643
0.0191457,-625005
0.0865269,703343
0.0294748,-551324
0.014248,-669874
0.0201845,-612723
0.014191,-672718
0.0812474,627694
0.0802915,624734
0.00721082,-770677
0.091148,765793
0.0788687,621495
0.0241071,-573276
0.0304449,-535860
0.0134364,-686139
0.0907883,-880987
0.0845966,662091
0.0816359,621245
0.0777955,612648
0.0780502,613178
0.0922308,767989
0.0187312,-632449
0.0783616,621074
0.0920707,767377
0.0915959,-886081
0.0227707,-585982
0.0806011,-958417
0.0800949,625266
0.0778107,619202
0.026217,-560008
0.0932889,-888432
0.0931034,-888151
0.0812748,628699
0.0963841,812671
0.0856148,681942
0.076773,611072
0.0897425,759589
0.0133976,-688308
0.0906118,763959
0.0843095,656302
0.0775502,610573
0.0761974,600410
0.00551238,873226
0.0136807,919654
0.0990782,-69656.9
0.0320318,-523601
0.0818045,621663
0.0987243,402916
0.0756784,593160
0.0782737,612151
0.01019,-738514
0.0268284,-550986
0.097426,-765736
0.080858,627814
0.0757715,598156
0.078741,623804
0.00918454,-752455
0.0864906,701367
0.0241087,-571743
0.0211565,-604379
0.0783147,622921
0.0264173,-561672
0.0901851,-873187
0.0982163,-614848
0.0757072,592157
0.00706163,-768986
0.0210119,-599467
0.0164829,-639038
0.0171661,-636296
0.0978911,663864
0.0413029,-417132
0.0302517,-540425
0.0099159,-744347
0.0276223,-553211
0.0105996,902990
0.0402687,-449336
0.00325946,-772441
0.0990592,95450.5
0.0764554,601036
0.0780662,622746
0.0990141,173556
0.0219225,-595202
0.0759008,594175
0.0309042,-532573
0.0242279,997652
0.00359138,859914
0.0741516,570926
0.0102695,-736582
0.0726845,549773
0.0497499,-369520
0.003917,-803477
0.0721801,546869
0.0898461,759333
0.0156536,-650285
0.0741028,-1.00896e+06
0.0722407,548246
0.00220778,-668608
0.0968221,785612
0.0990629,80601.6
0.0717889,545643
0.0581434,-284533
0.0217986,-600349
0.080155,613787
0.0713097,544189
0.0990761,-34160.3
0.0983383,-576975
0.08393,648542
0.0888908,749095
0.0724202,550331
0.0217369,-602378
0.0419537,-421990
0.0834671,640824
0.0196022,-624881
0.0161773,-643703
0.0730235,555868
0.0902646,761397
0.0978211,-704015
0.0929792,771232
0.0306466,-538865
0.00941427,-751862
0.0709778,541811
0.0295516,-542000
0.0746963,581407
0.0445097,-399791
0.0817071,619546
0.0984977,497708
0.031586,-522706
0.082388,-942983
0.0762568,597557
0.0761957,596820
0.0605102,-1.09454e+06
0.00699378,-767140
0.0739938,563155
0.0751616,581652
0.0897459,-866737
0.0289972,-548248
0.0923148,-884769
0.089944,-867758
0.0729834,556144
0.0732076,558774
0.0722522,544882
0.0941778,793936
0.0246502,1.00177e+06
0.0972663,-782400
0.0973611,-771256
0.0729708,556263
0.0202593,976295
0.0782076,625121
0.0826712,628801
0.0986444,-456326
0.0775772,606827
0.0745511,571293
0.0306358,-533312
0.070841,544885
0.0699373,540042
0.00453226,-808836
0.068813,526379
0.0771363,619481
0.089088,750901
0.0780375,624847
0.0667908,504006
0.0955375,201572
0.0676812,516534
0.0104332,898983
0.0458738,-384056
0.0767604,-988182
0.0899622,-866217
0.0702238,542345
0.0834417,639602
0.0751991,581306
0.0166625,-637718
0.0742618,566251
0.0774123,622022
0.0968544,780535
0.0823721,-942181
0.0739175,569567
0.0164029,-648962
0.0983236,553280
0.0715439,541225
0.0892276,752205
0.0654163,484608
0.0647759,477048
0.00222319,726144
0.0246464,-570860
0.0439414,-394235
0.0106746,896830
0.00530831,-793363
0.0710558,539773
0.0645449,474891
0.00451723,-805896
0.0852057,-908975
0.0636253,464760
0.0986603,-445903
0.083769,-928160
0.0909363,-873679
0.0644234,470797
0.0946006,804047
0.00532415,877103
0.0953037,-893071
0.093969,787349
0.0113072,-722154
0.0636442,465707
0.0457371,-383384
0.0650586,482390
0.0947351,-890378
0.0650201,478063
0.0729778,548695
0.0678268,519648
0.0769009,618515
0.0925994,765903
0.0785066,607919
0.0629308,458907
0.065074,478507
0.065659,491496
0.0814571,616259
0.0350896,-489678
0.0864954,699217
0.094276,-887033
0.0295564,1.0157e+06
0.0175552,944707
0.0632616,460017
0.0915013,762106
0.0814212,-948872
0.0922416,764024
0.00627798,-760106
0.0855465,677564
0.0613983,458118
0.0744641,568234
0.00302455,-751719
0.00604527,-776061
0.00607607,-775976
0.0927552,-881802
0.0695317,531263
0.0952596,-892436
0.0773731,603555
0.0173978,-633607
0.00766985,-764838
0.0082579,-753605
0.00647061,867984
0.0650549,477537
0.0208686,-604157
0.037365,-452929
0.065576,490998
0.0602259,455660
0.0989653,-227012
0.0822839,622685
0.0253837,-556614
0.0436933,-397191
0.00643143,-766641
0.0318361,-527284
0.0739668,559999
0.0630509,457662
0.0310872,1.03734e+06
0.0676152,518318
0.0640855,471991
0.0307379,-535814
0.0577447,427529
0.0615988,460360
0.0882894,-865420
0.00437023,878421
0.0450988,-385101
0.0977379,681139
