x,v
0.0557799,-924789
0.0303182,695286
0.0323457,729227
0.0365292,795666
0.0527988,-981661
0.0419008,883116
0.029737,694034
0.0626499,-791884
0.0726156,-617011
0.0412217,876300
0.0702728,-676184
0.0669146,-740765
0.0704603,-676607
0.0705958,-686704
0.070747,-683567
0.0298455,702731
0.041595,879520
0.0683297,-713768
0.0658094,-752151
0.0319154,720351
0.0297836,700981
0.0338375,750725
0.0701486,-683896
0.0659607,-746809
0.0409333,872032
0.0705218,-680363
0.0728678,-603951
0.0389444,840684
0.0707142,-670954
0.0713101,-671367
0.0735276,-601555
0.0296885,700785
0.0351783,769959
0.0695269,-696622
0.0295686,696059
0.0386808,834966
0.0758925,-513748
0.0334434,743345
0.043606,896344
0.0673316,-733387
0.0312979,707260
0.0656005,-756856
0.0381146,823371
0.0368078,797872
0.0292432,684269
0.0661257,-748781
0.0291239,671093
0.0708488,-684002
0.0648616,-763287
0.0582759,-865071
0.0291522,668888
0.0712876,-644748
0.0654793,-757988
0.0331957,737920
0.0715018,-647002
0.0289989,676981
0.0707713,-664324
0.065164,-758392
0.0299696,680250
0.0494201,1.01794e+06
0.0289836,663154
0.0667923,-739357
0.0677855,-724008
0.028765,669130
0.0462811,940536
0.0414039,873531
0.0775364,-471753
0.0315408,708657
0.0516071,-997416
0.0336087,742914
0.0287738,671420
0.0588997,-846006
0.0727237,-612963
0.0286427,656081
0.069192,-696446
0.0726363,-626451
0.0703236,-675459
0.0713672,-648635
0.0752063,-527063
0.0285966,653035
0.0470933,959215
0.0330908,733780
0.059973,-832053
0.0307248,691486
0.0741381,-582377
0.0432311,888788
0.0378046,813241
0.0282746,650604
0.0313849,703821
0.0460225,933425
0.0360472,779700
0.0727257,-614638
0.028355,647109
0.0285452,667835
0.0642237,-756035
0.071984,-633108
0.0330474,732174
0.0281254,648834
0.0710085,-680814
0.0712545,-656300
0.0719056,-629558
0.0714655,-643918
0.0671391,-728917
0.0324012,721017
0.0374196,804394
0.050488,1.03896e+06
0.0311208,697379
0.0281946,640563
0.0460886,933988
0.0498431,1.02512e+06
0.0339538,744814
0.045482,920942
0.0295762,666403
0.0297196,669158
0.0660192,-738310
0.0296144,666740
0.0707534,-679007
0.0342764,749131
0.0624833,-790539
0.0312239,698620
0.0708818,-656865
0.0712823,-670143
0.0322864,717988
0.028868,651224
0.0358112,773195
0.0688511,-678163
0.0701976,-656894
0.0316448,705999
0.0726089,-622937
0.0278712,631274
0.0682365,-718008
0.0282946,664375
0.0720451,-634752
0.0441427,896825
0.065009,-754189
0.0289658,651707
0.0726437,-617028
0.0734869,-589508
0.0716316,-637986
0.0727258,-617834
0.0275668,622951
0.0697521,-672537
0.0717499,-641395
0.0681515,-716442
0.0274766,620137
0.0387977,828642
0.0725755,-625735
0.0278036,625886
0.0536888,1.09101e+06
0.0278137,648894
0.0336595,737418
0.0358352,771436
0.0271249,613787
0.0271411,612941
0.0717971,-630827
0.0399918,849037
0.0674133,-726284
0.0731323,-569226
0.0734717,-588577
0.0721479,-617153
0.0729844,-601969
0.0618418,-790075
0.0268613,605920
0.0347793,752741
0.0270488,619980
0.0270593,620639
0.0281572,665158
0.0560025,-912259
0.0271002,607045
0.0311157,692265
0.0760201,-514282
0.0719036,-650387
0.0792891,-386055
0.0472159,958160
0.0352269,759216
0.0732555,-587505
0.0743564,-566288
0.0368423,787674
0.0360516,772984
0.0716235,-632766
0.0270464,604113
0.0693293,-671840
0.0759906,-485338
0.033875,737987
0.0652227,-755782
0.0486582,994158
0.0264595,595235
0.027077,625617
0.0692192,-689937
0.0445952,900238
0.0718338,-632306
0.0740467,-538147
0.0383556,816502
0.0702403,-663141
0.0741472,-551528
0.0329286,722817
0.0373971,797110
0.0301386,670454
0.0283715,632441
0.0355449,762771
0.0273918,609679
0.0268078,595480
0.0617254,-798158
0.0319172,705275
0.0672303,-707751
0.0261499,584675
0.0261355,581822
0.0442336,893682
0.0727564,-601934
0.0736196,-570459
0.0290653,646864
0.0260289,579764
0.0270069,598655
0.0751426,-538019
0.0696267,-686650
0.0328061,719717
0.0265586,587095
0.0622522,-788003
0.0574453,-875239
0.0418977,867176
0.0261887,576739
0.0372957,793302
0.027237,636425
0.0657747,-741586
0.0754922,-529668
0.0264605,605478
0.0754142,-519155
0.0271355,633239
0.0576612,-858309
0.077486,-465176
0.0256363,562467
0.073547,-590886
0.028385,629857
0.0267465,618158
0.0259813,569345
0.0803776,-347623
0.0301355,667859
0.0763801,-479933
0.0728338,-584004
0.0569776,-892693
0.0477774,969553
0.0744647,-549224
0.0367405,780838
0.0567514,1.12793e+06
0.0311286,687189
0.0272107,599976
0.0349368,748952
0.0612884,-801901
0.0340215,735081
0.0267097,586465
0.0447667,899783
0.0315881,695786
0.0258309,582548
0.0269108,627180
0.0725619,-610520
