x,v
4.78878e-06,-115.236
4.29145e-05,964.193
2.97216e-05,499.436
2.50433e-05,310.184
1.32402e-05,-158.198
3.35493e-05,327.317
2.46931e-05,23.7707
0.0999551,-972.497
1.56883e-05,-384.631
3.46087e-05,212.775
4.17639e-05,417.993
2.43547e-05,-195.643
2.1358e-05,-320.514
7.40857e-06,-835.467
6.20351e-05,877.269
4.6869e-05,346.734
6.46632e-05,889.946
0.0999786,-57.139
1.9128e-05,-744.516
4.72198e-05,125.315
2.00934e-05,-803.914
0.0999751,-88.6827
2.12589e-05,-856.642
3.58604e-05,-478.131
6.0409e-05,256.937
5.9725e-05,59.302
8.25496e-05,636.998
6.74875e-05,-156.481
7.24419e-05,-74.5816
6.03664e-05,-552.047
7.16892e-05,-224.555
5.98869e-05,-667.934
0.000126078,1480.26
6.57052e-05,-607.19
8.91974e-05,142.618
0.000110318,780.058
5.37398e-05,-1130.93
0.000110145,741.006
0.000107991,660.864
5.92987e-05,-995.58
0.000103971,476.908
7.90932e-05,-493.916
0.000116432,717.458
0.000107035,395.882
9.32029e-05,-81.851
0.00011573,377.682
0.000138662,1108.83
2.75166e-05,-2704.41
0.000138008,953.813
0.000110742,-21.6757
0.000133401,650.4
0.000154596,1323.62
0.000106805,-544.233
0.000102308,-719.115
0.000134703,352.463
0.000147751,737.451
0.000126089,-9.61984
0.000140653,425.907
0.000107434,-748.047
0.000130929,26.8423
0.000123173,-256.665
0.000150239,562.292
0.000134335,-67.7658
0.00012131,-518.596
0.000146236,237.378
0.000110687,-1105.81
0.000153109,275.017
0.000152919,210.393
0.000182105,1166.66
0.000129209,-613.276
0.000134521,-469.487
0.000137014,-469.658
0.000158143,201.368
0.000139053,-593.174
0.000110304,-1601.44
0.00013605,-768.209
0.000172772,414.286
0.000144873,-582.324
0.000163492,5.04934
0.00015111,-549.248
0.000182717,454.411
0.000172586,66.7618
0.000171594,-249.379
0.000179778,-34.8454
0.00018211,-32.0431
0.000162175,-763.154
0.000194066,291.582
0.000219987,872.591
0.000205926,312.31
0.000223223,863.901
0.000217364,660.275
0.000217807,658.393
0.000227877,602.778
0.000219465,314.038
0.000213496,-159.658
0.000238198,622.155
0.000227589,251.836
0.000217001,-176.015
0.000208446,-486.195
0.000220556,-448.818
0.000223568,-365.073
0.000224129,-387.985
0.000249017,433.307
0.000198761,-1250.29
0.000245527,183.764
0.000245283,125.692
0.000264783,684.129
0.000235179,-319.369
0.000211286,-1157.45
0.000226575,-672.778
0.000271419,755.494
0.000251777,84.0837
0.000248426,-52.6059
0.000227474,-759.366
0.000280204,973.42
0.000240098,-663.219
0.00029213,1004.64
0.000261143,-36.6173
0.000256819,-230.731
0.000231105,-1121.19
0.000224448,-1359.76
0.000230785,-1173.49
0.000268694,23.5912
0.000237685,-1018.4
0.000313923,1439.74
0.000257492,-466.361
0.000264257,-265.841
0.000284776,409.842
0.000288011,442.758
0.00028063,130.101
0.000263732,-441.53
0.000309065,1061.33
0.000265668,-426.92
0.000311557,1069.46
0.000294906,497.754
0.000275735,-166.275
0.000259572,-879.922
0.000260549,-930.578
0.000284886,-194.247
0.000273721,-574.768
0.000227154,-2177.03
0.000279601,-486.967
0.000292594,-212.043
0.000314153,473.31
0.000274756,-981.514
0.000301811,-112.946
0.000271315,-1204.42
0.000329576,729.348
0.000303372,-185.763
0.000299603,-461.275
0.000312423,-92.1963
0.000342191,808.531
0.000313041,-204.794
0.000344973,809.682
0.000303566,-645.529
0.000322174,-50.2122
0.000290806,-1137.48
0.000297195,-957.817
0.00032677,-38.5229
0.000278174,-1783.36
0.00034357,371.634
0.000389302,1887.79
0.000360275,761.967
0.000314503,-805.432
0.000333783,-270.99
0.000343725,43.772
0.000320458,-765.116
0.000351745,186.238
0.000315709,-1106.6
0.000334637,-500.609
0.000306335,-1502.33
0.000326736,-897.187
0.000316477,-1347.4
0.000333622,-800.854
0.000366599,265.125
0.00031614,-1425.22
0.000308691,-1723.5
0.000385343,740.1
0.000313642,-1683.33
0.000419826,1839.63
0.000330699,-1189.67
0.000368098,32.0538
0.000323269,-1470.65
0.000355497,-421.297
0.000371831,114.859
0.000348345,-684.71
0.000345604,-917.588
0.000385006,370.89
0.000332849,-1376.09
0.000355836,-618.137
0.000378769,-61.8116
0.000391044,272.432
0.000308527,-2494.91
0.0003901,149.396
0.000403309,531.452
0.000413985,679.195
0.000357098,-1242.1
0.000412159,285.301
0.000414921,185.877
0.000405572,-292.272
0.000439788,831.655
0.000432953,578.833
0.000470617,1826.05
0.00040112,-498.967
