t, ft, filtered ft Array, filtered ft Vector
1.22378,-0.256765,-0.268491,-0.268491
1.22777,-0.242313,-0.242437,-0.242437
1.23177,-0.124629,-0.191858,-0.191858
1.23576,-0.243954,-0.153157,-0.153157
1.23976,-0.0219961,-0.110744,-0.110744
1.24376,-0.0672242,-0.0481999,-0.0481999
1.24775,-0.0132757,-0.018992,-0.018992
1.25175,0.0196111,0.0348854,0.0348854
1.25574,0.0596702,0.0529069,0.0529069
1.25974,0.159266,0.119344,0.119344
1.26374,0.201411,0.164854,0.164854
1.26773,0.064522,0.209932,0.209932
1.27173,0.350338,0.251891,0.251891
1.27572,0.0736075,0.272788,0.272788
1.27972,0.486851,0.30285,0.30285
1.28372,0.478615,0.351232,0.351232
1.28771,0.428636,0.39465,0.39465
1.29171,0.448275,0.435787,0.435787
1.2957,0.249476,0.439576,0.439576
1.2997,0.390353,0.495596,0.495596
1.3037,0.691471,0.510266,0.510266
1.30769,0.67901,0.519238,0.519238
1.31169,0.517028,0.536119,0.536119
1.31568,0.392015,0.537657,0.537657
1.31968,0.689822,0.562084,0.562084
1.32368,0.648219,0.568391,0.568391
1.32767,0.577308,0.549474,0.549474
1.33167,0.614329,0.531947,0.531947
1.33566,0.465196,0.52353,0.52353
1.33966,0.518168,0.534801,0.534801
1.34366,0.459737,0.519199,0.519199
1.34765,0.483386,0.508148,0.508148
1.35165,0.486211,0.484863,0.484863
1.35564,0.424436,0.459092,0.459092
1.35964,0.515997,0.455156,0.455156
1.36364,0.518201,0.445481,0.445481
1.36763,0.526655,0.407658,0.407658
1.37163,0.321181,0.38024,0.38024
1.37562,0.330847,0.37444,0.37444
1.37962,0.421892,0.368271,0.368271
1.38362,0.411748,0.320304,0.320304
1.38761,0.0436858,0.301843,0.301843
1.39161,0.181786,0.277096,0.277096
1.3956,0.422412,0.257783,0.257783
1.3996,0.356572,0.236353,0.236353
1.4036,-0.0116314,0.189415,0.189415
1.40759,0.315121,0.139143,0.139143
1.41159,0.254441,0.133799,0.133799
1.41558,0.108744,0.106525,0.106525
1.41958,0.095116,0.0551063,0.0551063
1.42358,-0.094427,-0.00133569,-0.00133569
1.42757,-0.141247,-0.0243218,-0.0243218
1.43157,-0.0150993,-0.0808618,-0.0808618
1.43556,-0.118231,-0.135382,-0.135382
1.43956,-0.143189,-0.179306,-0.179306
1.44356,-0.26429,-0.228673,-0.228673
1.44755,-0.264478,-0.244714,-0.244714
1.45155,-0.306819,-0.265297,-0.265297
1.45554,-0.345277,-0.299143,-0.299143
1.45954,-0.374425,-0.311501,-0.311501
1.46354,-0.447924,-0.326635,-0.326635
1.46753,-0.27088,-0.32975,-0.32975
1.47153,-0.367651,-0.328185,-0.328185
1.47552,-0.387411,-0.36324,-0.36324
1.47952,-0.254164,-0.384415,-0.384415
1.48352,-0.309664,-0.377408,-0.377408
1.48751,-0.298557,-0.396307,-0.396307
1.49151,-0.247264,-0.41302,-0.41302
1.4955,-0.692422,-0.427589,-0.427589
1.4995,-0.578199,-0.431738,-0.431738
1.5035,-0.297347,-0.449512,-0.449512
1.50749,-0.655819,-0.466982,-0.466982
1.51149,-0.454721,-0.475566,-0.475566
1.51548,-0.527906,-0.494368,-0.494368
1.51948,-0.433059,-0.464482,-0.464482
1.52348,-0.449674,-0.443271,-0.443271
1.52747,-0.501831,-0.444138,-0.444138
1.53147,-0.392983,-0.408994,-0.408994
1.53546,-0.454088,-0.386102,-0.386102
1.53946,-0.36367,-0.353894,-0.353894
1.54346,-0.344889,-0.334926,-0.334926
1.54745,-0.306875,-0.31684,-0.31684
1.55145,-0.269237,-0.28648,-0.28648
1.55544,-0.202909,-0.257564,-0.257564
1.55944,-0.173625,-0.225219,-0.225219
1.56344,-0.224403,-0.187558,-0.187558
1.56743,-0.250736,-0.163533,-0.163533
1.57143,-0.167864,-0.112621,-0.112621
1.57542,-0.0749053,-0.0622623,-0.0622623
1.57942,-0.0982913,-0.0377685,-0.0377685
1.58342,0.0505923,-0.00979214,-0.00979214
1.58741,-0.0806053,0.0113756,0.0113756
1.59141,0.253158,0.0479023,0.0479023
1.5954,0.284703,0.0779948,0.0779948
1.5994,0.0665228,0.121724,0.121724
1.6034,0.134115,0.149028,0.149028
1.60739,0.0084419,0.174384,0.174384
1.61139,0.151059,0.222388,0.222388
1.61538,0.163153,0.228032,0.228032
1.61938,0.406121,0.232849,0.232849
1.62338,0.202051,0.263008,0.263008
1.62737,0.329503,0.288577,0.288577
1.63137,0.447442,0.326086,0.326086
1.63536,0.315242,0.349118,0.349118
1.63936,0.337689,0.374977,0.374977
1.64336,0.398271,0.378601,0.378601
1.64735,0.415376,0.390191,0.390191
1.65135,0.421034,0.402028,0.402028
1.65534,0.40442,0.392963,0.392963
1.65934,0.447596,0.401648,0.401648
1.66334,0.445991,0.41945,0.41945
1.66733,0.329532,0.437286,0.437286
1.67133,0.45971,0.453026,0.453026
1.67532,0.347737,0.460768,0.460768
1.67932,0.410775,0.43665,0.43665
1.68332,0.533506,0.442451,0.442451
1.68731,0.594465,0.446409,0.446409
1.69131,0.588522,0.446792,0.446792
1.6953,0.506195,0.418682,0.418682
1.6993,0.139119,0.399545,0.399545
1.7033,0.511413,0.372838,0.372838
1.70729,0.489525,0.347749,0.347749
1.71129,0.333751,0.312885,0.312885
1.71528,0.150493,0.274282,0.274282
1.71928,0.137231,0.231375,0.231375
1.72328,0.116993,0.223635,0.223635
1.72727,0.257528,0.180207,0.180207
1.73127,0.21096,0.134325,0.134325
1.73526,0.163889,0.0985095,0.0985095
1.73926,0.0342259,0.0750988,0.0750988
1.74326,0.0539721,0.0569196,0.0569196
1.74725,0.0337143,0.0366118,0.0366118
1.75125,-0.0151772,0.00513096,0.00513096
1.75524,-0.0602247,-0.0405135,-0.0405135
1.75924,-0.107025,-0.0760657,-0.0760657
1.76324,-0.0627401,-0.0936323,-0.0936323
1.76723,-0.106392,-0.111835,-0.111835
1.77123,-0.0887616,-0.154683,-0.154683
1.77522,-0.291129,-0.162997,-0.162997
1.77922,-0.227185,-0.2045,-0.2045
1.78322,-0.159006,-0.239022,-0.239022
1.78721,-0.146254,-0.261116,-0.261116
1.79121,-0.437621,-0.29193,-0.29193
1.7952,-0.106625,-0.306613,-0.306613
1.7992,-0.516761,-0.326326,-0.326326
1.8032,-0.486768,-0.335439,-0.335439
1.80719,-0.305768,-0.367805,-0.367805
1.81119,-0.445355,-0.398186,-0.398186
1.81518,-0.250271,-0.396252,-0.396252
1.81918,-0.507973,-0.421526,-0.421526
1.82318,-0.327429,-0.413248,-0.413248
1.82717,-0.515025,-0.403997,-0.403997
1.83117,-0.480454,-0.410221,-0.410221
1.83516,-0.416348,-0.401254,-0.401254
1.83916,-0.384638,-0.414742,-0.414742
1.84316,-0.425702,-0.396744,-0.396744
1.84715,-0.385004,-0.40091,-0.40091
1.85115,-0.374232,-0.391684,-0.391684
1.85514,-0.346715,-0.379871,-0.379871
1.85914,-0.398637,-0.353757,-0.353757
1.86314,-0.31,-0.329474,-0.329474
1.86713,-0.373252,-0.312534,-0.312534
1.87113,-0.413542,-0.28438,-0.28438
1.87512,-0.350506,-0.262967,-0.262967
1.87912,-0.129097,-0.257722,-0.257722
1.88312,-0.117526,-0.214411,-0.214411
1.88711,-0.239364,-0.190668,-0.190668
1.89111,-0.075304,-0.167459,-0.167459
1.8951,-0.138695,-0.142912,-0.142912
1.8991,-0.289016,-0.107653,-0.107653
1.9031,0.0777786,-0.0790495,-0.0790495
1.90709,-0.048822,-0.0563469,-0.0563469
1.91109,-0.117956,-0.0276762,-0.0276762
1.91508,-0.143521,-0.0152866,-0.0152866
1.91908,0.0373407,0.0114029,0.0114029
1.92308,0.185541,0.0506677,0.0506677
1.92707,0.132203,0.0609799,0.0609799
1.93107,0.0760135,0.0864319,0.0864319
1.93506,0.0609822,0.117653,0.117653
1.93906,0.154888,0.158438,0.158438
1.94306,0.142898,0.180271,0.180271
1.94705,0.191212,0.184337,0.184337
1.95105,0.23115,0.194187,0.194187
1.95504,0.225479,0.208722,0.208722
1.95904,0.305116,0.241492,0.241492
1.96304,0.277503,0.247339,0.247339
1.96703,0.230257,0.257273,0.257273
1.97103,0.240561,0.276973,0.276973
1.97502,0.235895,0.298942,0.298942
1.97902,0.421454,0.299459,0.299459
1.98302,0.2192,0.313676,0.313676
1.98701,0.252179,0.311826,0.311826
1.99101,0.407905,0.313009,0.313009
1.995,0.472808,0.316673,0.316673
1.999,0.231175,0.339254,0.339254
2.003,0.461495,0.324614,0.324614
2.00699,0.257152,0.337512,0.337512
2.01099,0.243274,0.339262,0.339262
2.01499,0.280869,0.325511,0.325511
2.01898,0.484279,0.311025,0.311025
2.02298,0.260417,0.31226,0.31226
2.02697,0.361078,0.291549,0.291549
2.03097,0.271428,0.286537,0.286537
2.03497,0.256641,0.279963,0.279963
2.03896,0.31346,0.271193,0.271193
2.04296,0.244767,0.235931,0.235931
2.04695,0.233673,0.227992,0.227992
2.05095,0.202019,0.199498,0.199498
2.05494,0.170959,0.186682,0.186682
2.05894,0.184398,0.168073,0.168073
2.06294,0.0963961,0.130447,0.130447
2.06693,0.173098,0.112358,0.112358
2.07093,0.0476364,0.0738204,0.0738204
2.07492,0.130451,0.0495576,0.0495576
2.07892,0.051947,0.0344304,0.0344304
2.08292,-0.100429,0.00622444,0.00622444
2.08691,0.0457916,-0.0263053,-0.0263053
2.09091,-0.190243,-0.0583616,-0.0583616
2.0949,-0.0648723,-0.0849244,-0.0849244
2.0989,0.00456009,-0.115,-0.115
2.1029,-0.125867,-0.150295,-0.150295
2.10689,-0.261431,-0.162357,-0.162357
2.11089,-0.179521,-0.198251,-0.198251
2.11489,-0.244554,-0.211105,-0.211105
2.11888,-0.200376,-0.232316,-0.232316
2.12288,-0.336303,-0.260365,-0.260365
2.12687,-0.23311,-0.27828,-0.27828
2.13087,-0.349043,-0.284317,-0.284317
2.13487,-0.331632,-0.298095,-0.298095
2.13886,-0.2982,-0.307493,-0.307493
2.14286,-0.303975,-0.315064,-0.315064
2.14685,-0.322935,-0.315766,-0.315766
2.15085,-0.327834,-0.319359,-0.319359
2.15485,-0.33108,-0.314698,-0.314698
2.15884,-0.34794,-0.302665,-0.302665
2.16284,-0.283651,-0.300457,-0.300457
2.16683,-0.344029,-0.288219,-0.288219
2.17083,-0.272627,-0.296791,-0.296791
2.17483,-0.297772,-0.302231,-0.302231
2.17882,-0.199272,-0.308425,-0.308425
2.18282,-0.273915,-0.294739,-0.294739
2.18681,-0.169357,-0.291132,-0.291132
2.19081,-0.417225,-0.268903,-0.268903
2.19481,-0.387676,-0.262215,-0.262215
2.1988,-0.399208,-0.261704,-0.261704
2.2028,-0.197393,-0.264287,-0.264287
2.20679,-0.243983,-0.249632,-0.249632
2.21079,-0.0995036,-0.242089,-0.242089
2.21479,-0.199063,-0.214917,-0.214917
2.21878,-0.292153,-0.189209,-0.189209
2.22278,-0.227678,-0.15999,-0.15999
2.22677,-0.112716,-0.142752,-0.142752
2.23077,-0.0863768,-0.11991,-0.11991
2.23477,-0.118334,-0.11025,-0.11025
2.23876,-0.104895,-0.0882075,-0.0882075
2.24276,-0.0777959,-0.0544889,-0.0544889
2.24675,-0.00776996,-0.0289031,-0.0289031
2.25075,0.00727761,-0.00815018,-0.00815018
2.25475,0.00675396,0.0115994,0.0115994
2.25874,0.0434039,0.027672,0.027672
2.26274,0.0787515,0.054027,0.054027
2.26673,0.0537659,0.0864898,0.0864898
2.27073,0.115566,0.106028,0.106028
2.27473,0.130869,0.118167,0.118167
2.27872,0.0584651,0.148952,0.148952
2.28272,0.18501,0.174605,0.174605
2.28671,0.279295,0.204661,0.204661
2.29071,0.20715,0.238073,0.238073
2.29471,0.140805,0.245126,0.245126
2.2987,0.345393,0.264583,0.264583
2.3027,0.325581,0.281192,0.281192
2.30669,0.409369,0.283868,0.283868
2.31069,0.421303,0.2904,0.2904
2.31469,0.193144,0.29475,0.29475
2.31868,0.344894,0.306451,0.306451
2.32268,0.241165,0.304602,0.304602
2.32667,0.214445,0.301729,0.301729
2.33067,0.35115,0.29114,0.29114
2.33467,0.254996,0.279649,0.279649
2.33866,0.269524,0.290218,0.290218
2.34266,0.325055,0.281301,0.281301
2.34665,0.29397,0.281067,0.281067
2.35065,0.292897,0.278223,0.278223
2.35465,0.294898,0.269312,0.269312
2.35864,0.309403,0.269476,0.269476
2.36264,0.246811,0.256663,0.256663
2.36663,0.238592,0.234103,0.234103
2.37063,0.18316,0.224967,0.224967
2.37463,0.253125,0.20359,0.20359
2.37862,0.256803,0.181334,0.181334
2.38262,0.128581,0.165983,0.165983
2.38661,0.0768937,0.140279,0.140279
2.39061,0.193475,0.12081,0.12081
2.39461,0.0577441,0.11254,0.11254
2.3986,0.0500832,0.0961717,0.0961717
2.4026,0.140542,0.0682686,0.0682686
2.40659,-0.035929,0.0569739,0.0569739
2.41059,0.0244285,0.0498097,0.0498097
2.41459,0.0921895,0.022997,0.022997
2.41858,0.0730784,0.00294349,0.00294349
2.42258,-0.0501315,-0.0166165,-0.0166165
2.42657,0.0043397,-0.0431947,-0.0431947
2.43057,-0.00191277,-0.0557773,-0.0557773
2.43457,-0.101465,-0.0741575,-0.0741575
2.43856,-0.162845,-0.0989636,-0.0989636
2.44256,-0.165077,-0.13022,-0.13022
2.44655,-0.151818,-0.14682,-0.14682
2.45055,-0.174337,-0.169854,-0.169854
2.45455,-0.177754,-0.186209,-0.186209
2.45854,-0.180678,-0.204731,-0.204731
2.46254,-0.270739,-0.224512,-0.224512
2.46653,-0.232732,-0.232856,-0.232856
2.47053,-0.249036,-0.239939,-0.239939
2.47453,-0.181816,-0.247901,-0.247901
2.47852,-0.305211,-0.246531,-0.246531
2.48252,-0.380432,-0.262671,-0.262671
2.48651,-0.256868,-0.253146,-0.253146
2.49051,-0.229722,-0.265948,-0.265948
2.49451,-0.26192,-0.27307,-0.27307
2.4985,-0.162687,-0.270074,-0.270074
2.5025,-0.35822,-0.269388,-0.269388
2.50649,-0.165961,-0.259163,-0.259163
2.51049,-0.373552,-0.252683,-0.252683
2.51449,-0.327382,-0.248013,-0.248013
2.51848,-0.148863,-0.245213,-0.245213
2.52248,-0.297662,-0.245932,-0.245932
2.52647,-0.267959,-0.230776,-0.230776
2.53047,-0.185586,-0.230543,-0.230543
2.53447,-0.178356,-0.210498,-0.210498
2.53846,-0.231115,-0.195028,-0.195028
2.54246,-0.170591,-0.190874,-0.190874
2.54645,-0.191508,-0.175227,-0.175227
2.55045,-0.163396,-0.163412,-0.163412
2.55445,-0.153064,-0.145079,-0.145079
2.55844,-0.157204,-0.128526,-0.128526
2.56244,-0.103168,-0.100444,-0.100444
2.56643,-0.125551,-0.0909219,-0.0909219
2.57043,-0.137995,-0.0641843,-0.0641843
2.57443,0.0160776,-0.0531071,-0.0531071
2.57842,0.00372452,-0.0330239,-0.0330239
2.58242,0.0777956,-0.0181912,-0.0181912
2.58641,-0.0658539,-0.00741419,-0.00741419
2.59041,0.102607,0.00526489,0.00526489
2.59441,-0.0415471,0.0265417,0.0265417
2.5984,0.0678511,0.048837,0.048837
2.6024,0.00595553,0.0566555,0.0566555
2.60639,0.0153795,0.0651772,0.0651772
2.61039,0.0139193,0.0834173,0.0834173
2.61439,0.0960504,0.0933376,0.0933376
2.61838,0.261326,0.1206,0.1206
2.62238,0.0897284,0.13396,0.13396
2.62637,0.171534,0.155072,0.155072
2.63037,0.134787,0.176682,0.176682
2.63437,0.211729,0.199229,0.199229
2.63836,0.25834,0.214794,0.214794
2.64236,0.214812,0.215875,0.215875
2.64635,0.238185,0.231929,0.231929
2.65035,0.25309,0.240469,0.240469
2.65435,0.261942,0.24869,0.24869
2.65834,0.267262,0.253837,0.253837
2.66234,0.273212,0.254003,0.254003
2.66633,0.266323,0.2662,0.2662
2.67033,0.265481,0.261715,0.261715
2.67433,0.225215,0.258135,0.258135
2.67832,0.268344,0.26519,0.26519
2.68232,0.260171,0.261323,0.261323
2.68631,0.348977,0.262912,0.262912
2.69031,0.188846,0.263901,0.263901
2.69431,0.213715,0.25296,0.25296
2.6983,0.339543,0.239468,0.239468
2.7023,0.224726,0.219267,0.219267
2.70629,0.290694,0.198999,0.198999
2.71029,0.277203,0.181839,0.181839
2.71429,0.14513,0.16605,0.16605
2.71828,0.0768012,0.14907,0.14907
2.72228,0.0461286,0.122896,0.122896
2.72627,0.0372287,0.1031,0.1031
2.73027,0.160212,0.0765899,0.0765899
2.73427,0.0151701,0.0498364,0.0498364
2.73826,0.0269302,0.0330139,0.0330139
2.74226,0.0516283,0.0223077,0.0223077
2.74625,0.00697338,0.0121916,0.0121916
2.75025,-0.000916329,-0.00436627,-0.00436627
2.75425,-0.0170852,-0.0331383,-0.0331383
2.75824,-0.0399177,-0.0524993,-0.0524993
2.76224,-0.0409665,-0.0772784,-0.0772784
2.76623,-0.0651488,-0.0975067,-0.0975067
2.77023,-0.144908,-0.113752,-0.113752
2.77423,-0.156281,-0.12785,-0.12785
2.77822,-0.197801,-0.137612,-0.137612
2.78222,-0.24564,-0.155401,-0.155401
2.78621,-0.170883,-0.171793,-0.171793
2.79021,-0.171721,-0.177533,-0.177533
2.79421,-0.156001,-0.186817,-0.186817
2.7982,-0.124467,-0.201297,-0.201297
2.8022,-0.235589,-0.209669,-0.209669
2.80619,-0.22128,-0.207603,-0.207603
2.81019,-0.128296,-0.215099,-0.215099
2.81419,-0.247033,-0.218528,-0.218528
2.81818,-0.315557,-0.226104,-0.226104
2.82218,-0.289893,-0.238739,-0.238739
2.82617,-0.222911,-0.238848,-0.238848
2.83017,-0.253341,-0.239468,-0.239468
2.83417,-0.209445,-0.247238,-0.247238
2.83816,-0.23933,-0.244928,-0.244928
2.84216,-0.26346,-0.231124,-0.231124
2.84615,-0.236781,-0.220588,-0.220588
2.85015,-0.228096,-0.213321,-0.213321
2.85415,-0.213772,-0.212276,-0.212276
2.85814,-0.221621,-0.205234,-0.205234
2.86214,-0.16371,-0.205622,-0.205622
2.86613,-0.174001,-0.191564,-0.191564
2.87013,-0.14297,-0.174236,-0.174236
2.87413,-0.241853,-0.164212,-0.164212
2.87812,-0.131981,-0.147843,-0.147843
2.88212,-0.243601,-0.126757,-0.126757
2.88611,-0.108824,-0.113432,-0.113432
2.89011,-0.046169,-0.107061,-0.107061
2.89411,-0.117827,-0.0959383,-0.0959383
2.8981,-0.0337219,-0.0734556,-0.0734556
2.9021,0.0103307,-0.0658949,-0.0658949
2.90609,-0.017132,-0.0328849,-0.0328849
2.91009,-0.103921,-0.0164545,-0.0164545
2.91409,-0.0206227,-0.00475599,-0.00475599
2.91808,0.00545649,0.0119701,0.0119701
2.92208,-0.0488128,0.0260561,0.0260561
2.92607,0.11951,0.0368744,0.0368744
2.93007,0.0719098,0.0506589,0.0506589
2.93407,0.0825149,0.0740854,0.0740854
2.93806,0.0661601,0.092373,0.092373
2.94206,0.121224,0.107618,0.107618
2.94605,0.129332,0.133402,0.133402
2.95005,0.134497,0.140363,0.140363
2.95405,0.15377,0.151604,0.151604
2.95804,0.180541,0.169903,0.169903
2.96204,0.173151,0.181519,0.181519
2.96603,0.234813,0.185379,0.185379
2.97003,0.196074,0.194888,0.194888
2.97403,0.195571,0.208225,0.208225
2.97802,0.283803,0.214896,0.214896
2.98202,0.193932,0.226859,0.226859
2.98601,0.163683,0.230776,0.230776
2.99001,0.23393,0.22936,0.22936
2.99401,0.281202,0.226607,0.226607
2.998,0.22715,0.22098,0.22098
3.002,0.312142,0.209408,0.209408
3.00599,0.216241,0.208743,0.208743
3.00999,0.219235,0.21108,0.21108
3.01399,0.165792,0.208453,0.208453
3.01798,0.133674,0.199863,0.199863
3.02198,0.156507,0.191522,0.191522
3.02597,0.186615,0.175651,0.175651
3.02997,0.189389,0.167652,0.167652
3.03397,0.205032,0.15807,0.15807
3.03796,0.18672,0.154311,0.154311
3.04196,0.135394,0.146288,0.146288
3.04595,0.137563,0.136084,0.136084
3.04995,0.128252,0.120833,0.120833
3.05395,0.113837,0.105885,0.105885
3.05794,0.124443,0.0956993,0.0956993
3.06194,0.0454162,0.0817068,0.0817068
3.06593,0.0442589,0.0665269,0.0665269
3.06993,0.018856,0.0450743,0.0450743
3.07393,0.0249628,0.020259,0.020259
3.07792,0.0929889,0.00288235,0.00288235
3.08192,0.0328031,-0.0153144,-0.0153144
3.08591,-0.0315845,-0.0291883,-0.0291883
3.08991,-0.0984158,-0.0456267,-0.0456267
3.09391,-0.144716,-0.053015,-0.053015
3.0979,-0.0773064,-0.0639828,-0.0639828
3.1019,-0.0757208,-0.0864129,-0.0864129
3.10589,-0.107197,-0.103458,-0.103458
3.10989,-0.136564,-0.117711,-0.117711
3.11389,-0.0624152,-0.128484,-0.128484
3.11788,-0.0956829,-0.12965,-0.12965
3.12188,-0.153742,-0.141117,-0.141117
3.12587,-0.154693,-0.15277,-0.15277
3.12987,-0.188372,-0.160888,-0.160888
3.13387,-0.216913,-0.166303,-0.166303
3.13786,-0.157548,-0.177806,-0.177806
3.14186,-0.20344,-0.1851,-0.1851
3.14585,-0.203903,-0.187808,-0.187808
3.14985,-0.196491,-0.192112,-0.192112
3.15385,-0.196136,-0.193081,-0.193081
3.15784,-0.188943,-0.189622,-0.189622
3.16184,-0.175919,-0.18592,-0.18592
3.16583,-0.183536,-0.180291,-0.180291
3.16983,-0.20203,-0.183353,-0.183353
3.17383,-0.199035,-0.187893,-0.187893
3.17782,-0.178866,-0.182792,-0.182792
3.18182,-0.116818,-0.187942,-0.187942
3.18581,-0.141528,-0.19412,-0.19412
3.18981,-0.237581,-0.191995,-0.191995
3.19381,-0.246431,-0.180897,-0.180897
3.1978,-0.140026,-0.17276,-0.17276
3.2018,-0.245588,-0.169198,-0.169198
3.20579,-0.243884,-0.169658,-0.169658
3.20979,-0.160157,-0.159875,-0.159875
3.21379,-0.0799486,-0.142627,-0.142627
3.21778,-0.109535,-0.125565,-0.125565
3.22178,-0.13968,-0.114506,-0.114506
3.22577,-0.121874,-0.0938418,-0.0938418
3.22977,-0.0339222,-0.0716974,-0.0716974
3.23377,-0.0478503,-0.0568629,-0.0568629
3.23776,-0.0587484,-0.0460371,-0.0460371
3.24176,-0.0183808,-0.0330585,-0.0330585
3.24575,-0.0182799,-0.0131171,-0.0131171
3.24975,-0.000296006,0.00649648,0.00649648
3.25375,0.00302308,0.0150627,0.0150627
3.25774,0.0391351,0.0281264,0.0281264
3.26174,0.0332293,0.0460918,0.0460918
3.26573,0.0796756,0.0654044,0.0654044
3.26973,0.0938758,0.0816557,0.0816557
3.27373,0.0603065,0.0974846,0.0974846
3.27772,0.0958504,0.102731,0.102731
3.28172,0.138871,0.112171,0.112171
3.28571,0.194057,0.131957,0.131957
3.28971,0.160485,0.146034,0.146034
3.29371,0.173822,0.147468,0.147468
3.2977,0.060733,0.159748,0.159748
3.3017,0.14298,0.172305,0.172305
3.30569,0.250875,0.17274,0.17274
3.30969,0.234513,0.173065,0.173065
3.31369,0.10965,0.179061,0.179061
3.31768,0.195386,0.178357,0.178357
3.32168,0.233986,0.191435,0.191435
3.32567,0.143649,0.195537,0.195537
3.32967,0.197635,0.18889,0.18889
3.33367,0.226445,0.183349,0.183349
3.33766,0.166075,0.189196,0.189196
3.34166,0.204594,0.186042,0.186042
3.34565,0.188102,0.176452,0.176452
3.34965,0.177749,0.172823,0.172823
3.35365,0.173571,0.16475,0.16475
3.35764,0.173969,0.15519,0.15519
3.36164,0.160686,0.145611,0.145611
3.36563,0.128502,0.138924,0.138924
3.36963,0.103725,0.132625,0.132625
3.37363,0.10883,0.12706,0.12706
3.37762,0.121292,0.116472,0.116472
3.38162,0.0607043,0.101282,0.101282
3.38561,0.131031,0.0940235,0.0940235
3.38961,0.118815,0.0876927,0.0876927
3.39361,0.116537,0.0835993,0.0835993
3.3976,0.0571034,0.0765054,0.0765054
3.4016,0.00687562,0.0601598,0.0601598
3.40559,0.0808431,0.0465222,0.0465222
3.40959,0.0588641,0.0290324,0.0290324
3.41359,0.0586967,0.0135515,0.0135515
3.41758,0.0307969,-0.00032869,-0.00032869
3.42158,-0.05851,-0.0132694,-0.0132694
3.42557,-0.0893087,-0.0222734,-0.0222734
3.42957,-0.0613568,-0.0391018,-0.0391018
3.43357,-0.0514743,-0.0543235,-0.0543235
3.43756,-0.0361455,-0.0693706,-0.0693706
3.44156,-0.0852444,-0.086223,-0.086223
3.44555,-0.0921686,-0.0914972,-0.0914972
3.44955,-0.104269,-0.101404,-0.101404
3.45355,-0.108575,-0.11263,-0.11263
3.45754,-0.106822,-0.116877,-0.116877
3.46154,-0.154579,-0.124974,-0.124974
3.46553,-0.116526,-0.134637,-0.134637
3.46953,-0.198287,-0.147468,-0.147468
3.47353,-0.184844,-0.159201,-0.159201
3.47752,-0.0981853,-0.170561,-0.170561
3.48152,-0.12521,-0.169203,-0.169203
3.48551,-0.191544,-0.175576,-0.175576
3.48951,-0.233302,-0.176906,-0.176906
3.49351,-0.233333,-0.171771,-0.171771
3.4975,-0.233539,-0.173975,-0.173975
3.5015,-0.0918842,-0.173344,-0.173344
3.50549,-0.224684,-0.17227,-0.17227
3.50949,-0.131149,-0.168795,-0.168795
3.51349,-0.141804,-0.159062,-0.159062
3.51748,-0.209086,-0.14816,-0.14816
3.52148,-0.0912522,-0.13968,-0.13968
