t, ft, filtered ft Array, filtered ft Vector
1.23976,-0.0878012,-0.0737897,-0.0737897
1.24376,-0.087892,-0.0703978,-0.0703978
1.24775,-0.0355001,-0.0345809,-0.0345809
1.25175,0.0196494,0.00942292,0.00942292
1.25574,0.0441195,0.0687431,0.0687431
1.25974,0.14246,0.0934169,0.0934169
1.26374,0.0936709,0.139426,0.139426
1.26773,0.182146,0.148696,0.148696
1.27173,0.170272,0.182468,0.182468
1.27572,0.194985,0.175512,0.175512
1.27972,0.16128,0.170815,0.170815
1.28372,0.156179,0.157054,0.157054
1.28771,0.153702,0.179567,0.179567
1.29171,0.228821,0.258851,0.258851
1.2957,0.394031,0.291896,0.291896
1.2997,0.252837,0.343761,0.343761
1.3037,0.384414,0.383615,0.383615
1.30769,0.513593,0.536679,0.536679
1.31169,0.71203,0.49827,0.49827
1.31568,0.269186,0.546202,0.546202
1.31968,0.65739,0.498901,0.498901
1.32368,0.570127,0.528338,0.528338
1.32767,0.357498,0.496688,0.496688
1.33167,0.562441,0.446637,0.446637
1.33566,0.419972,0.505989,0.505989
1.33966,0.535554,0.489729,0.489729
1.34366,0.513661,0.507581,0.507581
1.34765,0.473527,0.48764,0.48764
1.35165,0.475731,0.471291,0.471291
1.35564,0.464616,0.482156,0.482156
1.35964,0.506121,0.484662,0.484662
1.36364,0.483248,0.479661,0.479661
1.36763,0.449613,0.425525,0.425525
1.37163,0.343713,0.40054,0.40054
1.37562,0.408295,0.375302,0.375302
1.37962,0.373898,0.335705,0.335705
1.38362,0.224921,0.318571,0.318571
1.38761,0.356895,0.233001,0.233001
1.39161,0.117186,0.14218,0.14218
1.3956,-0.0475427,0.0849008,0.0849008
1.3996,0.185059,0.100112,0.100112
1.4036,0.162819,0.202995,0.202995
1.40759,0.261108,0.109611,0.109611
1.41159,-0.095094,0.0429052,0.0429052
1.41558,-0.037298,0.0111994,0.0111994
1.41958,0.16599,0.016152,0.016152
1.42358,-0.0802363,0.0435746,0.0435746
1.42757,0.0449701,-0.0579593,-0.0579593
1.43157,-0.138612,-0.057909,-0.057909
1.43556,-0.0800852,-0.132947,-0.132947
1.43956,-0.180143,-0.165691,-0.165691
1.44356,-0.236846,-0.223382,-0.223382
1.44755,-0.253158,-0.259378,-0.259378
1.45155,-0.288131,-0.287022,-0.287022
1.45554,-0.319777,-0.336153,-0.336153
1.45954,-0.400553,-0.384583,-0.384583
1.46354,-0.43342,-0.374697,-0.374697
1.46753,-0.290118,-0.335324,-0.335324
1.47153,-0.282434,-0.343745,-0.343745
1.47552,-0.458683,-0.456213,-0.456213
1.47952,-0.627522,-0.484728,-0.484728
1.48352,-0.367978,-0.413379,-0.413379
1.48751,-0.244637,-0.307758,-0.307758
1.49151,-0.310661,-0.366664,-0.366664
1.4955,-0.544695,-0.415445,-0.415445
1.4995,-0.390979,-0.485538,-0.485538
1.5035,-0.520939,-0.393626,-0.393626
1.50749,-0.26896,-0.48576,-0.48576
1.51149,-0.667379,-0.428494,-0.428494
1.51548,-0.349143,-0.504636,-0.504636
1.51948,-0.497385,-0.383685,-0.383685
1.52348,-0.304528,-0.372028,-0.372028
1.52747,-0.31417,-0.316558,-0.316558
1.53147,-0.330975,-0.305345,-0.305345
1.53546,-0.27089,-0.330161,-0.330161
1.53946,-0.388618,-0.315769,-0.315769
1.54346,-0.2878,-0.325836,-0.325836
1.54745,-0.301091,-0.280632,-0.280632
1.55145,-0.253004,-0.257282,-0.257282
1.55544,-0.217749,-0.213584,-0.213584
1.55944,-0.169999,-0.205382,-0.205382
1.56344,-0.228398,-0.186124,-0.186124
1.56743,-0.159976,-0.144597,-0.144597
1.57143,-0.0454157,-0.0693231,-0.0693231
1.57542,-0.00257759,-0.0576779,-0.0576779
1.57942,-0.125041,-0.0589932,-0.0589932
1.58342,-0.0493614,-0.0942141,-0.0942141
1.58741,-0.10824,-0.0363788,-0.0363788
1.59141,0.0484653,0.0823849,0.0823849
1.5954,0.30693,0.164115,0.164115
1.5994,0.136949,0.237074,0.237074
1.6034,0.267344,0.223209,0.223209
1.60739,0.265333,0.227278,0.227278
1.61139,0.149157,0.20871,0.20871
1.61538,0.21164,0.228949,0.228949
1.61938,0.326051,0.306952,0.306952
1.62338,0.383164,0.339815,0.339815
1.62737,0.31023,0.349751,0.349751
1.63137,0.355859,0.313592,0.313592
1.63536,0.274685,0.319065,0.319065
1.63936,0.326652,0.345364,0.345364
1.64336,0.434755,0.384777,0.384777
1.64735,0.392923,0.418516,0.418516
1.65135,0.42787,0.419781,0.419781
1.65534,0.438549,0.437947,0.437947
1.65934,0.447422,0.45269,0.45269
1.66334,0.4721,0.421678,0.421678
1.66733,0.34551,0.377717,0.377717
1.67133,0.315541,0.378422,0.378422
1.67532,0.474215,0.387514,0.387514
1.67932,0.372785,0.446124,0.446124
1.68332,0.491371,0.355402,0.355402
1.68731,0.202051,0.349136,0.349136
1.69131,0.353986,0.355355,0.355355
1.6953,0.51003,0.353832,0.353832
1.6993,0.197479,0.404421,0.404421
1.7033,0.505753,0.323619,0.323619
1.70729,0.267625,0.357008,0.357008
1.71129,0.297645,0.307092,0.307092
1.71528,0.356007,0.277855,0.277855
1.71928,0.179913,0.285852,0.285852
1.72328,0.321635,0.246499,0.246499
1.72727,0.237949,0.209669,0.209669
1.73127,0.0694239,0.13955,0.13955
1.73526,0.111277,0.0693442,0.0693442
1.73926,0.0273311,0.069826,0.069826
1.74326,0.0708694,0.0427043,0.0427043
1.74725,0.0299124,0.0286085,0.0286085
1.75125,-0.0149563,-0.00222444,-0.00222444
1.75524,-0.0216295,-0.0244527,-0.0244527
1.75924,-0.0367723,-0.0604,-0.0604
1.76324,-0.122798,-0.0998954,-0.0998954
1.76723,-0.140115,-0.133184,-0.133184
1.77123,-0.136639,-0.116623,-0.116623
1.77522,-0.0731136,-0.178233,-0.178233
1.77922,-0.324948,-0.174561,-0.174561
1.78322,-0.125623,-0.191116,-0.191116
1.78721,-0.122776,-0.203825,-0.203825
1.79121,-0.363075,-0.308431,-0.308431
1.7952,-0.439441,-0.360483,-0.360483
1.7992,-0.278933,-0.381743,-0.381743
1.8032,-0.426854,-0.324633,-0.324633
1.80719,-0.268113,-0.327276,-0.327276
1.81119,-0.286863,-0.319718,-0.319718
1.81518,-0.404178,-0.411613,-0.411613
1.81918,-0.543798,-0.463857,-0.463857
1.82318,-0.443593,-0.436221,-0.436221
1.82717,-0.321272,-0.371773,-0.371773
1.83117,-0.350453,-0.343003,-0.343003
1.83516,-0.357283,-0.359062,-0.359062
1.83916,-0.36945,-0.386426,-0.386426
1.84316,-0.432546,-0.400857,-0.400857
1.84715,-0.400575,-0.402262,-0.402262
1.85115,-0.373666,-0.374043,-0.374043
1.85514,-0.347889,-0.345979,-0.345979
1.85914,-0.316381,-0.345155,-0.345155
1.86314,-0.371195,-0.350292,-0.350292
1.86713,-0.3633,-0.310876,-0.310876
1.87113,-0.198133,-0.299351,-0.299351
1.87512,-0.336621,-0.266682,-0.266682
1.87912,-0.265292,-0.237379,-0.237379
1.88312,-0.110223,-0.175598,-0.175598
1.88711,-0.151278,-0.118167,-0.118167
1.89111,-0.0929987,-0.109425,-0.109425
1.8951,-0.0839985,-0.16414,-0.16414
1.8991,-0.315423,-0.185745,-0.185745
1.9031,-0.157815,-0.140734,-0.140734
1.90709,0.051036,-0.0819445,-0.0819445
1.91109,-0.139055,-0.0456892,-0.0456892
1.91508,-0.0490488,-0.0761953,-0.0761953
1.91908,-0.0404821,-0.0538415,-0.0538415
1.92308,-0.0719935,-0.00532588,-0.00532588
1.92707,0.096498,0.0598525,0.0598525
1.93107,0.155053,0.101331,0.101331
1.93506,0.0524421,0.135925,0.135925
1.93906,0.20028,0.143316,0.143316
1.94306,0.177225,0.199112,0.199112
1.94705,0.219831,0.207088,0.207088
1.95105,0.224206,0.223671,0.223671
1.95504,0.226976,0.226456,0.226456
1.95904,0.228185,0.227071,0.227071
1.96304,0.226051,0.259858,0.259858
1.96703,0.325336,0.272759,0.272759
1.97103,0.266889,0.343281,0.343281
1.97502,0.437617,0.377545,0.377545
1.97902,0.428129,0.437564,0.437564
1.98302,0.446946,0.460676,0.460676
1.98701,0.506952,0.42889,0.42889
1.99101,0.332773,0.420984,0.420984
1.995,0.423228,0.431201,0.431201
1.999,0.537602,0.47921,0.47921
2.003,0.476799,0.509633,0.509633
2.00699,0.514499,0.437917,0.437917
2.01099,0.322453,0.443617,0.443617
2.01499,0.493899,0.339718,0.339718
2.01898,0.202802,0.330598,0.330598
2.02298,0.295092,0.271904,0.271904
2.02697,0.317817,0.33714,0.33714
2.03097,0.398509,0.336872,0.336872
2.03497,0.294288,0.30032,0.30032
2.03896,0.208164,0.237238,0.237238
2.04296,0.209263,0.218857,0.218857
2.04695,0.239145,0.217849,0.217849
2.05095,0.20514,0.204398,0.204398
2.05494,0.168909,0.161609,0.161609
2.05894,0.110777,0.131631,0.131631
2.06294,0.115208,0.0837994,0.0837994
2.06693,0.025413,0.0888549,0.0888549
2.07093,0.125944,0.0969006,0.0969006
2.07492,0.139345,0.0733192,0.0733192
2.07892,-0.0453314,0.0268504,0.0268504
2.08292,-0.0134624,0.00362019,0.00362019
2.08691,0.0696543,-0.0461289,-0.0461289
2.09091,-0.194579,-0.0610784,-0.0610784
2.0949,-0.0583108,-0.0806352,-0.0806352
2.0989,0.0109839,-0.0746274,-0.0746274
2.1029,-0.176555,-0.0633637,-0.0633637
2.10689,-0.0245195,-0.129577,-0.129577
2.11089,-0.187657,-0.171363,-0.171363
2.11489,-0.301912,-0.269298,-0.269298
2.11888,-0.318323,-0.274848,-0.274848
2.12288,-0.20431,-0.295129,-0.295129
2.12687,-0.362754,-0.247569,-0.247569
2.13087,-0.175645,-0.253882,-0.253882
2.13487,-0.223247,-0.223684,-0.223684
2.13886,-0.272162,-0.274879,-0.274879
2.14286,-0.32923,-0.306683,-0.306683
2.14685,-0.318658,-0.325969,-0.325969
2.15085,-0.330019,-0.331884,-0.331884
2.15485,-0.346975,-0.32594,-0.32594
2.15884,-0.300827,-0.310768,-0.310768
2.16284,-0.284502,-0.308871,-0.308871
2.16683,-0.341283,-0.349183,-0.349183
2.17083,-0.421763,-0.365266,-0.365266
2.17483,-0.332752,-0.349476,-0.349476
2.17882,-0.293911,-0.346471,-0.346471
2.18282,-0.412751,-0.3098,-0.3098
2.18681,-0.222739,-0.323653,-0.323653
2.19081,-0.33547,-0.2465,-0.2465
2.19481,-0.181291,-0.259955,-0.259955
2.1988,-0.263102,-0.262361,-0.262361
2.2028,-0.34269,-0.290322,-0.290322
2.20679,-0.265173,-0.248256,-0.248256
2.21079,-0.136904,-0.22168,-0.22168
2.21479,-0.262963,-0.166404,-0.166404
2.21878,-0.0993465,-0.210847,-0.210847
2.22278,-0.270232,-0.182693,-0.182693
2.22677,-0.1785,-0.197691,-0.197691
2.23077,-0.144341,-0.122888,-0.122888
2.23477,-0.0458237,-0.0882669,-0.0882669
2.23876,-0.0746358,-0.046653,-0.046653
2.24276,-0.0194994,-0.041451,-0.041451
2.24675,-0.0302177,-0.0155062,-0.0155062
2.25075,0.00319835,0.00023789,0.00023789
2.25475,0.027733,0.0325171,0.0325171
2.25874,0.06662,0.0524229,0.0524229
2.26274,0.0629158,0.088594,0.088594
2.26673,0.136246,0.0949475,0.0949475
2.27073,0.0856806,0.0871119,0.0871119
2.27473,0.0394089,0.0824428,0.0824428
2.27872,0.122239,0.0954627,0.0954627
2.28272,0.12474,0.190798,0.190798
2.28671,0.325413,0.265481,0.265481
2.29071,0.346291,0.351741,0.351741
2.29471,0.383519,0.337873,0.337873
2.2987,0.283809,0.29732,0.29732
2.3027,0.224631,0.270336,0.270336
2.30669,0.30257,0.258665,0.258665
2.31069,0.248795,0.283171,0.283171
2.31469,0.298148,0.244765,0.244765
2.31868,0.18735,0.276172,0.276172
2.32268,0.343016,0.26624,0.26624
2.32667,0.268354,0.295755,0.295755
2.33067,0.275895,0.264964,0.264964
2.33467,0.250644,0.282353,0.282353
2.33866,0.320521,0.295263,0.295263
2.34266,0.314625,0.312708,0.312708
2.34665,0.302979,0.30379,0.30379
2.35065,0.293767,0.288702,0.288702
2.35465,0.269361,0.268517,0.268517
2.35864,0.242422,0.261471,0.261471
2.36264,0.27263,0.249673,0.249673
2.36663,0.233966,0.22777,0.22777
2.37063,0.176714,0.190567,0.190567
2.37463,0.161019,0.154831,0.154831
2.37862,0.12676,0.183183,0.183183
2.38262,0.261769,0.179279,0.179279
2.38661,0.149309,0.231288,0.231288
2.39061,0.282786,0.136844,0.136844
2.39461,-0.0215636,0.0956181,0.0956181
2.3986,0.0256319,-0.0180829,-0.0180829
2.4026,-0.0583169,0.0116765,0.0116765
2.40659,0.0677145,0.0331423,0.0331423
2.41059,0.0900295,0.036305,0.036305
2.41459,-0.0488289,0.0379203,0.0379203
2.41858,0.0725603,-0.00822121,-0.00822121
2.42258,-0.048395,-0.00930584,-0.00930584
2.42657,-0.0520828,-0.0485795,-0.0485795
2.43057,-0.0452608,-0.0468018,-0.0468018
2.43457,-0.0430617,-0.0861063,-0.0861063
2.43856,-0.169996,-0.12728,-0.12728
2.44256,-0.168783,-0.164715,-0.164715
2.44655,-0.155365,-0.165586,-0.165586
2.45055,-0.17261,-0.179361,-0.179361
2.45455,-0.210107,-0.209081,-0.209081
2.45854,-0.244527,-0.227627,-0.227627
2.46254,-0.228247,-0.254789,-0.254789
2.46653,-0.291595,-0.260006,-0.260006
2.47053,-0.260176,-0.236238,-0.236238
2.47453,-0.156944,-0.250471,-0.250471
2.47852,-0.334292,-0.25351,-0.25351
2.48252,-0.269293,-0.309267,-0.309267
2.48651,-0.324217,-0.273574,-0.273574
2.49051,-0.227211,-0.282118,-0.282118
2.49451,-0.294925,-0.282296,-0.282296
2.4985,-0.324751,-0.337315,-0.337315
2.5025,-0.392269,-0.297521,-0.297521
2.50649,-0.175542,-0.258268,-0.258268
2.51049,-0.206992,-0.178684,-0.178684
2.51449,-0.153518,-0.247202,-0.247202
2.51848,-0.381097,-0.250687,-0.250687
2.52248,-0.217447,-0.259856,-0.259856
2.52647,-0.181024,-0.213065,-0.213065
2.53047,-0.240725,-0.225973,-0.225973
2.53447,-0.25617,-0.234152,-0.234152
2.53846,-0.205563,-0.222753,-0.222753
2.54246,-0.206527,-0.200497,-0.200497
2.54645,-0.189402,-0.185559,-0.185559
2.55045,-0.160749,-0.163952,-0.163952
2.55445,-0.141706,-0.142108,-0.142108
2.55844,-0.12387,-0.108893,-0.108893
2.56244,-0.0611039,-0.088153,-0.088153
2.56643,-0.0794854,-0.0722964,-0.0722964
2.57043,-0.0762999,-0.0774551,-0.0774551
2.57443,-0.0765799,-0.0554956,-0.0554956
2.57842,-0.0136069,-0.0118316,-0.0118316
2.58242,0.0546921,0.00738543,0.00738543
2.58641,-0.0189289,0.0348988,0.0348988
2.59041,0.0689333,0.0684336,0.0684336
2.59441,0.155297,0.145226,0.145226
2.5984,0.211447,0.178219,0.178219
2.6024,0.167913,0.153093,0.153093
2.60639,0.0799191,0.094161,0.094161
2.61039,0.0346512,0.124308,0.124308
2.61439,0.258354,0.175913,0.175913
2.61838,0.234734,0.222643,0.222643
2.62238,0.174841,0.173759,0.173759
2.62637,0.111704,0.144384,0.144384
2.63037,0.146607,0.138473,0.138473
2.63437,0.157108,0.164079,0.164079
2.63836,0.188521,0.196416,0.196416
2.64236,0.243618,0.228559,0.228559
2.64635,0.253539,0.250488,0.250488
2.65035,0.254308,0.251445,0.251445
2.65435,0.246487,0.244866,0.244866
2.65834,0.233803,0.254907,0.254907
2.66234,0.284432,0.244898,0.244898
2.66633,0.216461,0.232517,0.232517
2.67033,0.196658,0.240381,0.240381
2.67433,0.308024,0.238628,0.238628
2.67832,0.2112,0.272545,0.272545
2.68232,0.298411,0.242717,0.242717
2.68631,0.218539,0.286112,0.286112
2.69031,0.341385,0.302524,0.302524
2.69431,0.347648,0.330095,0.330095
2.6983,0.301252,0.27051,0.27051
2.7023,0.162629,0.20143,0.20143
2.70629,0.140409,0.119515,0.119515
2.71029,0.0555059,0.145927,0.145927
2.71429,0.241866,0.180058,0.180058
2.71828,0.242803,0.198687,0.198687
2.72228,0.111391,0.165371,0.165371
2.72627,0.141919,0.103886,0.103886
2.73027,0.0583466,0.0835269,0.0835269
2.73427,0.0503148,0.0622871,0.0622871
2.73826,0.0781999,0.0636346,0.0636346
2.74226,0.062389,0.0574367,0.0574367
2.74625,0.0317213,0.0307557,0.0307557
2.75025,-0.00184324,0.00335564,0.00335564
2.75425,-0.0198111,-0.0117638,-0.0117638
2.75824,-0.013637,-0.0266481,-0.0266481
2.76224,-0.0464961,-0.0384721,-0.0384721
2.76623,-0.0552832,-0.0864657,-0.0864657
2.77023,-0.157618,-0.129233,-0.129233
2.77423,-0.174798,-0.170262,-0.170262
2.77822,-0.178369,-0.136829,-0.136829
2.78222,-0.0573191,-0.106516,-0.106516
2.78621,-0.0838585,-0.106773,-0.106773
2.79021,-0.179142,-0.180603,-0.180603
2.79421,-0.278807,-0.246517,-0.246517
2.7982,-0.281602,-0.227578,-0.227578
2.8022,-0.122326,-0.221862,-0.221862
2.80619,-0.261658,-0.21636,-0.21636
2.81019,-0.265095,-0.271985,-0.271985
2.81419,-0.289201,-0.268899,-0.268899
2.81818,-0.252402,-0.278496,-0.278496
2.82218,-0.293885,-0.283291,-0.283291
2.82617,-0.303586,-0.272889,-0.272889
2.83017,-0.221197,-0.256843,-0.256843
2.83417,-0.245747,-0.240987,-0.240987
2.83816,-0.256018,-0.244367,-0.244367
2.84216,-0.231337,-0.239026,-0.239026
2.84615,-0.229722,-0.229939,-0.229939
2.85015,-0.228759,-0.224418,-0.224418
2.85415,-0.214772,-0.210131,-0.210131
2.85814,-0.186861,-0.194429,-0.194429
2.86214,-0.181654,-0.200972,-0.200972
2.86613,-0.2344,-0.212494,-0.212494
2.87013,-0.221426,-0.216766,-0.216766
2.87413,-0.194472,-0.205614,-0.205614
2.87812,-0.200943,-0.202067,-0.202067
2.88212,-0.210787,-0.151469,-0.151469
2.88611,-0.0426779,-0.0980856,-0.0980856
2.89011,-0.0407917,-0.0954546,-0.0954546
2.89411,-0.202894,-0.12135,-0.12135
2.8981,-0.120363,-0.167893,-0.167893
2.9021,-0.180423,-0.105464,-0.105464
2.90609,-0.0156066,-0.0475413,-0.0475413
2.91009,0.0534055,-0.00908235,-0.00908235
2.91409,-0.065046,-0.00831389,-0.00831389
2.91808,-0.0133012,-0.0104023,-0.0104023
2.92208,0.0471404,0.0506425,0.0506425
2.92607,0.118088,0.0787268,0.0787268
2.93007,0.0709516,0.082087,0.082087
2.93407,0.0572211,0.0867043,0.0867043
2.93806,0.13194,0.104088,0.104088
2.94206,0.123103,0.128829,0.128829
2.94605,0.131444,0.129774,0.129774
2.95005,0.134774,0.13504,0.13504
2.95405,0.138901,0.152971,0.152971
2.95804,0.185238,0.156592,0.156592
2.96204,0.145636,0.183449,0.183449
2.96603,0.219472,0.169598,0.169598
2.97003,0.143685,0.183137,0.183137
2.97403,0.186255,0.200406,0.200406
2.97802,0.271277,0.24753,0.24753
2.98202,0.285057,0.280641,0.280641
2.98601,0.285587,0.282292,0.282292
2.99001,0.27623,0.251755,0.251755
2.99401,0.193448,0.239834,0.239834
2.998,0.249823,0.230789,0.230789
3.002,0.249097,0.248894,0.248894
3.00599,0.247763,0.208642,0.208642
3.00999,0.129066,0.174101,0.174101
3.01399,0.145473,0.133259,0.133259
3.01798,0.125238,0.166967,0.166967
3.02198,0.230191,0.170887,0.170887
3.02597,0.157234,0.210034,0.210034
3.02997,0.242678,0.175037,0.175037
3.03397,0.125201,0.185113,0.185113
3.03796,0.18746,0.159235,0.159235
3.04196,0.165043,0.161034,0.161034
3.04595,0.1306,0.141225,0.141225
3.04995,0.128031,0.124525,0.124525
3.05395,0.114945,0.118202,0.118202
3.05794,0.11163,0.115061,0.115061
3.06194,0.118609,0.0885867,0.0885867
3.06593,0.0355218,0.0578302,0.0578302
3.06993,0.0193603,0.00946959,0.00946959
3.07393,-0.0264733,-0.00482323,-0.00482323
3.07792,-0.00735669,-0.0317081,-0.0317081
3.08192,-0.0612943,-0.020958,-0.020958
3.08591,0.00577711,-0.00831728,-0.00831728
3.08991,0.0305653,-0.0155581,-0.0155581
3.09391,-0.0830168,-0.0159896,-0.0159896
3.0979,0.00448263,-0.0417591,-0.0417591
3.1019,-0.046743,-0.0505488,-0.0505488
3.10589,-0.109386,-0.116165,-0.116165
3.10989,-0.192365,-0.150395,-0.150395
3.11389,-0.149433,-0.155459,-0.155459
3.11788,-0.124579,-0.136388,-0.136388
3.12188,-0.135152,-0.154435,-0.154435
3.12587,-0.203573,-0.162596,-0.162596
3.12987,-0.149063,-0.168541,-0.168541
3.13387,-0.152988,-0.171889,-0.171889
3.13786,-0.213617,-0.179594,-0.179594
3.14186,-0.172176,-0.192175,-0.192175
3.14585,-0.190731,-0.186452,-0.186452
3.14985,-0.196449,-0.198369,-0.198369
3.15385,-0.207926,-0.207799,-0.207799
3.15784,-0.219023,-0.208609,-0.208609
3.16184,-0.198877,-0.201372,-0.201372
3.16583,-0.186216,-0.194823,-0.194823
3.16983,-0.199376,-0.21826,-0.21826
3.17383,-0.269186,-0.209156,-0.209156
3.17782,-0.158904,-0.205214,-0.205214
3.18182,-0.187551,-0.168504,-0.168504
3.18581,-0.159057,-0.191756,-0.191756
3.18981,-0.228659,-0.192978,-0.192978
3.19381,-0.191219,-0.188638,-0.188638
3.1978,-0.146037,-0.137468,-0.137468
3.2018,-0.0751493,-0.143682,-0.143682
3.20579,-0.209861,-0.171147,-0.171147
3.20979,-0.22843,-0.213455,-0.213455
3.21379,-0.202074,-0.171887,-0.171887
3.21778,-0.0851578,-0.139577,-0.139577
3.22178,-0.1315,-0.0873579,-0.0873579
3.22577,-0.045416,-0.06917,-0.06917
3.22977,-0.030594,-0.0345009,-0.0345009
3.23377,-0.0274926,-0.0412439,-0.0412439
3.23776,-0.0656451,-0.0485803,-0.0485803
3.24176,-0.0526032,-0.045464,-0.045464
3.24575,-0.0181437,-0.0237569,-0.0237569
3.24975,-0.000523693,-0.0050757,-0.0050757
3.25375,0.00344026,0.00706154,0.00706154
3.25774,0.0182681,0.0157831,0.0157831
3.26174,0.0256411,0.0391149,0.0391149
3.26573,0.0734356,0.043046,0.043046
3.26973,0.0300615,0.0532386,0.0532386
3.27373,0.0562187,0.0849929,0.0849929
3.27772,0.168699,0.104943,0.104943
3.28172,0.0899105,0.110265,0.110265
3.28571,0.0721848,0.0782143,0.0782143
3.28971,0.0725477,0.0970649,0.0970649
3.29371,0.146462,0.132431,0.132431
3.2977,0.178283,0.152012,0.152012
3.3017,0.13129,0.131149,0.131149
3.30569,0.0838741,0.13413,0.13413
3.30969,0.187227,0.15703,0.15703
3.31369,0.19999,0.198885,0.198885
3.31768,0.209438,0.207829,0.207829
3.32168,0.214061,0.196613,0.196613
3.32567,0.166341,0.195504,0.195504
3.32967,0.20611,0.200079,0.200079
3.33367,0.227787,0.195593,0.195593
3.33766,0.152883,0.187967,0.187967
3.34166,0.183231,0.17151,0.17151
3.34565,0.178416,0.180088,0.180088
3.34965,0.178619,0.177229,0.177229
3.35365,0.174652,0.180142,0.180142
3.35764,0.187156,0.181174,0.181174
3.36164,0.181713,0.18305,0.18305
3.36563,0.180281,0.153669,0.153669
3.36963,0.0990127,0.132072,0.132072
3.37363,0.116922,0.10281,0.10281
3.37762,0.0924958,0.0943282,0.0943282
3.38162,0.0735669,0.110201,0.110201
3.38561,0.16454,0.106162,0.106162
3.38961,0.0803784,0.0886815,0.0886815
3.39361,0.0211264,0.0527058,0.0527058
3.3976,0.0566126,0.0404059,0.0404059
3.4016,0.0434786,0.071914,0.071914
3.40559,0.115651,0.0617092,0.0617092
3.40959,0.0259983,0.0312223,0.0312223
3.41359,-0.0479822,-0.0076634,-0.0076634
3.41758,-0.00100629,-0.03363,-0.03363
3.42158,-0.0519016,-0.0207047,-0.0207047
3.42557,-0.0092061,-0.0238664,-0.0238664
3.42957,-0.0104917,-0.0157732,-0.0157732
3.43357,-0.0276219,-0.0388676,-0.0388676
3.43756,-0.0784893,-0.0565818,-0.0565818
3.44156,-0.0636344,-0.0764185,-0.0764185
3.44555,-0.0871319,-0.0844299,-0.0844299
3.44955,-0.102524,-0.103337,-0.103337
3.45355,-0.120356,-0.113779,-0.113779
3.45754,-0.118458,-0.113426,-0.113426
3.46154,-0.101464,-0.131955,-0.131955
3.46553,-0.175944,-0.14318,-0.14318
3.46953,-0.152132,-0.167689,-0.167689
3.47353,-0.17499,-0.165308,-0.165308
3.47752,-0.168803,-0.175908,-0.175908
3.48152,-0.18393,-0.187904,-0.187904
3.48551,-0.210979,-0.203589,-0.203589
3.48951,-0.215857,-0.225451,-0.225451
3.49351,-0.249518,-0.203607,-0.203607
3.4975,-0.145444,-0.192951,-0.192951
3.5015,-0.183891,-0.144908,-0.144908
3.50549,-0.10539,-0.16556,-0.16556
3.50949,-0.207398,-0.142901,-0.142901
3.51349,-0.115916,-0.177421,-0.177421
